ticket_id,customer_id,ticket_date,category,status,priority,channel,resolution_time_hours,sentiment,satisfaction_score
TKT01729,CUST04671,2022-04-05,General Inquiry,Resolved,Medium,Chat,106.0,Positive,4.0
TKT01730,CUST04671,2023-06-15,Account Management,Resolved,Low,Phone,23.0,Neutral,5.0
TKT01731,CUST02097,2021-09-02,Payment Issue,Resolved,Medium,Email,6.0,Positive,3.0
TKT01732,CUST04074,2020-08-12,Return Request,Open,Low,Email,,Neutral,
TKT01733,CUST04375,2023-10-13,Account Management,In Progress,Low,Email,,Positive,
TKT01734,CUST01447,2020-09-20,Order Issue,In Progress,Medium,Phone,,Negative,
TKT01735,CUST01447,2021-10-22,Payment Issue,Resolved,High,Chat,117.0,Positive,4.0
TKT01736,CUST03253,2025-02-18,Product Question,Resolved,Critical,Chat,16.0,Neutral,5.0
TKT01737,CUST03253,2025-06-11,Payment Issue,Resolved,Low,Email,59.0,Positive,4.0
TKT01738,CUST01049,2025-06-06,Payment Issue,Closed,Low,Email,70.0,Positive,2.0
TKT01739,CUST02878,2021-06-10,Order Issue,Open,Low,Phone,,Neutral,
TKT01740,CUST02329,2021-09-10,Product Question,Resolved,Medium,Chat,62.0,Positive,5.0
TKT01741,CUST02329,2021-05-05,General Inquiry,Resolved,High,Email,23.0,Positive,5.0
TKT01742,CUST04031,2022-01-13,Product Question,Resolved,High,Chat,29.0,Neutral,2.0
TKT01743,CUST01414,2022-12-07,Shipping Inquiry,Resolved,Medium,Chat,73.0,Neutral,5.0
TKT01744,CUST01414,2023-06-25,Return Request,Closed,Low,Email,10.0,Positive,3.0
TKT01745,CUST01727,2024-09-15,Return Request,Resolved,Low,Email,30.0,Neutral,5.0
TKT01746,CUST01727,2024-11-08,Return Request,Resolved,Low,Email,3.0,Positive,5.0
TKT01747,CUST01727,2025-10-21,Product Question,In Progress,Medium,Email,,Neutral,
TKT01748,CUST04523,2025-10-10,Account Management,Closed,Medium,Email,39.0,Positive,1.0
TKT01749,CUST04523,2025-08-30,Technical Support,Closed,High,Phone,79.0,Neutral,3.0
TKT01750,CUST04523,2025-09-08,Account Management,Resolved,Low,Email,74.0,Positive,5.0
TKT01751,CUST04358,2025-06-05,Order Issue,Resolved,Low,Email,58.0,Positive,5.0
TKT01752,CUST02374,2025-01-20,Technical Support,Closed,Low,Email,66.0,Neutral,2.0
TKT01753,CUST03765,2024-04-09,Return Request,Closed,Low,Email,12.0,Neutral,3.0
TKT01754,CUST02245,2025-01-01,Account Management,Open,High,Chat,,Neutral,
TKT01755,CUST01462,2023-07-13,Account Management,Closed,Low,Email,30.0,Neutral,3.0
TKT01756,CUST01462,2023-11-02,Payment Issue,In Progress,Medium,Chat,,Neutral,
TKT01757,CUST03551,2022-06-09,Order Issue,Closed,Low,Chat,8.0,Positive,5.0
TKT01758,CUST03551,2022-04-12,Technical Support,In Progress,Medium,Social Media,,Positive,
TKT01759,CUST03551,2022-03-07,Technical Support,In Progress,Critical,Phone,,Neutral,
TKT01760,CUST03551,2021-09-02,Return Request,Resolved,Medium,Email,8.0,Neutral,4.0
TKT01761,CUST03551,2022-06-02,Technical Support,Resolved,Low,Chat,93.0,Positive,4.0
TKT01762,CUST00418,2025-03-07,Technical Support,Closed,Low,Email,119.0,Neutral,4.0
TKT01763,CUST03329,2023-07-02,Shipping Inquiry,Resolved,Low,Email,92.0,Positive,4.0
TKT01764,CUST03329,2024-06-27,Order Issue,Closed,Medium,Chat,93.0,Positive,3.0
TKT01765,CUST00546,2022-11-04,Technical Support,Closed,Medium,Phone,2.0,Positive,3.0
TKT01766,CUST00546,2023-11-13,Order Issue,Open,Low,Chat,,Negative,
TKT01767,CUST00546,2024-02-04,Product Question,Closed,Medium,Chat,48.0,Positive,5.0
TKT01768,CUST03449,2021-07-27,Shipping Inquiry,Closed,Low,Email,114.0,Positive,5.0
TKT01769,CUST03449,2021-01-28,Return Request,Resolved,Medium,Email,52.0,Neutral,4.0
TKT01770,CUST01039,2023-01-18,Technical Support,Closed,Medium,Email,36.0,Positive,1.0
TKT01771,CUST01039,2023-05-22,Shipping Inquiry,Closed,Low,Email,11.0,Neutral,1.0
TKT01772,CUST01039,2024-01-05,General Inquiry,Resolved,High,Social Media,80.0,Neutral,4.0
TKT01773,CUST01039,2023-07-10,Account Management,Resolved,Low,Email,45.0,Positive,4.0
TKT01774,CUST01039,2022-07-17,Product Question,Closed,Medium,Email,64.0,Positive,4.0
TKT01775,CUST04181,2024-03-06,Return Request,Closed,Medium,Email,62.0,Positive,5.0
TKT01776,CUST04181,2023-10-24,Payment Issue,Closed,Low,Email,81.0,Positive,5.0
TKT01777,CUST04181,2025-07-12,Return Request,Open,High,Email,,Negative,
TKT01778,CUST04181,2025-02-04,General Inquiry,Closed,High,Email,30.0,Neutral,3.0
TKT01779,CUST04181,2024-04-24,General Inquiry,Resolved,Low,Email,93.0,Neutral,1.0
TKT01780,CUST01206,2021-08-27,Technical Support,Resolved,Low,Phone,117.0,Neutral,4.0
TKT01781,CUST01206,2022-06-18,General Inquiry,Resolved,High,Chat,80.0,Neutral,4.0
TKT01782,CUST01206,2021-07-14,Product Question,Open,High,Phone,,Neutral,
TKT01783,CUST01288,2023-12-08,Product Question,Open,Low,Email,,Positive,
TKT01784,CUST04008,2022-10-09,Account Management,Resolved,Low,Email,100.0,Positive,4.0
TKT01785,CUST04008,2023-05-09,Shipping Inquiry,Resolved,Low,Email,113.0,Positive,2.0
TKT01786,CUST03744,2023-05-14,General Inquiry,Closed,High,Email,48.0,Positive,4.0
TKT01787,CUST02922,2021-10-03,General Inquiry,In Progress,Medium,Chat,,Negative,
TKT01788,CUST00308,2024-11-24,Payment Issue,Resolved,Low,Email,63.0,Positive,5.0
TKT01789,CUST00308,2025-04-24,General Inquiry,Resolved,Critical,Email,41.0,Positive,5.0
TKT01790,CUST03524,2024-11-02,Technical Support,Closed,Medium,Chat,37.0,Positive,4.0
TKT01791,CUST03524,2025-05-18,Shipping Inquiry,Closed,Low,Email,10.0,Neutral,3.0
TKT01792,CUST02134,2021-10-26,Technical Support,Resolved,High,Email,84.0,Positive,3.0
TKT01793,CUST02134,2021-11-30,Payment Issue,Resolved,Low,Phone,16.0,Positive,4.0
TKT01794,CUST02134,2022-02-17,Technical Support,Resolved,Medium,Email,41.0,Neutral,5.0
TKT01795,CUST03382,2022-04-01,Account Management,Resolved,Medium,Chat,102.0,Positive,3.0
TKT01796,CUST03382,2023-04-09,Payment Issue,Open,Medium,Phone,,Neutral,
TKT01797,CUST01419,2024-08-03,Technical Support,Closed,High,Chat,105.0,Positive,2.0
TKT01798,CUST01419,2023-02-01,General Inquiry,Open,Low,Phone,,Neutral,
TKT01799,CUST03949,2022-02-05,General Inquiry,Closed,Critical,Chat,4.0,Positive,4.0
TKT01800,CUST02935,2025-03-01,Account Management,Closed,Low,Chat,81.0,Neutral,5.0
TKT01801,CUST02935,2025-03-12,Order Issue,In Progress,Low,Chat,,Neutral,
TKT01802,CUST02935,2024-05-26,Return Request,Resolved,Medium,Phone,66.0,Positive,4.0
TKT01803,CUST01700,2024-08-06,Shipping Inquiry,Closed,Medium,Phone,95.0,Neutral,2.0
TKT01804,CUST01700,2023-10-18,Payment Issue,In Progress,Medium,Email,,Negative,
TKT01805,CUST03434,2023-09-09,Account Management,Open,Critical,Phone,,Neutral,
TKT01806,CUST03434,2024-10-01,Technical Support,In Progress,Low,Email,,Neutral,
TKT01807,CUST03434,2024-06-05,Product Question,Resolved,Medium,Email,33.0,Positive,4.0
TKT01808,CUST01379,2025-01-14,General Inquiry,Closed,Low,Chat,9.0,Positive,5.0
TKT01809,CUST01379,2024-11-03,Return Request,Closed,Medium,Phone,26.0,Positive,4.0
TKT01810,CUST01379,2025-09-29,Product Question,In Progress,Medium,Phone,,Positive,
TKT01811,CUST01858,2021-12-31,General Inquiry,In Progress,Low,Chat,,Neutral,
TKT01812,CUST02834,2024-02-07,Payment Issue,Resolved,Medium,Email,10.0,Positive,4.0
TKT01813,CUST02156,2021-07-04,Product Question,Open,Low,Phone,,Neutral,
TKT01814,CUST01438,2022-05-09,Payment Issue,Resolved,Low,Chat,35.0,Neutral,5.0
TKT01815,CUST01216,2022-08-13,Shipping Inquiry,Closed,Critical,Email,23.0,Positive,3.0
TKT01816,CUST01296,2022-09-29,Product Question,In Progress,Medium,Email,,Neutral,
TKT01817,CUST01296,2022-03-13,Order Issue,Closed,High,Phone,84.0,Neutral,1.0
TKT01818,CUST02660,2025-03-19,Return Request,Closed,Low,Email,71.0,Neutral,1.0
TKT01819,CUST02660,2025-05-22,Payment Issue,Resolved,Low,Phone,82.0,Positive,4.0
TKT01820,CUST04630,2023-10-18,Product Question,Resolved,Low,Social Media,49.0,Positive,5.0
TKT01821,CUST00606,2024-05-23,Return Request,In Progress,Low,Email,,Negative,
TKT01822,CUST03371,2024-06-07,Account Management,Closed,Medium,Email,106.0,Positive,4.0
TKT01823,CUST02959,2022-02-02,Order Issue,In Progress,Low,Email,,Negative,
TKT01824,CUST02959,2021-11-25,Product Question,Resolved,Medium,Social Media,80.0,Positive,1.0
TKT01825,CUST02959,2021-09-25,General Inquiry,Resolved,High,Chat,9.0,Neutral,5.0
TKT01826,CUST02959,2022-02-13,Return Request,Resolved,Low,Email,74.0,Neutral,5.0
TKT01827,CUST03113,2023-12-26,Product Question,Closed,Low,Phone,36.0,Neutral,3.0
TKT01828,CUST04724,2023-03-03,Order Issue,In Progress,High,Email,,Negative,
TKT01829,CUST04724,2022-12-27,Technical Support,Closed,Low,Chat,39.0,Neutral,4.0
TKT01830,CUST02567,2022-08-15,Order Issue,Open,Low,Phone,,Negative,
TKT01831,CUST02567,2022-11-15,Payment Issue,Resolved,High,Email,102.0,Positive,3.0
TKT01832,CUST00313,2023-11-18,General Inquiry,Resolved,High,Email,30.0,Neutral,2.0
TKT01833,CUST03276,2024-12-16,Payment Issue,Closed,Low,Phone,2.0,Positive,2.0
TKT01834,CUST02265,2025-03-29,Account Management,Closed,High,Email,86.0,Positive,4.0
TKT01835,CUST02265,2024-09-02,Return Request,Open,Low,Chat,,Negative,
TKT01836,CUST02265,2025-07-07,Payment Issue,Open,Medium,Email,,Negative,
TKT01837,CUST01126,2023-11-08,Product Question,Resolved,Low,Chat,29.0,Positive,1.0
TKT01838,CUST01126,2024-06-16,Payment Issue,Resolved,Medium,Chat,65.0,Neutral,4.0
TKT01839,CUST01126,2023-05-08,General Inquiry,Closed,Low,Email,49.0,Positive,3.0
TKT01840,CUST02965,2023-05-15,Return Request,Closed,Low,Email,37.0,Neutral,2.0
TKT01841,CUST03728,2024-04-01,Technical Support,Closed,Critical,Email,104.0,Positive,3.0
TKT01842,CUST03077,2025-04-07,Shipping Inquiry,Closed,Medium,Chat,29.0,Neutral,5.0
TKT01843,CUST00071,2022-04-19,Account Management,Closed,Critical,Email,32.0,Positive,4.0
TKT01844,CUST04804,2024-12-27,Order Issue,Resolved,High,Phone,31.0,Positive,4.0
TKT01845,CUST04804,2024-08-15,Payment Issue,In Progress,Low,Chat,,Negative,
TKT01846,CUST04217,2022-01-26,Technical Support,Closed,Medium,Email,4.0,Positive,3.0
TKT01847,CUST02361,2022-04-06,Payment Issue,Closed,Medium,Email,61.0,Positive,2.0
TKT01848,CUST02361,2022-12-03,Account Management,Open,Medium,Phone,,Negative,
TKT01849,CUST01610,2024-09-02,Shipping Inquiry,In Progress,Medium,Email,,Neutral,
TKT01850,CUST01610,2024-06-20,Order Issue,Resolved,Low,Email,63.0,Positive,4.0
TKT01851,CUST03312,2024-01-03,Payment Issue,Resolved,Low,Email,20.0,Positive,3.0
TKT01852,CUST03312,2024-02-22,Product Question,Closed,Low,Email,26.0,Positive,4.0
TKT01853,CUST00990,2025-06-25,Return Request,Closed,High,Chat,119.0,Positive,2.0
TKT01854,CUST00990,2024-10-14,Shipping Inquiry,Resolved,Medium,Social Media,41.0,Neutral,4.0
TKT01855,CUST01724,2022-06-19,Account Management,Closed,High,Email,89.0,Neutral,2.0
TKT01856,CUST00372,2024-10-24,Account Management,Closed,Medium,Email,92.0,Positive,4.0
TKT01857,CUST00372,2025-02-13,Return Request,Closed,Low,Chat,119.0,Neutral,4.0
TKT01858,CUST00810,2024-09-06,Account Management,Open,Medium,Email,,Neutral,
TKT01859,CUST02289,2023-05-09,General Inquiry,Resolved,Medium,Email,61.0,Neutral,2.0
TKT01860,CUST02289,2023-02-07,General Inquiry,In Progress,High,Email,,Neutral,
TKT01861,CUST02488,2024-05-19,Shipping Inquiry,Closed,Medium,Phone,104.0,Neutral,5.0
TKT01862,CUST02488,2024-09-09,Account Management,Closed,Medium,Chat,22.0,Positive,5.0
TKT01863,CUST00859,2023-12-16,Shipping Inquiry,Resolved,Medium,Email,56.0,Neutral,3.0
TKT01864,CUST00859,2023-09-09,Product Question,In Progress,Low,Chat,,Neutral,
TKT01865,CUST02012,2025-04-04,Payment Issue,Closed,Low,Chat,110.0,Neutral,5.0
TKT01866,CUST02012,2024-06-26,Order Issue,In Progress,Low,Chat,,Neutral,
TKT01867,CUST04503,2023-10-09,General Inquiry,Closed,Critical,Chat,20.0,Positive,5.0
TKT01868,CUST04503,2024-02-23,Product Question,Resolved,Low,Email,29.0,Positive,4.0
TKT01869,CUST03652,2024-05-21,Return Request,Closed,Medium,Email,5.0,Positive,3.0
TKT01870,CUST02439,2021-08-14,Return Request,Open,High,Email,,Neutral,
TKT01871,CUST03601,2024-09-04,Shipping Inquiry,Closed,Medium,Email,113.0,Positive,4.0
TKT01872,CUST03601,2025-02-07,General Inquiry,Closed,High,Phone,5.0,Neutral,5.0
TKT01873,CUST02201,2023-11-16,Technical Support,Open,Medium,Email,,Neutral,
TKT01874,CUST02201,2024-05-09,Return Request,Open,Low,Chat,,Negative,
TKT01875,CUST03125,2024-10-11,Product Question,In Progress,Medium,Email,,Negative,
TKT01876,CUST01563,2022-05-23,General Inquiry,Closed,Medium,Phone,36.0,Positive,4.0
TKT01877,CUST01563,2023-07-01,Return Request,Resolved,Low,Chat,17.0,Positive,4.0
TKT01878,CUST01563,2022-01-11,Order Issue,Open,Medium,Phone,,Negative,
TKT01879,CUST01563,2023-08-25,Shipping Inquiry,Open,Low,Email,,Negative,
TKT01880,CUST00727,2024-06-13,Shipping Inquiry,Resolved,High,Chat,22.0,Positive,4.0
TKT01881,CUST00727,2024-06-27,Order Issue,Resolved,Critical,Email,3.0,Positive,3.0
TKT01882,CUST00727,2023-01-24,Product Question,Closed,Low,Phone,53.0,Neutral,5.0
TKT01883,CUST00780,2022-07-26,General Inquiry,Closed,Medium,Email,77.0,Neutral,3.0
TKT01884,CUST00780,2021-02-02,Return Request,Open,Medium,Chat,,Neutral,
TKT01885,CUST00780,2021-03-25,Product Question,Resolved,Medium,Email,89.0,Positive,3.0
TKT01886,CUST04945,2022-12-02,Return Request,Resolved,Low,Chat,38.0,Neutral,4.0
TKT01887,CUST01768,2025-10-01,Shipping Inquiry,Resolved,Low,Email,79.0,Positive,4.0
TKT01888,CUST02229,2023-08-11,General Inquiry,Open,Low,Email,,Negative,
TKT01889,CUST03289,2021-04-08,Return Request,Resolved,High,Chat,116.0,Positive,3.0
TKT01890,CUST02122,2024-03-18,Return Request,Resolved,Low,Email,13.0,Positive,4.0
TKT01891,CUST02122,2022-09-27,Payment Issue,Resolved,Low,Email,52.0,Neutral,5.0
TKT01892,CUST02494,2023-12-05,Product Question,Resolved,Low,Phone,56.0,Positive,3.0
TKT01893,CUST04128,2022-12-30,General Inquiry,Open,Low,Chat,,Neutral,
TKT01894,CUST04284,2021-05-16,Return Request,Closed,Low,Email,25.0,Positive,4.0
TKT01895,CUST04284,2020-12-28,Payment Issue,Closed,High,Phone,75.0,Neutral,4.0
TKT01896,CUST04571,2025-04-14,Technical Support,Resolved,High,Chat,86.0,Positive,4.0
TKT01897,CUST04571,2023-09-11,Payment Issue,Resolved,Low,Email,57.0,Neutral,5.0
TKT01898,CUST01904,2025-07-08,General Inquiry,Resolved,Low,Phone,46.0,Neutral,3.0
TKT01899,CUST01914,2024-12-29,Account Management,Resolved,Medium,Chat,110.0,Neutral,4.0
TKT01900,CUST02137,2020-05-05,Return Request,Resolved,Medium,Email,45.0,Positive,3.0
TKT01901,CUST01347,2025-07-12,Return Request,In Progress,Medium,Email,,Neutral,
TKT01902,CUST02973,2022-04-27,Shipping Inquiry,Closed,Low,Email,2.0,Neutral,3.0
TKT01903,CUST04370,2022-06-15,Shipping Inquiry,Open,Medium,Chat,,Positive,
TKT01904,CUST04370,2023-05-08,Shipping Inquiry,Resolved,Low,Chat,76.0,Neutral,2.0
TKT01905,CUST04370,2022-01-14,General Inquiry,In Progress,Low,Chat,,Positive,
TKT01906,CUST04370,2022-05-05,Shipping Inquiry,In Progress,Medium,Phone,,Neutral,
TKT01907,CUST04649,2022-06-09,Payment Issue,Closed,Medium,Email,11.0,Neutral,4.0
TKT01908,CUST01811,2021-04-20,Technical Support,Closed,Medium,Email,64.0,Neutral,4.0
TKT01909,CUST01811,2022-03-28,Account Management,Closed,Low,Email,36.0,Positive,4.0
TKT01910,CUST02456,2024-07-18,Account Management,Closed,Low,Phone,66.0,Positive,4.0
TKT01911,CUST02456,2024-04-08,Product Question,Resolved,Low,Email,4.0,Neutral,3.0
TKT01912,CUST02456,2023-03-26,Order Issue,Resolved,Low,Email,104.0,Positive,5.0
TKT01913,CUST02456,2023-11-26,Payment Issue,Resolved,Low,Chat,44.0,Positive,1.0
TKT01914,CUST00938,2024-06-15,Technical Support,Closed,Medium,Email,26.0,Positive,3.0
TKT01915,CUST00938,2024-10-28,Return Request,In Progress,Critical,Chat,,Negative,
TKT01916,CUST00938,2025-09-02,Order Issue,Resolved,Low,Chat,98.0,Neutral,2.0
TKT01917,CUST00938,2024-08-03,Shipping Inquiry,Resolved,Medium,Email,38.0,Positive,5.0
TKT01918,CUST02748,2024-06-08,Return Request,Resolved,Low,Chat,89.0,Positive,5.0
TKT01919,CUST02748,2023-10-23,Shipping Inquiry,Closed,Medium,Email,106.0,Positive,3.0
TKT01920,CUST00051,2024-11-30,Shipping Inquiry,Open,Low,Chat,,Negative,
TKT01921,CUST00051,2025-09-10,Account Management,Closed,Low,Email,46.0,Neutral,3.0
TKT01922,CUST02718,2025-01-24,Account Management,Closed,Medium,Social Media,46.0,Positive,4.0
TKT01923,CUST00043,2024-07-29,Account Management,Resolved,Medium,Phone,93.0,Positive,5.0
TKT01924,CUST00043,2023-01-04,Account Management,Resolved,High,Email,26.0,Positive,3.0
TKT01925,CUST01993,2021-12-21,Return Request,Closed,Low,Email,64.0,Neutral,4.0
TKT01926,CUST04154,2020-10-10,General Inquiry,Closed,Low,Social Media,5.0,Positive,3.0
TKT01927,CUST04160,2024-10-30,Product Question,Resolved,High,Email,52.0,Neutral,4.0
TKT01928,CUST04160,2024-11-13,Order Issue,Closed,Medium,Chat,101.0,Positive,5.0
TKT01929,CUST01547,2024-02-02,Order Issue,Closed,Low,Chat,69.0,Neutral,3.0
TKT01930,CUST04417,2021-05-08,Payment Issue,Resolved,High,Email,108.0,Neutral,4.0
TKT01931,CUST02604,2025-08-13,Technical Support,Resolved,Low,Chat,102.0,Positive,5.0
TKT01932,CUST02604,2024-05-15,Product Question,Closed,Low,Email,115.0,Positive,5.0
TKT01933,CUST01030,2021-09-06,Technical Support,Closed,High,Chat,14.0,Positive,4.0
TKT01934,CUST04983,2021-05-19,Shipping Inquiry,Closed,High,Chat,77.0,Neutral,5.0
TKT01935,CUST04983,2021-07-31,Product Question,Resolved,Low,Chat,98.0,Neutral,4.0
TKT01936,CUST04983,2021-02-16,Return Request,Closed,Medium,Email,91.0,Positive,1.0
TKT01937,CUST04983,2020-07-18,Technical Support,Closed,Critical,Chat,13.0,Positive,4.0
TKT01938,CUST04983,2020-02-05,Account Management,Closed,High,Email,94.0,Neutral,4.0
TKT01939,CUST00757,2024-08-27,Return Request,Closed,Low,Chat,53.0,Neutral,2.0
TKT01940,CUST02531,2025-03-04,Product Question,Open,Medium,Chat,,Neutral,
TKT01941,CUST00115,2023-04-23,Shipping Inquiry,Resolved,High,Phone,28.0,Positive,3.0
TKT01942,CUST00115,2023-10-07,Product Question,Open,Low,Email,,Neutral,
TKT01943,CUST00115,2022-02-24,Order Issue,Resolved,Low,Social Media,19.0,Neutral,4.0
TKT01944,CUST04094,2023-09-27,Technical Support,Closed,Medium,Email,6.0,Positive,3.0
TKT01945,CUST02304,2021-07-17,Technical Support,Closed,High,Email,93.0,Neutral,5.0
TKT01946,CUST02304,2023-04-11,Return Request,Closed,High,Chat,20.0,Neutral,2.0
TKT01947,CUST03966,2023-05-28,Payment Issue,Closed,High,Email,118.0,Positive,4.0
TKT01948,CUST04023,2021-10-31,Shipping Inquiry,Resolved,Low,Social Media,87.0,Neutral,5.0
TKT01949,CUST00769,2023-08-28,Product Question,Open,Low,Email,,Neutral,
TKT01950,CUST04323,2022-10-02,Return Request,Closed,Low,Chat,23.0,Neutral,4.0
TKT01951,CUST04323,2023-01-23,Shipping Inquiry,Closed,Low,Social Media,76.0,Positive,5.0
TKT01952,CUST03665,2022-01-25,Account Management,Closed,Low,Email,89.0,Positive,3.0
TKT01953,CUST02815,2021-10-19,Shipping Inquiry,Open,Low,Social Media,,Positive,
TKT01954,CUST03751,2023-07-15,Order Issue,In Progress,High,Phone,,Negative,
TKT01955,CUST01627,2020-11-29,Order Issue,Resolved,Low,Email,37.0,Positive,3.0
TKT01956,CUST03815,2024-10-11,Payment Issue,Closed,Low,Chat,95.0,Neutral,5.0
TKT01957,CUST03696,2020-11-28,Account Management,Resolved,High,Email,52.0,Positive,4.0
TKT01958,CUST00783,2025-03-21,Account Management,Resolved,Medium,Email,46.0,Positive,3.0
TKT01959,CUST00783,2023-12-08,Payment Issue,Resolved,Low,Email,119.0,Neutral,4.0
TKT01960,CUST00783,2025-07-07,Product Question,In Progress,Medium,Chat,,Negative,
TKT01961,CUST04663,2021-12-02,Return Request,Open,Medium,Email,,Negative,
TKT01962,CUST04663,2023-05-14,General Inquiry,Closed,Medium,Email,114.0,Positive,1.0
TKT01963,CUST01168,2021-05-24,Technical Support,Resolved,Low,Email,80.0,Positive,5.0
TKT01964,CUST03660,2023-12-01,Shipping Inquiry,In Progress,Low,Chat,,Negative,
TKT01965,CUST03660,2023-03-12,General Inquiry,Closed,High,Email,93.0,Positive,4.0
TKT01966,CUST03660,2022-11-03,Account Management,Resolved,Medium,Phone,69.0,Positive,1.0
TKT01967,CUST03660,2024-01-07,Product Question,Closed,High,Email,18.0,Neutral,4.0
TKT01968,CUST01316,2022-05-22,Order Issue,Resolved,Critical,Email,12.0,Neutral,4.0
TKT01969,CUST02421,2021-04-30,Shipping Inquiry,Closed,Medium,Chat,83.0,Positive,3.0
TKT01970,CUST02421,2021-03-25,Order Issue,Closed,High,Chat,22.0,Neutral,1.0
TKT01971,CUST03123,2024-11-11,Return Request,In Progress,High,Chat,,Negative,
TKT01972,CUST03123,2025-08-03,Technical Support,Resolved,Medium,Phone,102.0,Positive,5.0
TKT01973,CUST00457,2023-06-18,General Inquiry,Closed,High,Social Media,25.0,Positive,3.0
TKT01974,CUST02993,2024-03-22,Account Management,Resolved,Medium,Email,5.0,Positive,4.0
TKT01975,CUST02993,2025-04-01,General Inquiry,Resolved,Medium,Email,23.0,Neutral,5.0
TKT01976,CUST02993,2024-12-28,Return Request,Closed,Medium,Email,8.0,Neutral,4.0
TKT01977,CUST02993,2025-02-15,Product Question,Open,Low,Email,,Positive,
TKT01978,CUST02224,2024-09-01,Shipping Inquiry,In Progress,High,Email,,Positive,
TKT01979,CUST03467,2023-10-12,Account Management,Resolved,Low,Email,3.0,Positive,3.0
TKT01980,CUST03200,2024-07-22,Product Question,Resolved,Medium,Chat,55.0,Neutral,4.0
TKT01981,CUST02050,2025-08-12,Return Request,Resolved,Low,Chat,15.0,Positive,4.0
TKT01982,CUST03651,2024-07-06,Shipping Inquiry,Closed,Critical,Email,111.0,Neutral,2.0
TKT01983,CUST01426,2025-08-23,Account Management,Resolved,High,Email,103.0,Positive,3.0
TKT01984,CUST01426,2025-02-14,Order Issue,Resolved,Medium,Email,102.0,Neutral,5.0
TKT01985,CUST02189,2022-05-24,Payment Issue,Closed,High,Phone,91.0,Neutral,4.0
TKT01986,CUST01705,2025-04-14,Product Question,Resolved,Low,Email,11.0,Positive,2.0
TKT01987,CUST00856,2021-11-04,General Inquiry,Closed,Medium,Email,46.0,Positive,2.0
TKT01988,CUST00856,2021-11-07,Return Request,Resolved,Low,Phone,58.0,Positive,4.0
TKT01989,CUST00856,2021-03-03,Payment Issue,Resolved,Medium,Phone,15.0,Neutral,1.0
TKT01990,CUST02040,2021-10-24,Payment Issue,Resolved,Low,Email,67.0,Positive,4.0
TKT01991,CUST02040,2021-06-28,Shipping Inquiry,Resolved,Medium,Phone,18.0,Neutral,2.0
TKT01992,CUST00994,2025-02-17,Payment Issue,Closed,Low,Chat,69.0,Positive,3.0
TKT01993,CUST00994,2025-09-05,Account Management,Closed,Low,Phone,108.0,Neutral,4.0
TKT01994,CUST04384,2021-03-10,Return Request,In Progress,Low,Chat,,Negative,
TKT01995,CUST02596,2021-12-05,General Inquiry,Closed,Low,Chat,49.0,Positive,5.0
TKT01996,CUST02904,2024-12-18,Payment Issue,Open,Medium,Email,,Negative,
TKT01997,CUST02904,2025-03-08,General Inquiry,Closed,Medium,Email,29.0,Positive,5.0
TKT01998,CUST02904,2024-12-30,Return Request,Closed,Medium,Email,69.0,Neutral,4.0
TKT01999,CUST03029,2021-03-13,General Inquiry,Closed,Medium,Email,92.0,Positive,5.0
TKT02000,CUST02749,2022-10-22,Order Issue,In Progress,Medium,Email,,Negative,
TKT02001,CUST03009,2024-11-24,General Inquiry,Closed,Low,Chat,45.0,Positive,4.0
TKT02002,CUST04593,2023-01-01,Return Request,Resolved,Medium,Email,80.0,Positive,4.0
TKT02003,CUST04593,2022-02-25,Return Request,Resolved,Medium,Phone,6.0,Positive,4.0
TKT02004,CUST04593,2022-07-11,Technical Support,Closed,Low,Email,112.0,Positive,4.0
TKT02005,CUST04593,2022-02-23,Payment Issue,Closed,Medium,Email,89.0,Neutral,5.0
TKT02006,CUST02681,2021-08-17,Technical Support,Closed,Low,Chat,78.0,Positive,5.0
TKT02007,CUST02681,2022-10-25,Payment Issue,Resolved,Medium,Email,96.0,Positive,3.0
TKT02008,CUST01658,2025-10-19,Payment Issue,In Progress,Low,Chat,,Negative,
TKT02009,CUST02093,2023-01-30,Product Question,In Progress,Medium,Email,,Neutral,
TKT02010,CUST02093,2024-10-05,Payment Issue,Closed,Low,Email,19.0,Positive,3.0
TKT02011,CUST04957,2025-01-26,Order Issue,Closed,Low,Email,93.0,Neutral,3.0
TKT02012,CUST04957,2025-04-17,Shipping Inquiry,Open,Critical,Chat,,Neutral,
TKT02013,CUST04957,2025-06-08,Product Question,Closed,Low,Chat,19.0,Positive,4.0
TKT02014,CUST03708,2025-07-12,Return Request,Resolved,Low,Chat,22.0,Positive,4.0
TKT02015,CUST01130,2023-12-19,Technical Support,Closed,Medium,Chat,54.0,Neutral,3.0
TKT02016,CUST01640,2020-11-16,Payment Issue,Resolved,Low,Chat,76.0,Neutral,5.0
TKT02017,CUST01640,2021-12-25,Return Request,In Progress,Medium,Email,,Neutral,
TKT02018,CUST01875,2024-09-10,Technical Support,Resolved,Low,Email,77.0,Neutral,5.0
TKT02019,CUST01875,2025-09-05,Order Issue,Closed,High,Chat,52.0,Neutral,4.0
TKT02020,CUST00129,2023-12-22,Shipping Inquiry,Closed,High,Email,17.0,Neutral,3.0
TKT02021,CUST04510,2025-08-17,Account Management,Closed,Low,Phone,22.0,Positive,3.0
TKT02022,CUST04510,2023-11-25,Account Management,Resolved,Low,Chat,38.0,Positive,5.0
