customer_id,purchase_frequency,avg_order_value,total_revenue,customer_tenure_months,email_engagement_score,product_categories_purchased,avg_days_between_purchase,days_since_last_purchase,refund_rate,predicted_clv,clv_segment,segment_score
CUST01862,3,60.03,180.09,33,0.29,5,60,107,0.026,657.78,Promising,2
CUST01863,31,338.66,10498.46,1,0.51,1,5,9,0.011,21631.2,Champions,5
CUST01864,1,105.24,105.24,8,0.36,2,180,10,0.106,156.81,Need Attention,1
CUST01865,1,194.67,194.67,9,0.3,2,180,170,0.001,340.33,Need Attention,1
CUST01866,6,84.9,509.4,79,0.54,2,30,22,0.013,4315.51,Loyal Customers,4
CUST01867,4,32.87,131.48,23,0.23,1,45,80,0.079,353.19,Need Attention,1
CUST01868,2,226.26,452.52,8,0.31,2,90,34,0.117,665.96,Promising,2
CUST01869,3,99.12,297.36,8,0.73,3,60,77,0.015,488.17,Need Attention,1
CUST01870,3,64.0,192.0,4,0.17,1,60,49,0.019,251.14,Need Attention,1
CUST01871,3,194.27,582.81,5,0.31,2,60,20,0.119,727.4,Promising,2
CUST01872,4,66.14,264.56,6,0.41,2,45,21,0.004,395.25,Need Attention,1
CUST01873,2,71.91,143.82,7,0.22,1,90,47,0.06,214.05,Need Attention,1
CUST01874,11,46.87,515.57,5,0.93,1,16,11,0.066,1163.73,Potential Loyalists,3
CUST01875,1,46.95,46.95,19,0.27,3,180,113,0.029,117.77,Need Attention,1
CUST01876,1,28.5,28.5,2,0.11,2,180,12,0.097,30.02,Need Attention,1
CUST01877,10,145.76,1457.6,1,0.87,2,18,27,0.012,3000.23,Loyal Customers,4
CUST01878,1,58.31,58.31,16,0.21,4,180,94,0.021,133.2,Need Attention,1
CUST01879,6,136.61,819.66,27,0.52,2,30,44,0.034,3365.11,Loyal Customers,4
CUST01880,1,153.06,153.06,7,0.13,4,180,61,0.069,225.62,Need Attention,1
CUST01881,1,92.36,92.36,9,0.24,3,180,114,0.012,159.69,Need Attention,1
CUST01882,10,54.34,543.4,7,0.78,2,18,19,0.094,1271.83,Potential Loyalists,3
CUST01883,9,163.04,1467.36,41,0.65,1,20,29,0.117,7018.26,Champions,5
CUST01884,3,180.59,541.77,5,0.63,2,60,30,0.037,739.11,Promising,2
CUST01885,23,117.18,2695.14,10,0.57,3,7,9,0.07,7101.69,Champions,5
CUST01886,2,100.23,200.46,2,0.07,1,90,62,0.025,228.02,Need Attention,1
CUST01887,10,54.32,543.2,4,0.67,1,18,20,0.029,1230.71,Potential Loyalists,3
CUST01888,17,151.13,2569.21,4,0.59,3,10,16,0.034,5791.0,Champions,5
CUST01889,10,103.43,1034.3,12,0.3,3,18,13,0.012,3065.67,Loyal Customers,4
CUST01890,28,71.44,2000.32,1,0.71,1,6,6,0.082,3825.61,Loyal Customers,4
CUST01891,5,146.4,732.0,5,0.7,3,36,57,0.058,1666.4,Potential Loyalists,3
CUST01892,1,34.9,34.9,28,0.17,5,180,119,0.009,115.29,Need Attention,1
CUST01893,9,132.35,1191.15,2,0.28,5,20,19,0.035,2490.5,Potential Loyalists,3
CUST01894,31,85.62,2654.22,4,0.7,3,5,7,0.016,6094.09,Champions,5
CUST01895,1,107.59,107.59,23,0.72,1,180,129,0.15,266.73,Need Attention,1
CUST01896,1,62.45,62.45,11,0.33,2,180,136,0.355,77.2,Need Attention,1
CUST01897,7,93.11,651.77,2,0.4,2,25,27,0.004,1406.52,Potential Loyalists,3
CUST01898,4,92.27,369.08,8,0.26,3,45,21,0.007,610.83,Promising,2
CUST01899,3,58.24,174.72,8,0.15,3,60,105,0.009,288.58,Need Attention,1
CUST01900,3,55.1,165.3,26,0.11,2,60,26,0.068,487.86,Need Attention,1
CUST01901,18,53.09,955.62,4,0.58,2,10,20,0.062,2091.53,Potential Loyalists,3
CUST01902,15,198.74,2981.1,18,0.88,1,12,5,0.01,10329.51,Champions,5
CUST01903,4,162.57,650.28,2,0.3,2,45,33,0.001,757.9,Promising,2
CUST01904,4,64.55,258.2,12,0.56,3,45,7,0.045,493.16,Need Attention,1
CUST01905,9,73.62,662.58,2,0.27,3,20,31,0.025,1399.7,Potential Loyalists,3
CUST01906,5,91.91,459.55,6,0.33,2,36,48,0.047,1094.88,Potential Loyalists,3
CUST01907,8,93.24,745.92,27,0.92,2,22,36,0.203,2526.62,Loyal Customers,4
CUST01908,3,154.09,462.27,60,0.1,2,60,120,0.061,2604.43,Loyal Customers,4
CUST01909,4,68.24,272.96,13,0.66,1,45,14,0.031,551.04,Promising,2
CUST01910,5,119.45,597.25,6,0.64,4,36,67,0.073,1384.13,Potential Loyalists,3
CUST01911,6,42.29,253.74,8,0.59,1,30,55,0.028,657.69,Promising,2
CUST01912,2,108.43,216.86,7,0.08,1,90,32,0.015,338.21,Need Attention,1
CUST01913,33,203.6,6718.8,3,0.67,4,5,5,0.057,14255.61,Champions,5
CUST01914,5,98.59,492.95,3,0.44,1,36,11,0.011,1096.94,Potential Loyalists,3
CUST01915,4,61.01,244.04,7,0.19,2,45,21,0.004,384.85,Need Attention,1
CUST01916,2,98.7,197.4,1,0.15,3,90,70,0.008,212.14,Need Attention,1
CUST01917,1,93.07,93.07,13,0.4,3,180,116,0.085,177.41,Need Attention,1
CUST01918,1,98.91,98.91,9,0.07,2,180,132,0.021,169.46,Need Attention,1
CUST01919,14,40.37,565.18,16,0.85,4,12,5,0.074,1744.52,Potential Loyalists,3
CUST01920,1,142.02,142.02,3,0.11,1,180,112,0.021,173.8,Need Attention,1
CUST01921,13,126.11,1639.43,23,0.6,1,13,3,0.036,6189.94,Champions,5
CUST01922,2,114.78,229.56,3,0.28,4,90,57,0.012,283.51,Need Attention,1
CUST01923,12,106.03,1272.36,5,0.56,1,15,27,0.001,3071.8,Loyal Customers,4
CUST01924,7,70.88,496.16,72,0.13,5,25,29,0.103,3560.44,Loyal Customers,4
CUST01925,11,191.34,2104.74,6,0.57,4,16,23,0.097,4751.45,Loyal Customers,4
CUST01926,8,64.16,513.28,2,0.37,3,22,2,0.019,1090.98,Potential Loyalists,3
CUST01927,8,95.3,762.4,10,0.45,1,22,27,0.009,2140.69,Potential Loyalists,3
CUST01928,2,136.51,273.02,3,0.78,2,90,14,0.041,327.28,Need Attention,1
CUST01929,1,62.67,62.67,6,0.33,2,180,102,0.078,86.67,Need Attention,1
CUST01930,3,45.58,136.74,5,0.18,2,60,65,0.03,187.9,Need Attention,1
CUST01931,8,247.42,1979.36,11,0.35,1,22,24,0.114,5115.0,Champions,5
CUST01932,9,128.36,1155.24,1,0.77,4,20,16,0.147,2052.96,Potential Loyalists,3
CUST01933,3,129.95,389.85,9,0.27,5,60,50,0.057,643.35,Promising,2
CUST01934,5,79.2,396.0,21,0.61,2,36,11,0.048,1413.72,Potential Loyalists,3
CUST01935,4,34.33,137.32,8,0.1,4,45,48,0.105,204.84,Need Attention,1
CUST01936,12,83.6,1003.2,70,0.62,1,15,8,0.097,7096.14,Champions,5
CUST01937,1,165.82,165.82,5,0.63,1,180,8,0.009,232.8,Need Attention,1
CUST01938,4,192.28,769.12,24,0.23,2,45,41,0.153,1954.33,Potential Loyalists,3
CUST01939,2,36.23,72.46,71,0.09,1,90,26,0.038,482.14,Need Attention,1
CUST01940,9,78.35,705.15,20,0.43,2,20,22,0.053,2448.52,Potential Loyalists,3
CUST01941,2,126.59,253.18,9,0.65,2,90,38,0.036,427.11,Need Attention,1
CUST01942,4,159.28,637.12,24,0.25,3,45,18,0.065,1787.12,Potential Loyalists,3
CUST01943,6,54.7,328.2,1,0.74,2,30,3,0.009,677.6,Promising,2
CUST01944,3,76.25,228.75,5,0.09,4,60,37,0.003,323.09,Need Attention,1
CUST01945,2,165.28,330.56,5,0.17,2,90,121,0.009,464.08,Need Attention,1
CUST01946,1,53.34,53.34,7,0.41,4,180,179,0.029,82.01,Need Attention,1
CUST01947,1,159.2,159.2,6,0.3,2,180,36,0.018,234.5,Need Attention,1
CUST01948,3,54.73,164.19,31,0.2,4,60,98,0.078,542.46,Promising,2
CUST01949,8,63.36,506.88,6,0.4,4,22,31,0.007,1258.33,Potential Loyalists,3
CUST01950,7,236.07,1652.49,5,0.5,1,25,29,0.047,3805.82,Loyal Customers,4
CUST01951,1,185.38,185.38,5,0.22,2,180,158,0.021,257.11,Need Attention,1
CUST01952,6,97.17,583.02,2,0.73,1,30,1,0.032,1222.79,Potential Loyalists,3
CUST01953,4,50.01,200.04,4,0.38,1,45,11,0.064,249.65,Need Attention,1
CUST01954,4,52.02,208.08,1,0.44,1,45,3,0.004,224.52,Need Attention,1
CUST01955,5,61.51,307.55,1,0.64,2,36,33,0.21,506.18,Promising,2
CUST01956,4,170.86,683.44,22,0.6,3,45,28,0.061,1818.29,Potential Loyalists,3
CUST01957,2,220.88,441.76,6,0.14,3,90,39,0.036,638.78,Promising,2
CUST01958,19,91.35,1735.65,27,0.41,4,9,18,0.004,7347.01,Champions,5
CUST01959,13,35.79,465.27,17,0.25,2,13,24,0.024,1551.52,Potential Loyalists,3
CUST01960,12,68.92,827.04,9,0.73,1,15,20,0.047,2167.47,Potential Loyalists,3
CUST01961,17,51.33,872.61,4,0.5,4,10,17,0.001,2034.05,Potential Loyalists,3
CUST01962,10,137.59,1375.9,5,0.79,2,18,28,0.051,3155.51,Loyal Customers,4
CUST01963,9,108.24,974.16,9,0.63,1,20,8,0.024,2614.65,Loyal Customers,4
CUST01964,4,74.06,296.24,6,0.52,1,45,37,0.111,395.04,Need Attention,1
CUST01965,8,106.84,854.72,3,0.77,1,22,16,0.002,1919.27,Potential Loyalists,3
CUST01966,9,85.63,770.67,1,0.89,1,20,20,0.035,1549.37,Potential Loyalists,3
CUST01967,4,76.69,306.76,48,0.23,1,45,16,0.039,1473.98,Potential Loyalists,3
CUST01968,1,110.36,110.36,1,0.11,4,180,13,0.063,112.02,Need Attention,1
CUST01969,5,119.94,599.7,9,0.69,1,36,31,0.125,1443.03,Potential Loyalists,3
CUST01970,1,226.19,226.19,3,0.25,3,180,108,0.032,273.69,Need Attention,1
CUST01971,10,57.4,574.0,3,0.55,4,18,30,0.003,1287.63,Potential Loyalists,3
CUST01972,2,464.71,929.42,6,0.57,4,90,17,0.05,1324.42,Potential Loyalists,3
CUST01973,3,37.13,111.39,10,0.27,3,60,15,0.123,179.1,Need Attention,1
CUST01974,4,57.03,228.12,2,0.54,3,45,64,0.081,244.58,Need Attention,1
CUST01975,4,58.96,235.84,64,0.33,1,45,77,0.011,1477.22,Potential Loyalists,3
CUST01976,6,37.87,227.22,12,0.86,3,30,35,0.054,644.85,Promising,2
CUST01977,1,371.12,371.12,21,0.24,1,180,5,0.003,1017.52,Potential Loyalists,3
CUST01978,2,156.22,312.44,1,0.54,5,90,162,0.011,334.75,Need Attention,1
CUST01979,1,41.86,41.86,13,0.2,3,180,132,0.077,80.49,Need Attention,1
CUST01980,8,346.17,2769.36,23,0.68,2,22,37,0.143,9295.59,Champions,5
CUST01981,3,103.4,310.2,11,0.34,3,60,31,0.109,529.74,Promising,2
CUST01982,3,349.0,1047.0,30,0.08,2,60,92,0.127,3199.11,Loyal Customers,4
CUST01983,4,171.45,685.8,1,0.13,3,45,19,0.006,738.49,Promising,2
CUST01984,7,87.38,611.66,21,0.34,1,25,19,0.007,2277.67,Potential Loyalists,3
CUST01985,4,65.0,260.0,30,0.22,2,45,55,0.117,803.53,Promising,2
CUST01986,21,54.89,1152.69,3,0.48,5,8,1,0.001,2590.96,Loyal Customers,4
CUST01987,21,40.88,858.48,7,0.79,2,8,12,0.019,2175.6,Potential Loyalists,3
CUST01988,12,155.65,1867.8,23,0.19,1,15,8,0.027,7118.03,Champions,5
CUST01989,4,213.7,854.8,112,0.16,2,45,74,0.054,8355.95,Champions,5
CUST01990,8,40.4,323.2,31,0.6,2,22,27,0.078,1365.79,Potential Loyalists,3
CUST01991,4,117.42,469.68,18,0.45,2,45,24,0.109,1046.21,Potential Loyalists,3
CUST01992,15,218.07,3271.05,6,0.63,2,12,22,0.04,7850.52,Champions,5
CUST01993,8,59.1,472.8,8,0.6,4,22,43,0.003,1257.02,Potential Loyalists,3
CUST01994,1,104.4,104.4,15,0.07,1,180,22,0.052,222.69,Need Attention,1
CUST01995,1,54.09,54.09,5,0.56,3,180,135,0.03,74.33,Need Attention,1
CUST01996,3,136.49,409.47,3,0.11,1,60,47,0.094,463.72,Need Attention,1
CUST01997,6,65.7,394.2,15,0.91,4,30,5,0.015,1261.93,Potential Loyalists,3
CUST01998,6,83.65,501.9,26,0.63,4,30,34,0.044,1999.23,Potential Loyalists,3
CUST01999,3,91.79,275.37,3,0.37,1,60,70,0.004,342.84,Need Attention,1
CUST02000,2,55.08,110.16,18,0.2,3,90,130,0.047,262.46,Need Attention,1
CUST02001,8,172.62,1380.96,6,0.69,1,22,33,0.016,3397.16,Loyal Customers,4
CUST02002,6,99.65,597.9,32,0.19,3,30,36,0.021,2731.61,Loyal Customers,4
CUST02003,9,159.42,1434.78,13,0.72,1,20,2,0.167,3685.11,Loyal Customers,4
CUST02004,5,75.74,378.7,24,0.91,2,36,50,0.062,1420.88,Potential Loyalists,3
CUST02005,6,123.2,739.2,8,0.73,5,30,56,0.067,1839.13,Potential Loyalists,3
CUST02006,5,173.12,865.6,25,0.53,3,36,61,0.001,3531.0,Loyal Customers,4
CUST02007,3,40.97,122.91,14,0.39,4,60,6,0.101,239.41,Need Attention,1
CUST02008,1,88.81,88.81,5,0.54,2,180,163,0.021,123.17,Need Attention,1
CUST02009,39,37.76,1472.64,2,0.55,3,5,7,0.043,3053.52,Loyal Customers,4
CUST02010,1,136.21,136.21,20,0.35,4,180,96,0.004,361.77,Need Attention,1
CUST02011,6,94.74,568.44,2,0.4,1,30,17,0.096,1113.38,Potential Loyalists,3
CUST02012,3,49.1,147.3,17,0.21,3,60,96,0.035,343.52,Need Attention,1
CUST02013,3,40.81,122.43,21,0.26,5,60,3,0.024,328.6,Need Attention,1
CUST02014,8,76.16,609.28,33,0.94,1,22,23,0.197,2323.95,Potential Loyalists,3
CUST02015,16,34.22,547.52,10,0.8,1,11,3,0.096,1402.38,Potential Loyalists,3
CUST02016,2,34.63,69.26,38,0.39,3,90,89,0.022,282.23,Need Attention,1
CUST02017,5,163.63,818.15,53,0.65,3,36,31,0.044,5018.8,Champions,5
CUST02018,3,77.43,232.29,36,0.55,1,60,94,0.025,905.93,Promising,2
CUST02019,1,68.92,68.92,1,0.56,1,180,169,0.02,73.17,Need Attention,1
CUST02020,4,85.58,342.32,9,0.31,2,45,81,0.004,596.66,Promising,2
CUST02021,3,105.32,315.96,52,0.17,2,60,14,0.003,1680.06,Potential Loyalists,3
CUST02022,1,153.13,153.13,3,0.43,2,180,149,0.04,183.76,Need Attention,1
CUST02023,4,252.91,1011.64,6,0.19,1,45,43,0.008,1505.32,Potential Loyalists,3
CUST02024,16,51.78,828.48,16,0.07,5,11,5,0.085,2526.86,Loyal Customers,4
CUST02025,1,157.07,157.07,9,0.17,1,180,12,0.084,251.78,Need Attention,1
CUST02026,6,52.28,313.68,9,0.73,2,30,23,0.188,700.45,Promising,2
CUST02027,7,58.32,408.24,1,0.53,3,25,35,0.113,754.39,Promising,2
CUST02028,3,50.07,150.21,2,0.64,2,60,44,0.08,161.23,Need Attention,1
CUST02029,4,54.17,216.68,4,0.18,3,45,83,0.002,288.33,Need Attention,1
CUST02030,15,352.71,5290.65,19,0.79,1,12,6,0.01,18768.58,Champions,5
CUST02031,1,71.47,71.47,2,0.5,1,180,176,0.246,62.87,Need Attention,1
CUST02032,5,88.91,444.55,38,0.2,2,36,60,0.047,2188.89,Potential Loyalists,3
CUST02033,1,78.57,78.57,4,0.25,5,180,179,0.01,103.71,Need Attention,1
CUST02034,10,121.16,1211.6,5,0.22,3,18,31,0.017,2878.26,Loyal Customers,4
CUST02035,3,34.8,104.4,2,0.3,4,60,81,0.002,121.56,Need Attention,1
CUST02036,13,216.37,2812.81,3,0.48,1,13,6,0.153,5360.51,Champions,5
CUST02037,4,42.36,169.44,2,0.09,4,45,18,0.023,193.13,Need Attention,1
CUST02038,5,106.89,534.45,3,0.54,2,36,9,0.065,1124.35,Potential Loyalists,3
CUST02039,2,108.01,216.02,44,0.47,3,90,118,0.033,974.83,Promising,2
CUST02040,2,78.48,156.96,1,0.32,1,90,10,0.047,162.05,Need Attention,1
CUST02041,2,96.86,193.72,30,0.49,5,90,76,0.018,665.82,Promising,2
CUST02042,1,64.54,64.54,36,0.49,4,180,52,0.005,256.87,Need Attention,1
CUST02043,3,73.01,219.03,12,0.47,4,60,6,0.088,399.51,Need Attention,1
CUST02044,2,185.53,371.06,94,0.28,2,90,52,0.041,3143.31,Loyal Customers,4
CUST02045,2,71.93,143.86,11,0.15,4,90,11,0.023,269.39,Need Attention,1
CUST02046,1,41.03,41.03,3,0.32,3,180,81,0.006,50.98,Need Attention,1
CUST02047,5,155.29,776.45,9,0.47,1,36,40,0.05,2028.48,Potential Loyalists,3
CUST02048,1,28.97,28.97,11,0.37,3,180,132,0.035,53.58,Need Attention,1
CUST02049,8,342.46,2739.68,6,0.32,4,22,26,0.003,6828.65,Champions,5
CUST02050,7,225.41,1577.87,5,0.62,4,25,35,0.085,3489.07,Loyal Customers,4
CUST02051,3,160.18,480.54,5,0.23,4,60,61,0.028,661.7,Promising,2
CUST02052,1,47.56,47.56,18,0.3,1,180,65,0.112,105.58,Need Attention,1
CUST02053,2,166.99,333.98,3,0.06,3,90,10,0.078,384.91,Need Attention,1
CUST02054,1,82.14,82.14,36,0.21,1,180,166,0.046,313.45,Need Attention,1
CUST02055,4,35.2,140.8,9,0.28,1,45,25,0.006,244.92,Need Attention,1
CUST02056,3,33.25,99.75,20,0.22,2,60,37,0.065,248.71,Need Attention,1
CUST02057,3,61.22,183.66,1,0.1,3,60,46,0.048,189.41,Need Attention,1
CUST02058,5,33.49,167.45,8,0.67,1,36,7,0.025,435.37,Need Attention,1
CUST02059,2,25.37,50.74,32,0.42,1,90,168,0.042,178.23,Need Attention,1
CUST02060,5,93.23,466.15,7,0.25,3,36,43,0.14,1035.63,Potential Loyalists,3
CUST02061,5,125.96,629.8,15,0.52,5,36,35,0.038,1969.07,Potential Loyalists,3
CUST02062,8,90.85,726.8,2,0.53,2,22,8,0.006,1565.28,Potential Loyalists,3
CUST02063,8,35.92,287.36,20,0.45,1,22,24,0.008,1045.22,Potential Loyalists,3
CUST02064,2,51.62,103.24,2,0.62,1,90,112,0.003,120.09,Need Attention,1
CUST02065,2,174.91,349.82,29,0.2,3,90,103,0.075,1105.58,Potential Loyalists,3
CUST02066,1,70.2,70.2,15,0.34,2,180,113,0.041,151.47,Need Attention,1
CUST02067,1,67.19,67.19,6,0.21,2,180,99,0.055,95.24,Need Attention,1
CUST02068,1,53.5,53.5,7,0.4,1,180,87,0.06,79.63,Need Attention,1
CUST02069,8,159.75,1278.0,11,0.21,1,22,12,0.045,3559.76,Loyal Customers,4
CUST02070,1,116.16,116.16,8,0.43,1,180,128,0.087,176.76,Need Attention,1
CUST02071,8,100.71,805.68,3,0.55,2,22,32,0.033,1752.96,Potential Loyalists,3
CUST02072,7,51.92,363.44,6,0.91,2,25,24,0.079,836.82,Promising,2
CUST02073,19,47.47,901.93,3,0.69,1,9,17,0.069,1889.32,Potential Loyalists,3
CUST02074,8,36.45,291.6,7,0.56,5,22,18,0.053,713.38,Promising,2
CUST02075,4,88.13,352.52,12,0.06,3,45,11,0.036,679.66,Promising,2
CUST02076,5,31.86,159.3,12,0.61,2,36,55,0.03,463.56,Need Attention,1
CUST02077,2,21.5,43.0,1,0.13,3,90,21,0.105,41.69,Need Attention,1
CUST02078,12,167.47,2009.64,69,0.73,2,15,14,0.103,13970.51,Champions,5
CUST02079,2,73.18,146.36,4,0.53,4,90,155,0.008,193.59,Need Attention,1
CUST02080,1,50.32,50.32,7,0.6,2,180,47,0.023,77.84,Need Attention,1
CUST02081,4,60.15,240.6,12,0.22,4,45,70,0.1,433.08,Need Attention,1
CUST02082,2,64.02,128.04,35,0.5,1,90,76,0.002,500.49,Promising,2
CUST02083,2,29.18,58.36,45,0.19,1,90,83,0.021,271.39,Need Attention,1
CUST02084,3,64.1,192.3,2,0.14,5,60,14,0.004,223.45,Need Attention,1
CUST02085,5,234.86,1174.3,3,0.78,1,36,11,0.187,2148.09,Potential Loyalists,3
CUST02086,18,66.47,1196.46,3,0.37,2,10,11,0.028,2616.66,Loyal Customers,4
CUST02087,16,22.51,360.16,12,0.46,1,11,22,0.236,825.49,Promising,2
CUST02088,2,78.38,156.76,9,0.31,2,90,76,0.039,263.63,Need Attention,1
CUST02089,1,53.93,53.93,1,0.19,2,180,79,0.036,56.32,Need Attention,1
CUST02090,13,49.68,645.84,2,0.7,4,13,15,0.005,1392.32,Potential Loyalists,3
CUST02091,2,102.98,205.96,3,0.21,2,90,155,0.015,253.59,Need Attention,1
CUST02092,2,34.05,68.1,12,0.37,3,90,110,0.106,121.76,Need Attention,1
CUST02093,2,108.2,216.4,15,0.08,3,90,43,0.033,470.83,Need Attention,1
CUST02094,5,58.0,290.0,13,0.68,2,36,57,0.065,836.05,Promising,2
CUST02095,13,90.48,1176.24,9,0.28,3,13,12,0.023,3160.26,Loyal Customers,4
CUST02096,6,60.81,364.86,11,0.44,1,30,29,0.03,1032.25,Potential Loyalists,3
CUST02097,2,83.79,167.58,46,0.33,4,90,11,0.013,799.44,Promising,2
CUST02098,9,154.72,1392.48,7,0.59,4,20,23,0.007,3572.06,Loyal Customers,4
CUST02099,3,87.13,261.39,10,0.17,3,60,79,0.009,474.9,Need Attention,1
CUST02100,10,108.51,1085.1,35,0.58,1,18,28,0.18,4374.76,Loyal Customers,4
CUST02101,12,57.36,688.32,48,0.66,2,15,9,0.06,3882.12,Loyal Customers,4
CUST02102,4,97.92,391.68,22,0.41,4,45,82,0.032,1074.25,Potential Loyalists,3
CUST02103,7,87.56,612.92,18,0.85,3,25,4,0.059,2018.65,Potential Loyalists,3
CUST02104,43,183.93,7908.99,9,0.29,4,5,2,0.005,21640.97,Champions,5
CUST02105,5,77.78,388.9,12,0.41,3,36,52,0.222,907.69,Promising,2
CUST02106,3,65.8,197.4,13,0.24,1,60,47,0.079,378.76,Need Attention,1
CUST02107,7,54.02,378.14,15,0.4,2,25,33,0.082,1128.18,Potential Loyalists,3
CUST02108,1,89.54,89.54,6,0.36,2,180,174,0.055,126.92,Need Attention,1
CUST02109,2,22.72,45.44,12,0.47,1,90,41,0.06,85.43,Need Attention,1
CUST02110,4,74.81,299.24,2,0.07,2,45,4,0.023,341.08,Need Attention,1
CUST02111,2,115.23,230.46,1,0.26,2,90,37,0.035,240.93,Need Attention,1
CUST02112,6,94.55,567.3,3,0.79,5,30,55,0.036,1230.47,Potential Loyalists,3
CUST02113,11,194.33,2137.63,8,0.33,5,16,29,0.017,5603.44,Champions,5
CUST02114,15,22.45,336.75,2,0.27,3,12,2,0.032,706.28,Promising,2
CUST02115,11,82.52,907.72,6,0.78,3,16,9,0.026,2210.3,Potential Loyalists,3
CUST02116,5,123.05,615.25,11,0.49,3,36,9,0.03,1740.64,Potential Loyalists,3
CUST02117,4,65.04,260.16,6,0.19,3,45,31,0.006,387.9,Need Attention,1
CUST02118,3,61.66,184.98,3,0.21,5,60,100,0.031,224.06,Need Attention,1
CUST02119,2,88.24,176.48,31,0.61,3,90,166,0.016,622.27,Promising,2
CUST02120,17,39.83,677.11,5,0.56,1,10,12,0.011,1618.35,Potential Loyalists,3
CUST02121,3,126.02,378.06,8,0.08,2,60,47,0.087,575.28,Promising,2
CUST02122,12,42.57,510.84,14,0.7,3,15,13,0.067,1509.28,Potential Loyalists,3
CUST02123,6,41.07,246.42,49,0.56,1,30,37,0.035,1446.59,Potential Loyalists,3
CUST02124,16,181.19,2899.04,15,0.41,2,11,2,0.07,8762.35,Champions,5
CUST02125,2,184.17,368.34,19,0.18,3,90,155,0.029,923.95,Promising,2
CUST02126,5,100.65,503.25,61,0.69,4,36,20,0.051,3382.89,Loyal Customers,4
CUST02127,2,54.9,109.8,9,0.08,3,90,174,0.098,173.32,Need Attention,1
CUST02128,2,93.97,187.94,11,0.2,1,90,116,0.011,356.26,Need Attention,1
CUST02129,2,135.99,271.98,13,0.22,4,90,95,0.032,548.49,Promising,2
CUST02130,1,76.04,76.04,9,0.55,4,180,96,0.119,117.23,Need Attention,1
CUST02131,13,59.17,769.21,13,0.2,5,13,15,0.017,2331.41,Potential Loyalists,3
CUST02132,5,69.94,349.7,7,0.56,4,36,10,0.052,856.42,Promising,2
CUST02133,3,26.33,78.99,6,0.38,1,60,74,0.095,107.23,Need Attention,1
CUST02134,5,122.68,613.4,5,0.34,3,36,18,0.137,1279.3,Potential Loyalists,3
CUST02135,3,170.65,511.95,3,0.27,2,60,68,0.037,616.26,Promising,2
CUST02136,1,59.44,59.44,67,0.22,3,180,94,0.003,390.14,Need Attention,1
CUST02137,4,79.6,318.4,3,0.01,2,45,51,0.019,390.44,Need Attention,1
CUST02138,3,384.97,1154.91,14,0.57,1,60,41,0.049,2379.69,Potential Loyalists,3
CUST02139,4,68.88,275.52,13,0.27,1,45,84,0.105,513.73,Promising,2
CUST02140,7,128.18,897.26,13,0.99,4,25,18,0.026,2694.62,Loyal Customers,4
CUST02141,1,57.24,57.24,12,0.21,3,180,64,0.122,100.51,Need Attention,1
CUST02142,3,135.3,405.9,2,0.29,3,60,15,0.038,455.56,Need Attention,1
CUST02143,12,131.87,1582.44,29,0.48,2,15,1,0.031,6772.45,Champions,5
CUST02144,1,26.38,26.38,79,0.28,3,180,48,0.003,199.45,Need Attention,1
CUST02145,1,209.04,209.04,11,0.32,2,180,128,0.098,361.4,Need Attention,1
CUST02146,5,226.98,1134.9,44,0.49,3,36,67,0.055,6077.39,Champions,5
CUST02147,3,78.72,236.16,4,0.27,4,60,50,0.035,303.86,Need Attention,1
CUST02148,2,35.82,71.64,1,0.48,2,90,144,0.004,77.3,Need Attention,1
CUST02149,3,90.12,270.36,18,0.18,1,60,16,0.027,657.65,Promising,2
CUST02150,5,75.12,375.6,2,0.43,1,36,34,0.001,812.99,Promising,2
CUST02151,3,86.93,260.79,6,0.16,1,60,100,0.0,391.19,Need Attention,1
CUST02152,5,49.71,248.55,37,0.66,1,36,34,0.103,1133.33,Potential Loyalists,3
CUST02153,4,66.43,265.72,3,0.04,1,45,58,0.032,321.52,Need Attention,1
CUST02154,8,47.91,383.28,6,0.46,3,22,14,0.026,933.29,Promising,2
CUST02155,2,90.92,181.84,23,0.2,3,90,157,0.016,521.88,Promising,2
CUST02156,11,170.94,1880.34,12,0.38,4,16,19,0.11,5020.51,Champions,5
CUST02157,7,156.11,1092.77,2,0.89,2,25,45,0.058,2230.34,Potential Loyalists,3
CUST02158,15,90.03,1350.45,9,0.41,2,12,16,0.087,3390.64,Loyal Customers,4
CUST02159,4,39.54,158.16,10,0.5,2,45,26,0.019,284.45,Need Attention,1
CUST02160,11,155.15,1706.65,14,0.76,1,16,8,0.006,5371.97,Champions,5
CUST02161,5,257.73,1288.65,10,0.58,2,36,18,0.003,3640.22,Loyal Customers,4
CUST02162,3,59.38,178.14,6,0.41,4,60,110,0.002,266.68,Need Attention,1
CUST02163,1,309.66,309.66,6,0.11,4,180,19,0.029,451.02,Need Attention,1
CUST02164,4,154.13,616.52,2,0.29,1,45,58,0.017,707.05,Promising,2
CUST02165,4,67.47,269.88,40,0.27,5,45,23,0.006,1162.46,Potential Loyalists,3
CUST02166,5,27.24,136.2,3,0.42,2,36,57,0.044,292.97,Need Attention,1
CUST02167,3,99.55,298.65,22,0.14,2,60,12,0.155,715.02,Promising,2
CUST02168,1,248.98,248.98,6,0.37,4,180,175,0.052,354.05,Need Attention,1
CUST02169,4,218.94,875.76,1,0.36,3,45,41,0.055,896.56,Promising,2
