customer_id,plan_type,subscription_start_date,months_subscribed,monthly_login_frequency,feature_usage_score,support_tickets_30d,payment_failures,previous_renewal_count,renewal_probability_score,did_renew
CUST02051,Pro,2023-01-13,23,3,0.12,1,0,1,0.74,1
CUST02052,Pro,2024-06-19,14,8,0.04,1,0,1,0.74,1
CUST02053,Basic,2023-04-26,14,6,0.4,0,2,1,0.56,0
CUST02054,Enterprise,2023-06-03,5,18,0.07,1,0,0,0.92,1
CUST02055,Pro,2024-08-03,19,6,0.02,0,0,1,0.74,1
CUST02056,Enterprise,2024-08-19,4,4,0.46,2,1,0,0.64,0
CUST02057,Enterprise,2023-04-19,19,10,0.82,0,0,1,0.95,1
CUST02058,Pro,2023-04-14,10,7,0.59,1,0,0,0.82,0
CUST02059,Basic,2024-07-02,12,5,0.14,1,0,1,0.66,1
CUST02060,Basic,2024-02-25,9,6,0.07,1,0,0,0.66,1
CUST02061,Pro,2024-01-28,21,7,0.28,4,1,1,0.58,1
CUST02062,Enterprise,2024-05-12,19,13,0.72,0,0,1,0.95,0
CUST02063,Pro,2024-04-29,2,10,0.45,0,0,0,0.86,1
CUST02064,Pro,2023-06-26,9,7,0.35,0,0,0,0.74,1
CUST02065,Basic,2024-02-17,5,5,0.43,0,0,0,0.66,1
CUST02066,Enterprise,2024-02-16,2,14,0.41,1,0,0,0.92,1
CUST02067,Basic,2024-02-10,11,6,0.12,2,1,0,0.5,0
CUST02068,Basic,2023-09-01,2,6,0.8,0,0,0,0.74,1
CUST02069,Basic,2024-05-01,9,3,0.16,1,0,0,0.66,1
CUST02070,Basic,2024-01-17,1,6,0.39,0,0,0,0.66,1
CUST02071,Basic,2023-12-12,10,4,0.06,2,0,0,0.6,0
CUST02072,Basic,2023-11-15,9,2,0.38,1,2,0,0.56,1
CUST02073,Basic,2024-05-18,23,2,0.29,5,0,1,0.6,1
CUST02074,Pro,2023-04-11,8,10,0.68,1,1,0,0.84,1
CUST02075,Basic,2023-05-18,10,6,0.1,0,0,0,0.66,1
CUST02076,Basic,2024-03-29,11,4,0.18,3,1,0,0.5,1
CUST02077,Basic,2023-10-03,24,4,0.06,0,0,2,0.71,1
CUST02078,Pro,2024-03-02,20,14,0.54,1,0,1,0.94,1
CUST02079,Pro,2023-04-02,7,8,0.28,2,0,0,0.68,0
CUST02080,Pro,2024-03-28,7,6,0.25,0,0,0,0.74,0
CUST02081,Basic,2024-02-21,24,5,0.18,0,0,2,0.71,1
CUST02082,Pro,2024-05-11,17,9,0.13,1,0,1,0.74,1
CUST02083,Pro,2024-01-18,2,7,0.31,0,0,0,0.74,1
CUST02084,Basic,2024-06-11,6,8,0.51,0,0,0,0.74,1
CUST02085,Basic,2023-03-09,10,7,0.33,0,0,0,0.66,0
CUST02086,Basic,2024-06-02,13,2,0.19,1,2,1,0.56,0
CUST02087,Basic,2023-05-19,17,5,0.33,0,0,1,0.66,1
CUST02088,Pro,2024-08-05,1,9,0.22,1,0,0,0.74,1
CUST02089,Enterprise,2023-06-27,7,10,0.64,0,0,0,0.95,1
CUST02090,Basic,2023-07-25,2,1,0.01,1,0,0,0.66,1
CUST02091,Enterprise,2023-09-13,2,10,0.49,0,2,0,0.82,1
CUST02092,Pro,2024-04-12,2,10,0.37,2,0,0,0.8,1
CUST02093,Pro,2024-01-05,23,8,0.78,0,0,1,0.82,1
CUST02094,Basic,2023-07-23,9,3,0.38,0,0,0,0.66,1
CUST02095,Basic,2024-01-13,15,1,0.33,4,0,1,0.6,1
CUST02096,Enterprise,2024-06-01,13,10,0.55,0,1,1,0.9,1
CUST02097,Pro,2023-05-07,22,4,0.08,0,0,1,0.74,0
CUST02098,Basic,2023-02-01,8,6,0.26,1,0,0,0.66,0
CUST02099,Basic,2024-01-17,16,0,0.18,1,1,1,0.56,1
CUST02100,Basic,2024-04-01,6,3,0.16,0,0,0,0.66,1
CUST02101,Enterprise,2024-04-30,19,11,0.57,0,0,1,0.95,1
CUST02102,Basic,2024-07-18,12,4,0.34,0,2,1,0.56,1
CUST02103,Pro,2023-12-19,6,11,0.21,2,0,0,0.8,0
CUST02104,Basic,2023-09-22,24,5,0.46,0,0,2,0.71,1
CUST02105,Pro,2023-04-03,10,8,0.17,1,0,0,0.74,0
CUST02106,Pro,2023-01-29,13,6,0.51,0,0,1,0.82,1
CUST02107,Basic,2023-02-20,6,6,0.45,1,0,0,0.66,1
CUST02108,Pro,2024-08-08,7,10,0.29,2,0,0,0.8,1
CUST02109,Enterprise,2023-08-15,21,8,0.26,3,0,1,0.74,0
CUST02110,Basic,2023-08-19,22,5,0.33,0,0,1,0.66,1
CUST02111,Basic,2023-07-31,9,5,0.0,1,0,0,0.66,1
CUST02112,Basic,2024-02-24,17,4,0.13,0,0,1,0.66,1
CUST02113,Enterprise,2023-01-21,22,19,0.18,1,0,1,0.92,0
CUST02114,Basic,2023-01-10,16,4,0.5,0,0,1,0.74,1
CUST02115,Basic,2023-05-16,21,2,0.09,1,0,1,0.66,0
CUST02116,Enterprise,2023-06-27,20,14,0.49,3,0,1,0.86,1
CUST02117,Basic,2023-01-09,8,4,0.15,1,0,0,0.66,0
CUST02118,Basic,2023-09-16,20,4,0.75,1,0,1,0.74,1
CUST02119,Pro,2023-11-09,23,8,0.23,3,1,1,0.58,0
CUST02120,Enterprise,2023-10-09,14,16,0.77,0,0,1,0.95,1
CUST02121,Pro,2024-01-21,12,4,0.05,2,0,1,0.68,1
CUST02122,Pro,2024-04-15,9,5,0.18,0,1,0,0.64,1
CUST02123,Pro,2023-08-12,15,9,0.73,0,1,1,0.72,1
CUST02124,Basic,2023-11-06,22,9,0.16,1,0,1,0.66,1
CUST02125,Pro,2024-06-17,20,4,0.22,2,0,1,0.68,1
CUST02126,Enterprise,2024-02-11,19,6,0.68,0,0,1,0.88,1
CUST02127,Basic,2023-04-15,1,7,0.08,1,0,0,0.66,1
CUST02128,Basic,2024-06-07,22,3,0.46,0,1,1,0.56,0
CUST02129,Basic,2024-01-19,18,4,0.3,0,0,1,0.66,1
CUST02130,Basic,2023-10-17,10,2,0.59,0,0,0,0.74,1
CUST02131,Enterprise,2023-04-21,16,10,0.19,2,0,1,0.86,1
CUST02132,Basic,2023-03-07,11,7,0.12,3,0,0,0.6,1
CUST02133,Pro,2023-10-11,21,3,0.19,1,0,1,0.74,0
CUST02134,Pro,2023-11-29,9,8,0.61,1,0,0,0.82,1
CUST02135,Enterprise,2023-09-25,21,11,0.57,0,0,1,0.95,1
CUST02136,Basic,2023-11-02,7,5,0.37,0,1,0,0.56,0
CUST02137,Basic,2023-06-03,17,4,0.4,1,0,1,0.66,1
CUST02138,Basic,2023-09-04,2,5,0.78,0,1,0,0.64,0
CUST02139,Basic,2024-02-18,22,1,0.14,2,0,1,0.6,0
CUST02140,Basic,2023-11-24,22,1,0.27,0,1,1,0.56,0
CUST02141,Pro,2023-05-24,24,7,0.19,2,0,2,0.73,1
CUST02142,Basic,2023-01-27,21,7,0.57,0,0,1,0.74,1
CUST02143,Enterprise,2024-05-24,10,14,0.65,2,0,0,0.94,1
CUST02144,Basic,2023-09-23,14,5,0.08,1,1,1,0.56,0
CUST02145,Enterprise,2024-02-19,13,17,0.22,1,0,1,0.92,1
CUST02146,Basic,2023-02-06,19,1,0.33,1,0,1,0.66,1
CUST02147,Pro,2024-08-08,7,7,0.02,4,1,0,0.58,1
CUST02148,Basic,2023-12-18,24,4,0.33,1,2,2,0.61,1
CUST02149,Enterprise,2023-08-16,22,11,0.41,0,0,1,0.92,1
CUST02150,Basic,2024-07-01,21,3,0.4,2,0,1,0.6,0
CUST02151,Enterprise,2024-05-02,22,7,0.9,0,0,1,0.88,0
CUST02152,Pro,2024-01-03,17,11,0.38,0,0,1,0.86,1
CUST02153,Basic,2023-11-04,6,5,0.0,2,0,0,0.6,1
CUST02154,Basic,2024-07-25,6,4,0.13,1,1,0,0.56,1
CUST02155,Basic,2023-10-28,4,3,0.55,1,0,0,0.74,1
CUST02156,Pro,2024-04-27,5,6,0.11,1,0,0,0.74,1
CUST02157,Basic,2023-09-22,24,3,0.32,0,0,2,0.71,0
CUST02158,Pro,2024-07-26,6,11,0.05,3,0,0,0.8,1
CUST02159,Enterprise,2023-12-10,21,18,0.21,0,0,1,0.92,1
CUST02160,Basic,2023-04-02,8,4,0.01,2,0,0,0.6,1
CUST02161,Enterprise,2023-12-30,8,22,0.32,0,1,0,0.82,1
CUST02162,Basic,2023-11-11,14,1,0.1,1,1,1,0.56,1
CUST02163,Basic,2023-12-06,12,5,0.65,2,0,1,0.68,0
CUST02164,Pro,2023-09-24,19,9,0.24,1,0,1,0.74,0
CUST02165,Basic,2023-10-29,15,4,0.41,0,0,1,0.66,1
CUST02166,Basic,2023-05-01,16,2,0.1,2,0,1,0.6,0
CUST02167,Pro,2023-02-24,21,9,0.51,0,0,1,0.82,1
CUST02168,Basic,2024-08-20,19,6,0.37,0,1,1,0.56,1
CUST02169,Basic,2023-03-14,16,5,0.21,0,0,1,0.66,1
CUST02170,Pro,2023-07-19,17,10,0.67,0,2,1,0.84,1
CUST02171,Basic,2023-05-03,22,3,0.33,0,0,1,0.66,1
CUST02172,Pro,2024-01-26,17,7,0.52,1,1,1,0.72,1
CUST02173,Basic,2023-11-02,14,3,0.67,0,0,1,0.74,1
CUST02174,Enterprise,2023-02-25,5,11,0.65,1,1,0,0.9,1
CUST02175,Enterprise,2023-05-21,7,14,0.22,0,2,0,0.82,0
CUST02176,Enterprise,2023-12-17,14,15,0.21,3,2,1,0.76,1
CUST02177,Pro,2024-08-06,15,8,0.35,0,1,1,0.64,1
CUST02178,Basic,2023-05-27,11,3,0.04,1,0,0,0.66,1
CUST02179,Enterprise,2023-07-04,3,16,0.31,0,0,0,0.92,1
CUST02180,Pro,2024-05-14,11,10,0.3,0,0,0,0.86,1
CUST02181,Basic,2023-07-01,11,1,0.05,5,0,0,0.6,0
CUST02182,Basic,2023-03-01,1,3,0.13,0,0,0,0.66,0
CUST02183,Basic,2024-04-07,9,2,0.03,0,0,0,0.66,0
CUST02184,Pro,2023-08-03,6,7,0.52,0,0,0,0.82,1
CUST02185,Basic,2024-08-13,6,7,0.24,3,0,0,0.6,1
CUST02186,Enterprise,2024-05-16,3,8,0.74,1,1,0,0.78,1
CUST02187,Pro,2023-05-13,20,11,0.63,1,0,1,0.94,1
CUST02188,Pro,2024-03-20,21,15,0.07,0,1,1,0.76,1
CUST02189,Pro,2024-03-15,13,9,0.85,0,0,1,0.82,1
CUST02190,Enterprise,2024-03-15,16,9,0.22,0,0,1,0.8,0
CUST02191,Basic,2024-01-28,1,5,0.37,0,0,0,0.66,1
CUST02192,Basic,2023-02-08,18,5,0.21,1,0,1,0.66,1
CUST02193,Basic,2023-07-24,24,5,0.21,3,0,2,0.65,1
CUST02194,Pro,2024-01-18,1,8,0.4,0,0,0,0.74,1
CUST02195,Basic,2023-11-26,17,3,0.02,0,0,1,0.66,1
CUST02196,Pro,2023-07-15,1,7,0.58,0,0,0,0.82,1
CUST02197,Basic,2023-01-05,21,4,0.35,1,0,1,0.66,1
CUST02198,Enterprise,2023-09-12,8,10,0.59,2,0,0,0.94,1
CUST02199,Pro,2023-12-19,10,7,0.8,1,0,0,0.82,1
CUST02200,Pro,2023-05-13,4,1,0.58,0,0,0,0.82,1
CUST02201,Enterprise,2024-01-28,17,10,0.06,2,0,1,0.86,1
CUST02202,Basic,2023-11-10,6,2,0.43,0,0,0,0.66,0
CUST02203,Basic,2023-03-08,2,1,0.49,0,2,0,0.56,0
CUST02204,Pro,2023-11-02,10,8,0.23,0,0,0,0.74,0
CUST02205,Basic,2024-04-11,24,5,0.22,3,0,2,0.65,1
CUST02206,Pro,2024-06-16,20,4,0.2,0,0,1,0.74,1
CUST02207,Basic,2024-06-20,11,4,0.36,1,0,0,0.66,1
CUST02208,Basic,2024-03-20,22,5,0.08,3,0,1,0.6,1
CUST02209,Enterprise,2023-05-18,11,10,0.13,6,0,0,0.86,1
CUST02210,Enterprise,2024-05-16,12,14,0.24,3,0,1,0.86,1
CUST02211,Enterprise,2023-07-12,6,10,0.27,4,2,0,0.76,1
CUST02212,Pro,2024-02-18,1,8,0.32,1,0,0,0.74,1
CUST02213,Pro,2023-08-22,8,7,0.15,1,1,0,0.64,1
CUST02214,Pro,2023-05-15,7,8,0.14,4,0,0,0.68,0
CUST02215,Pro,2023-01-23,19,10,0.36,2,0,1,0.8,1
CUST02216,Pro,2024-05-31,6,6,0.8,0,0,0,0.82,1
CUST02217,Basic,2023-05-07,12,6,0.18,2,0,1,0.6,0
CUST02218,Pro,2023-02-08,13,15,0.12,2,0,1,0.8,1
CUST02219,Enterprise,2023-09-19,18,9,0.42,0,0,1,0.8,1
CUST02220,Pro,2023-02-19,20,7,0.45,0,1,1,0.64,0
CUST02221,Basic,2023-02-19,22,0,0.06,2,0,1,0.6,1
CUST02222,Basic,2023-04-21,21,3,0.24,2,1,1,0.5,1
CUST02223,Pro,2023-01-21,2,7,0.42,1,0,0,0.74,1
CUST02224,Pro,2023-04-29,14,12,0.9,0,0,1,0.94,1
CUST02225,Pro,2024-03-30,13,8,0.29,2,1,1,0.58,0
CUST02226,Pro,2023-05-07,18,7,0.55,0,0,1,0.82,1
CUST02227,Basic,2023-09-16,16,3,0.25,0,0,1,0.66,1
CUST02228,Basic,2023-06-06,7,1,0.25,0,0,0,0.66,0
CUST02229,Enterprise,2023-01-10,10,9,0.82,0,0,0,0.88,1
CUST02230,Basic,2024-03-06,22,4,0.31,0,0,1,0.66,1
CUST02231,Enterprise,2023-04-14,22,3,0.55,0,0,1,0.88,1
CUST02232,Pro,2024-06-16,9,7,0.64,1,0,0,0.82,1
CUST02233,Basic,2023-05-21,14,5,0.23,3,0,1,0.6,1
CUST02234,Basic,2023-04-18,17,5,0.22,2,0,1,0.6,1
CUST02235,Basic,2023-05-01,10,4,0.06,3,0,0,0.6,0
CUST02236,Basic,2023-04-27,4,3,0.14,0,0,0,0.66,1
CUST02237,Enterprise,2024-05-24,7,8,0.76,0,0,0,0.88,1
CUST02238,Pro,2023-07-24,9,4,0.15,0,0,0,0.74,0
CUST02239,Pro,2024-06-19,7,3,0.43,1,0,0,0.74,0
CUST02240,Basic,2024-01-02,23,3,0.56,0,2,1,0.64,1
CUST02241,Basic,2024-02-24,10,4,0.05,1,0,0,0.66,1
CUST02242,Basic,2023-06-14,2,2,0.46,0,0,0,0.66,0
CUST02243,Basic,2024-07-15,16,2,0.43,0,0,1,0.66,1
CUST02244,Basic,2023-08-01,23,4,0.04,0,0,1,0.66,1
CUST02245,Pro,2024-05-07,11,11,0.84,1,0,0,0.94,1
CUST02246,Pro,2023-08-29,1,7,0.56,0,0,0,0.82,0
CUST02247,Basic,2023-01-14,22,2,0.29,0,0,1,0.66,0
CUST02248,Basic,2023-04-02,4,4,0.33,0,0,0,0.66,0
CUST02249,Pro,2024-08-10,22,8,0.86,0,0,1,0.82,1
CUST02250,Pro,2024-05-20,5,9,0.38,0,0,0,0.74,0
CUST02251,Pro,2023-04-03,17,10,0.46,0,1,1,0.76,1
CUST02252,Pro,2023-03-18,24,11,0.48,1,1,2,0.81,1
CUST02253,Basic,2023-04-14,9,3,0.04,3,0,0,0.6,1
CUST02254,Pro,2023-08-25,15,8,0.05,0,0,1,0.74,0
CUST02255,Enterprise,2023-10-31,9,7,0.85,0,0,0,0.88,1
CUST02256,Enterprise,2024-04-20,2,7,0.1,3,0,0,0.74,0
CUST02257,Pro,2023-04-13,6,9,0.22,4,0,0,0.68,1
CUST02258,Pro,2023-02-10,10,7,0.72,0,0,0,0.82,1
CUST02259,Pro,2024-01-04,22,7,0.09,4,1,1,0.58,0
CUST02260,Basic,2023-11-17,14,5,0.35,2,0,1,0.6,0
CUST02261,Enterprise,2023-04-29,4,8,0.59,0,0,0,0.88,0
CUST02262,Basic,2023-02-16,1,4,0.08,4,0,0,0.6,0
CUST02263,Pro,2023-05-22,22,9,0.3,0,1,1,0.64,1
CUST02264,Pro,2023-06-24,11,9,0.4,0,0,0,0.74,1
CUST02265,Basic,2024-01-02,15,2,0.21,0,1,1,0.56,0
CUST02266,Enterprise,2023-10-02,24,10,0.52,0,0,2,0.95,1
CUST02267,Basic,2023-04-06,12,5,0.08,1,0,1,0.66,1
CUST02268,Pro,2023-12-17,6,6,0.16,3,0,0,0.68,1
CUST02269,Enterprise,2023-04-27,13,6,0.6,0,0,1,0.88,1
CUST02270,Pro,2024-02-14,15,7,0.66,1,0,1,0.82,1
CUST02271,Basic,2023-10-06,13,5,0.04,2,0,1,0.6,1
CUST02272,Basic,2024-05-04,14,3,0.24,1,1,1,0.56,0
CUST02273,Basic,2023-06-20,4,3,0.35,1,0,0,0.66,1
CUST02274,Basic,2023-05-16,23,1,0.41,1,0,1,0.66,1
CUST02275,Enterprise,2023-03-02,6,13,0.44,0,0,0,0.92,1
CUST02276,Pro,2023-04-17,14,10,0.58,0,0,1,0.94,1
CUST02277,Basic,2024-05-09,19,3,0.1,0,0,1,0.66,1
CUST02278,Pro,2024-03-24,6,7,0.5,1,2,0,0.72,1
CUST02279,Enterprise,2024-01-24,12,6,0.4,1,1,1,0.7,1
CUST02280,Pro,2023-01-30,22,8,0.09,2,0,1,0.68,1
CUST02281,Basic,2023-05-14,16,4,0.25,1,0,1,0.66,1
CUST02282,Basic,2024-05-14,4,2,0.02,2,0,0,0.6,1
CUST02283,Basic,2024-02-26,15,4,0.35,2,0,1,0.6,1
CUST02284,Basic,2023-02-17,3,1,0.17,1,0,0,0.66,1
CUST02285,Pro,2023-09-25,21,8,0.06,1,0,1,0.74,1
CUST02286,Basic,2023-11-18,1,4,0.57,0,0,0,0.74,0
CUST02287,Basic,2024-06-21,24,7,0.49,0,0,2,0.71,1
CUST02288,Pro,2024-08-13,24,9,0.18,1,0,2,0.79,1
CUST02289,Basic,2024-08-01,8,2,0.35,1,0,0,0.66,1
CUST02290,Pro,2023-12-13,17,5,0.64,0,1,1,0.72,1
CUST02291,Basic,2024-06-19,23,7,0.17,3,0,1,0.6,1
CUST02292,Pro,2023-04-08,14,6,0.43,1,0,1,0.74,1
CUST02293,Basic,2023-09-12,16,4,0.23,4,0,1,0.6,1
CUST02294,Enterprise,2023-12-21,22,10,0.23,4,0,1,0.86,1
CUST02295,Pro,2024-01-30,5,10,0.14,0,0,0,0.86,1
CUST02296,Basic,2024-07-25,20,2,0.24,4,1,1,0.5,0
CUST02297,Basic,2023-02-25,1,2,0.04,2,0,0,0.6,1
CUST02298,Enterprise,2023-06-10,17,11,0.43,1,0,1,0.92,1
CUST02299,Pro,2024-04-25,16,8,0.06,4,1,1,0.58,1
CUST02300,Enterprise,2023-06-19,3,7,0.38,1,1,0,0.7,0
CUST02301,Pro,2024-05-18,11,5,0.17,2,0,0,0.68,1
CUST02302,Basic,2023-09-04,11,5,0.01,1,0,0,0.66,1
CUST02303,Basic,2023-10-12,2,1,0.21,2,0,0,0.6,0
CUST02304,Pro,2024-06-03,8,5,0.36,0,0,0,0.74,0
CUST02305,Pro,2024-07-17,21,5,0.25,0,0,1,0.74,1
CUST02306,Pro,2024-01-23,13,7,0.32,0,0,1,0.74,1
CUST02307,Basic,2023-08-29,3,6,0.26,0,1,0,0.56,1
CUST02308,Pro,2024-04-15,15,7,0.43,0,0,1,0.74,1
CUST02309,Basic,2024-08-09,15,4,0.27,2,0,1,0.6,1
CUST02310,Basic,2023-04-01,16,2,0.23,1,0,1,0.66,1
CUST02311,Basic,2024-04-02,11,3,0.29,0,0,0,0.66,1
CUST02312,Basic,2023-05-02,16,7,0.16,6,1,1,0.5,0
CUST02313,Basic,2023-01-19,4,7,0.29,1,0,0,0.66,1
CUST02314,Pro,2024-02-18,14,11,0.35,0,0,1,0.86,1
CUST02315,Basic,2023-02-06,18,4,0.06,0,1,1,0.56,0
CUST02316,Pro,2024-07-16,1,12,0.3,0,1,0,0.76,1
CUST02317,Basic,2023-04-04,20,4,0.24,4,0,1,0.6,0
CUST02318,Basic,2023-11-08,17,5,0.37,1,2,1,0.56,0
CUST02319,Basic,2024-07-29,7,6,0.34,0,0,0,0.66,1
CUST02320,Pro,2024-04-12,11,7,0.21,2,0,0,0.68,1
CUST02321,Pro,2024-01-08,2,9,0.82,0,0,0,0.82,1
CUST02322,Basic,2023-08-17,15,6,0.7,0,1,1,0.64,0
CUST02323,Basic,2023-12-06,18,5,0.32,0,0,1,0.66,0
CUST02324,Pro,2024-04-29,23,6,0.03,0,0,1,0.74,1
CUST02325,Pro,2024-01-08,23,7,0.48,0,0,1,0.74,1
CUST02326,Basic,2024-04-08,4,1,0.59,1,0,0,0.74,0
CUST02327,Pro,2023-04-10,22,8,0.6,0,0,1,0.82,1
CUST02328,Pro,2023-08-16,1,7,0.04,1,0,0,0.74,1
CUST02329,Enterprise,2023-12-16,12,7,0.36,1,0,1,0.8,1
CUST02330,Basic,2023-10-26,18,3,0.16,1,0,1,0.66,1
CUST02331,Pro,2024-06-18,12,11,0.39,1,1,1,0.76,1
CUST02332,Pro,2023-04-19,2,10,0.38,0,1,0,0.76,1
CUST02333,Enterprise,2023-06-18,16,12,0.24,1,0,1,0.92,1
CUST02334,Basic,2023-05-24,23,6,0.47,0,0,1,0.66,0
CUST02335,Basic,2024-02-24,4,4,0.08,4,0,0,0.6,1
CUST02336,Basic,2023-09-18,20,4,0.62,0,0,1,0.74,0
CUST02337,Basic,2023-07-20,7,8,0.36,0,0,0,0.66,1
CUST02338,Pro,2023-05-04,13,4,0.6,0,0,1,0.82,1
CUST02339,Basic,2023-08-09,15,4,0.02,0,0,1,0.66,1
CUST02340,Basic,2023-07-15,23,3,0.34,2,0,1,0.6,1
CUST02341,Basic,2023-12-13,4,2,0.11,2,0,0,0.6,1
CUST02342,Pro,2024-02-29,2,6,0.28,2,0,0,0.68,1
CUST02343,Pro,2023-05-07,15,8,0.4,0,0,1,0.74,1
CUST02344,Basic,2024-04-13,22,1,0.14,0,0,1,0.66,0
CUST02345,Pro,2024-05-31,5,5,0.28,1,0,0,0.74,1
CUST02346,Enterprise,2024-05-25,1,10,0.65,0,0,0,0.95,1
CUST02347,Pro,2024-06-27,24,11,0.42,0,0,2,0.91,1
CUST02348,Enterprise,2023-02-19,18,12,0.36,0,0,1,0.92,1
CUST02349,Pro,2024-03-19,19,8,0.28,1,2,1,0.64,0
CUST02350,Basic,2024-05-09,17,4,0.34,0,1,1,0.56,0
CUST02351,Pro,2023-07-01,23,7,0.17,6,0,1,0.68,0
CUST02352,Pro,2024-08-15,6,8,0.69,0,0,0,0.82,0
CUST02353,Pro,2023-05-12,4,9,0.68,0,0,0,0.82,1
CUST02354,Basic,2024-02-01,22,4,0.14,0,1,1,0.56,0
CUST02355,Basic,2023-11-26,17,5,0.23,0,0,1,0.66,1
CUST02356,Basic,2024-01-29,14,9,0.12,2,1,1,0.5,1
CUST02357,Pro,2023-09-12,9,5,0.05,0,0,0,0.74,0
CUST02358,Basic,2024-02-12,11,6,0.56,0,0,0,0.74,1
CUST02359,Pro,2023-10-29,15,6,0.35,0,0,1,0.74,1
CUST02360,Basic,2023-05-17,5,5,0.05,3,0,0,0.6,1
CUST02361,Basic,2024-02-27,20,3,0.18,2,0,1,0.6,0
CUST02362,Enterprise,2024-06-08,10,11,0.4,0,0,0,0.92,1
CUST02363,Basic,2024-07-14,11,5,0.25,0,1,0,0.56,1
CUST02364,Basic,2024-07-20,21,5,0.06,0,0,1,0.66,1
CUST02365,Basic,2023-08-11,7,6,0.25,2,0,0,0.6,0
CUST02366,Basic,2023-08-03,20,1,0.15,1,0,1,0.66,1
CUST02367,Basic,2023-10-25,22,6,0.71,0,1,1,0.64,1
CUST02368,Basic,2023-12-20,22,4,0.32,0,0,1,0.66,1
CUST02369,Pro,2023-05-16,23,7,0.1,1,2,1,0.64,1
CUST02370,Basic,2023-07-02,17,3,0.14,1,1,1,0.56,1
CUST02371,Basic,2024-07-09,23,3,0.01,1,0,1,0.66,0
CUST02372,Pro,2023-11-27,23,9,0.23,1,0,1,0.74,1
CUST02373,Pro,2023-04-29,12,10,0.43,0,1,1,0.76,1
CUST02374,Pro,2024-07-29,16,6,0.34,0,0,1,0.74,1
CUST02375,Basic,2024-08-19,19,2,0.41,0,0,1,0.66,1
CUST02376,Enterprise,2024-03-03,22,5,0.15,1,0,1,0.8,1
CUST02377,Enterprise,2024-06-30,10,11,0.11,0,2,0,0.82,1
CUST02378,Basic,2024-03-08,1,1,0.18,3,0,0,0.6,1
CUST02379,Basic,2024-06-19,4,2,0.17,2,0,0,0.6,1
CUST02380,Pro,2023-01-26,13,10,0.33,0,1,1,0.76,0
CUST02381,Enterprise,2023-05-29,2,10,0.3,0,0,0,0.92,0
CUST02382,Pro,2023-02-27,7,7,0.66,0,0,0,0.82,1
CUST02383,Basic,2023-10-01,6,1,0.0,2,0,0,0.6,0
CUST02384,Pro,2023-10-21,22,5,0.09,2,0,1,0.68,0
CUST02385,Basic,2023-09-14,5,1,0.54,0,1,0,0.64,0
CUST02386,Basic,2023-03-05,23,3,0.26,1,0,1,0.66,1
CUST02387,Basic,2023-10-30,7,4,0.12,3,0,0,0.6,1
CUST02388,Pro,2024-07-08,2,5,0.46,0,0,0,0.74,1
CUST02389,Enterprise,2024-01-03,15,16,0.45,0,0,1,0.92,0
CUST02390,Basic,2023-04-15,20,6,0.73,2,0,1,0.68,0
CUST02391,Pro,2024-07-29,8,13,0.71,1,2,0,0.84,1
CUST02392,Basic,2024-07-28,13,3,0.68,1,0,1,0.74,1
CUST02393,Enterprise,2023-09-01,17,18,0.34,0,0,1,0.92,1
CUST02394,Pro,2023-10-22,23,13,0.48,0,0,1,0.86,1
CUST02395,Basic,2023-02-18,13,4,0.34,1,0,1,0.66,1
CUST02396,Pro,2024-02-01,14,6,0.44,1,0,1,0.74,0
CUST02397,Basic,2023-11-17,18,4,0.69,1,0,1,0.74,1
CUST02398,Pro,2023-02-25,1,10,0.53,1,1,0,0.84,1
CUST02399,Pro,2023-09-15,7,7,0.63,1,1,0,0.72,1
CUST02400,Basic,2024-03-29,8,4,0.31,1,0,0,0.66,1
CUST02401,Basic,2024-01-12,19,5,0.21,2,0,1,0.6,0
CUST02402,Pro,2024-07-13,24,10,0.48,0,0,2,0.91,1
CUST02403,Enterprise,2023-07-21,24,9,0.31,0,0,2,0.85,1
CUST02404,Enterprise,2023-07-18,10,17,0.72,0,0,0,0.95,1
CUST02405,Enterprise,2024-04-04,6,14,0.6,0,0,0,0.95,1
CUST02406,Pro,2023-03-18,6,14,0.32,1,1,0,0.76,0
CUST02407,Basic,2023-06-27,24,6,0.56,0,0,2,0.79,0
CUST02408,Basic,2024-06-10,4,1,0.01,0,0,0,0.66,0
CUST02409,Basic,2024-01-22,2,2,0.09,1,0,0,0.66,1
CUST02410,Basic,2024-03-14,9,4,0.23,4,0,0,0.6,1
CUST02411,Basic,2024-07-23,9,4,0.51,0,0,0,0.74,0
CUST02412,Pro,2023-05-14,6,6,0.03,1,0,0,0.74,1
CUST02413,Basic,2024-08-21,9,3,0.34,1,0,0,0.66,1
CUST02414,Pro,2023-01-06,11,8,0.23,4,0,0,0.68,1
CUST02415,Basic,2024-04-22,23,3,0.12,1,0,1,0.66,1
CUST02416,Basic,2023-06-08,2,6,0.14,1,1,0,0.56,1
CUST02417,Basic,2023-06-07,11,4,0.36,1,0,0,0.66,0
CUST02418,Pro,2023-02-22,21,6,0.1,2,0,1,0.68,1
CUST02419,Basic,2023-11-05,16,0,0.19,3,0,1,0.6,1
CUST02420,Pro,2024-08-09,18,9,0.4,0,0,1,0.74,0
CUST02421,Basic,2024-01-02,3,5,0.27,2,0,0,0.6,0
CUST02422,Basic,2023-11-22,17,2,0.39,0,0,1,0.66,1
