session_id,customer_id,current_product_id,current_category,current_price,prev_product_1,prev_product_2,prev_product_3,products_in_cart,device_type,traffic_source,time_on_page_sec,scroll_depth,clicked_product_image,session_length_mins,products_viewed_count,recommendation_clicked
SESS005493,CUST01195,PROD0162,Electronics,75.56,PROD0100,PROD0041,NONE,1,Desktop,Paid,176,0.66,1,22,3,1
SESS005494,CUST01453,PROD0193,Clothing,134.04,PROD0096,PROD0194,NONE,1,Tablet,Organic,44,0.65,1,7,3,0
SESS005495,CUST01191,PROD0011,Books,43.18,NONE,NONE,NONE,1,Mobile,Email,269,0.72,0,37,1,1
SESS005496,CUST00765,PROD0104,Home,77.51,PROD0059,PROD0185,PROD0173,1,Desktop,Email,207,0.84,1,6,5,1
SESS005497,CUST01512,PROD0088,Clothing,28.48,PROD0140,PROD0175,PROD0048,0,Mobile,Organic,135,0.33,0,6,5,0
SESS005498,CUST01204,PROD0050,Sports,48.56,PROD0187,PROD0006,PROD0172,1,Mobile,Organic,57,0.49,0,9,5,0
SESS005499,CUST00347,PROD0121,Electronics,256.42,PROD0097,PROD0079,PROD0106,0,Desktop,Organic,146,0.2,1,12,4,1
SESS005500,CUST01147,PROD0075,Electronics,54.39,PROD0132,PROD0148,PROD0136,1,Desktop,Direct,63,0.53,1,2,6,1
SESS005501,CUST02070,PROD0006,Books,37.62,PROD0198,NONE,NONE,0,Desktop,Email,159,0.89,0,17,2,1
SESS005502,CUST00926,PROD0188,Electronics,37.98,PROD0028,PROD0095,PROD0062,0,Desktop,Organic,106,0.18,0,23,4,1
SESS005503,CUST02278,PROD0179,Electronics,18.27,NONE,NONE,NONE,0,Desktop,Direct,290,0.84,0,1,1,1
SESS005504,CUST02052,PROD0133,Electronics,243.8,PROD0046,PROD0071,NONE,1,Desktop,Social,113,0.96,0,41,3,0
SESS005505,CUST01359,PROD0186,Clothing,56.81,NONE,NONE,NONE,0,Desktop,Direct,73,0.92,0,34,1,1
SESS005506,CUST00550,PROD0120,Home,83.07,PROD0157,PROD0179,PROD0016,0,Tablet,Organic,289,0.35,0,37,4,0
SESS005507,CUST02760,PROD0177,Books,195.76,PROD0088,PROD0010,PROD0075,1,Desktop,Paid,155,0.19,0,39,4,1
SESS005508,CUST02814,PROD0164,Clothing,119.23,PROD0015,PROD0075,NONE,0,Mobile,Organic,128,0.36,0,20,3,0
SESS005509,CUST00979,PROD0053,Clothing,38.34,PROD0056,PROD0054,PROD0196,1,Mobile,Organic,138,0.48,0,29,7,1
SESS005510,CUST01455,PROD0050,Sports,48.56,NONE,NONE,NONE,2,Tablet,Social,243,0.95,0,23,1,0
SESS005511,CUST02156,PROD0066,Clothing,42.2,PROD0151,PROD0081,PROD0182,0,Mobile,Direct,53,0.74,0,11,7,1
SESS005512,CUST00501,PROD0102,Sports,23.05,PROD0187,PROD0057,PROD0037,1,Mobile,Direct,196,0.69,1,41,6,0
SESS005513,CUST00419,PROD0024,Electronics,60.8,PROD0025,PROD0183,NONE,1,Mobile,Paid,90,0.77,0,41,3,0
SESS005514,CUST02458,PROD0117,Books,19.38,PROD0135,PROD0120,PROD0185,0,Desktop,Organic,274,0.92,1,11,5,1
SESS005515,CUST00507,PROD0140,Sports,119.97,PROD0013,PROD0156,NONE,0,Mobile,Email,275,0.54,0,33,3,1
SESS005516,CUST00814,PROD0062,Clothing,108.42,PROD0152,PROD0024,PROD0162,2,Tablet,Paid,119,0.48,0,39,6,0
SESS005517,CUST02781,PROD0051,Clothing,29.77,PROD0127,NONE,NONE,0,Mobile,Organic,231,0.73,1,42,2,0
SESS005518,CUST00888,PROD0035,Books,61.58,PROD0104,PROD0165,PROD0083,0,Mobile,Organic,76,0.67,0,19,6,0
SESS005519,CUST00925,PROD0011,Books,43.18,PROD0105,PROD0009,PROD0186,1,Mobile,Organic,18,0.94,0,29,6,1
SESS005520,CUST00315,PROD0022,Clothing,30.7,PROD0193,NONE,NONE,0,Mobile,Organic,193,0.36,1,26,2,1
SESS005521,CUST02507,PROD0195,Home,73.21,PROD0130,PROD0128,PROD0195,0,Desktop,Email,232,0.6,0,13,5,0
SESS005522,CUST01342,PROD0100,Clothing,61.11,PROD0025,PROD0119,PROD0129,0,Desktop,Organic,292,0.65,1,36,5,1
SESS005523,CUST01668,PROD0200,Electronics,19.27,PROD0142,PROD0185,NONE,0,Mobile,Direct,15,0.18,0,33,3,0
SESS005524,CUST02149,PROD0003,Books,193.13,PROD0003,PROD0048,PROD0054,0,Mobile,Paid,5,0.8,1,3,6,1
SESS005525,CUST00109,PROD0008,Sports,88.48,PROD0151,PROD0028,NONE,1,Mobile,Social,200,0.48,0,7,3,1
SESS005526,CUST01371,PROD0200,Electronics,19.27,PROD0107,PROD0029,PROD0141,0,Mobile,Organic,192,0.28,1,21,4,0
SESS005527,CUST00524,PROD0153,Home,53.77,PROD0135,NONE,NONE,0,Desktop,Organic,253,0.68,0,9,2,1
SESS005528,CUST00054,PROD0063,Home,30.68,PROD0177,PROD0097,PROD0086,0,Desktop,Organic,266,0.75,1,12,6,1
SESS005529,CUST01935,PROD0164,Clothing,119.23,PROD0180,PROD0128,PROD0068,0,Mobile,Organic,281,0.93,0,40,6,0
SESS005530,CUST02988,PROD0073,Electronics,62.79,PROD0153,PROD0031,PROD0186,0,Desktop,Organic,36,0.5,0,41,7,0
SESS005531,CUST01702,PROD0001,Sports,22.43,PROD0159,PROD0175,PROD0055,1,Mobile,Social,268,0.45,1,21,4,0
SESS005532,CUST01605,PROD0095,Sports,86.2,PROD0157,PROD0089,PROD0035,1,Desktop,Email,130,0.7,0,44,4,1
SESS005533,CUST00238,PROD0020,Sports,62.62,NONE,NONE,NONE,3,Mobile,Direct,94,0.75,0,20,1,0
SESS005534,CUST01275,PROD0155,Sports,150.94,PROD0019,NONE,NONE,0,Mobile,Social,71,0.61,0,34,2,0
SESS005535,CUST00505,PROD0135,Books,100.64,PROD0164,PROD0198,PROD0148,3,Desktop,Social,223,0.27,1,17,6,0
SESS005536,CUST01175,PROD0028,Clothing,154.92,NONE,NONE,NONE,0,Desktop,Social,70,0.69,0,22,1,0
SESS005537,CUST02209,PROD0075,Electronics,54.39,PROD0058,PROD0060,NONE,0,Tablet,Organic,147,0.95,1,9,3,1
SESS005538,CUST01627,PROD0136,Home,22.45,PROD0123,PROD0088,NONE,1,Mobile,Social,38,0.83,0,42,3,0
SESS005539,CUST00109,PROD0151,Sports,30.73,PROD0036,PROD0194,PROD0105,1,Mobile,Social,98,0.33,1,3,5,1
SESS005540,CUST00798,PROD0044,Home,44.5,PROD0186,PROD0041,PROD0056,1,Mobile,Organic,263,0.7,0,44,7,1
SESS005541,CUST02485,PROD0155,Sports,150.94,PROD0130,PROD0038,PROD0019,1,Mobile,Social,144,0.2,1,5,5,1
SESS005542,CUST00984,PROD0116,Clothing,101.46,PROD0071,NONE,NONE,0,Mobile,Paid,137,0.78,1,27,2,1
SESS005543,CUST01373,PROD0087,Books,33.53,PROD0108,PROD0020,PROD0024,0,Mobile,Organic,137,0.44,1,35,7,0
SESS005544,CUST01046,PROD0010,Books,53.11,NONE,NONE,NONE,0,Mobile,Social,68,0.72,0,16,1,0
SESS005545,CUST02849,PROD0191,Electronics,13.98,PROD0188,PROD0076,PROD0034,2,Desktop,Paid,32,0.31,0,35,5,1
SESS005546,CUST02129,PROD0138,Books,737.44,NONE,NONE,NONE,1,Tablet,Organic,29,0.78,0,30,1,1
SESS005547,CUST01669,PROD0192,Clothing,52.23,PROD0011,PROD0094,PROD0162,0,Mobile,Paid,212,0.31,0,28,4,1
SESS005548,CUST00088,PROD0200,Electronics,19.27,PROD0087,PROD0061,NONE,3,Mobile,Organic,170,0.89,1,19,3,0
SESS005549,CUST02017,PROD0102,Sports,23.05,PROD0110,PROD0112,PROD0191,0,Desktop,Organic,221,0.29,0,15,6,0
SESS005550,CUST00190,PROD0133,Electronics,243.8,NONE,NONE,NONE,0,Mobile,Direct,268,0.18,0,32,1,0
SESS005551,CUST02842,PROD0025,Electronics,31.77,PROD0030,PROD0192,PROD0033,0,Desktop,Organic,244,0.6,0,13,6,0
SESS005552,CUST01748,PROD0200,Electronics,19.27,PROD0005,PROD0011,PROD0050,2,Mobile,Paid,106,0.17,1,1,5,1
SESS005553,CUST00227,PROD0134,Sports,210.7,PROD0053,PROD0093,NONE,0,Mobile,Paid,18,0.36,0,7,3,0
SESS005554,CUST01600,PROD0102,Sports,23.05,PROD0156,PROD0023,PROD0196,0,Desktop,Email,58,0.67,1,29,6,0
SESS005555,CUST00112,PROD0099,Books,61.55,PROD0040,PROD0176,PROD0117,0,Tablet,Social,102,0.34,0,41,7,0
SESS005556,CUST00298,PROD0083,Books,88.73,PROD0191,NONE,NONE,0,Desktop,Paid,287,0.92,1,28,2,1
SESS005557,CUST00872,PROD0026,Home,89.06,PROD0045,PROD0197,PROD0056,0,Mobile,Direct,136,0.81,1,1,7,0
SESS005558,CUST01041,PROD0088,Clothing,28.48,PROD0092,PROD0014,PROD0111,0,Mobile,Paid,214,0.14,0,6,4,0
SESS005559,CUST02086,PROD0141,Books,64.17,PROD0047,PROD0112,PROD0147,1,Mobile,Email,7,0.11,0,29,7,1
SESS005560,CUST00446,PROD0125,Home,78.03,PROD0161,PROD0125,PROD0109,0,Mobile,Paid,242,0.2,1,2,5,0
SESS005561,CUST02300,PROD0165,Clothing,18.5,PROD0037,PROD0160,PROD0054,0,Mobile,Organic,181,0.94,0,1,5,0
SESS005562,CUST02149,PROD0068,Sports,60.05,PROD0075,PROD0192,PROD0011,2,Mobile,Social,251,0.3,0,35,4,0
SESS005563,CUST00475,PROD0062,Clothing,108.42,NONE,NONE,NONE,0,Desktop,Email,42,0.21,0,24,1,1
SESS005564,CUST01246,PROD0142,Books,28.68,NONE,NONE,NONE,0,Mobile,Social,98,0.65,0,3,1,1
SESS005565,CUST00021,PROD0136,Home,22.45,PROD0115,NONE,NONE,1,Mobile,Organic,190,0.17,0,14,2,1
SESS005566,CUST00795,PROD0088,Clothing,28.48,PROD0077,PROD0061,PROD0123,0,Mobile,Social,45,0.1,0,36,5,0
SESS005567,CUST02733,PROD0141,Books,64.17,NONE,NONE,NONE,0,Desktop,Social,192,0.38,1,20,1,0
SESS005568,CUST02166,PROD0035,Books,61.58,PROD0105,PROD0012,PROD0055,1,Mobile,Paid,273,0.56,0,23,5,0
SESS005569,CUST00958,PROD0166,Books,34.93,PROD0096,PROD0158,PROD0186,0,Mobile,Direct,80,0.3,0,41,6,1
SESS005570,CUST00509,PROD0014,Sports,32.84,PROD0027,PROD0171,PROD0095,1,Mobile,Organic,147,0.54,0,22,7,0
SESS005571,CUST01850,PROD0177,Books,195.76,PROD0178,PROD0005,PROD0156,0,Mobile,Direct,243,1.0,1,14,4,1
SESS005572,CUST00195,PROD0130,Clothing,13.83,PROD0095,PROD0145,PROD0149,0,Mobile,Social,132,0.46,0,20,4,0
SESS005573,CUST02899,PROD0017,Clothing,37.74,PROD0075,PROD0074,PROD0147,1,Mobile,Social,147,0.86,0,34,7,1
SESS005574,CUST00745,PROD0005,Clothing,37.69,NONE,NONE,NONE,0,Desktop,Direct,290,0.97,1,37,1,0
SESS005575,CUST02928,PROD0116,Clothing,101.46,PROD0066,PROD0150,PROD0043,0,Desktop,Social,91,0.23,1,37,4,1
SESS005576,CUST01651,PROD0194,Home,17.24,PROD0154,PROD0181,PROD0147,2,Mobile,Organic,81,0.16,1,7,6,1
SESS005577,CUST02555,PROD0161,Electronics,337.18,PROD0108,PROD0197,PROD0160,3,Mobile,Paid,120,0.25,1,7,4,1
SESS005578,CUST02346,PROD0097,Sports,15.67,PROD0200,PROD0169,NONE,0,Tablet,Social,196,0.86,1,10,3,0
SESS005579,CUST01215,PROD0142,Books,28.68,PROD0165,NONE,NONE,0,Desktop,Paid,143,0.12,0,1,2,0
SESS005580,CUST02477,PROD0195,Home,73.21,NONE,NONE,NONE,0,Tablet,Social,46,0.54,1,12,1,0
SESS005581,CUST02459,PROD0191,Electronics,13.98,PROD0187,PROD0174,PROD0195,1,Mobile,Email,174,0.63,0,14,5,0
SESS005582,CUST01869,PROD0023,Sports,22.1,PROD0134,PROD0076,PROD0038,0,Mobile,Organic,254,0.34,1,9,6,0
SESS005583,CUST02193,PROD0094,Clothing,67.07,PROD0149,PROD0099,PROD0164,0,Mobile,Organic,70,0.52,0,32,6,1
SESS005584,CUST02330,PROD0064,Clothing,43.99,PROD0038,NONE,NONE,0,Desktop,Paid,294,0.84,0,4,2,0
SESS005585,CUST01354,PROD0145,Sports,57.08,PROD0027,PROD0076,PROD0006,0,Mobile,Paid,7,0.36,0,9,6,0
SESS005586,CUST02050,PROD0080,Electronics,27.72,PROD0146,PROD0159,PROD0050,1,Mobile,Social,87,0.67,0,38,5,0
SESS005587,CUST00718,PROD0049,Electronics,32.13,PROD0028,NONE,NONE,0,Desktop,Direct,47,0.99,0,1,2,1
SESS005588,CUST00758,PROD0200,Electronics,19.27,PROD0058,PROD0076,NONE,0,Mobile,Direct,299,0.3,1,13,3,0
SESS005589,CUST00579,PROD0199,Books,19.6,PROD0111,NONE,NONE,2,Mobile,Organic,170,0.68,0,12,2,1
SESS005590,CUST01656,PROD0145,Sports,57.08,PROD0144,PROD0015,PROD0105,1,Desktop,Paid,140,0.61,0,29,6,1
SESS005591,CUST02549,PROD0180,Clothing,83.8,PROD0006,PROD0143,PROD0122,0,Desktop,Social,126,0.93,0,13,7,1
SESS005592,CUST00635,PROD0102,Sports,23.05,PROD0164,NONE,NONE,0,Mobile,Organic,122,0.15,0,44,2,1
SESS005593,CUST00483,PROD0118,Clothing,50.19,PROD0196,PROD0107,PROD0008,0,Mobile,Direct,103,0.59,0,14,6,0
SESS005594,CUST02630,PROD0114,Electronics,19.61,PROD0045,PROD0192,NONE,0,Mobile,Social,108,0.32,0,41,3,0
SESS005595,CUST00885,PROD0080,Electronics,27.72,PROD0144,PROD0186,PROD0059,0,Mobile,Paid,29,0.25,1,27,5,0
SESS005596,CUST02130,PROD0156,Electronics,101.16,PROD0057,PROD0084,PROD0172,0,Desktop,Organic,134,0.96,0,12,6,0
SESS005597,CUST02714,PROD0155,Sports,150.94,PROD0093,PROD0167,NONE,0,Desktop,Direct,203,0.25,0,25,3,1
SESS005598,CUST01000,PROD0134,Sports,210.7,PROD0036,PROD0169,PROD0144,1,Mobile,Organic,41,0.71,0,7,5,0
SESS005599,CUST00072,PROD0073,Electronics,62.79,NONE,NONE,NONE,0,Desktop,Organic,139,0.69,0,8,1,0
SESS005600,CUST00013,PROD0089,Clothing,90.75,PROD0105,PROD0170,NONE,0,Mobile,Paid,112,0.66,1,9,3,0
SESS005601,CUST00483,PROD0037,Books,35.6,PROD0178,PROD0145,NONE,0,Mobile,Social,96,0.51,1,26,3,0
SESS005602,CUST02499,PROD0112,Books,328.93,PROD0088,PROD0008,PROD0141,0,Mobile,Paid,169,0.97,0,37,5,0
SESS005603,CUST00604,PROD0104,Home,77.51,NONE,NONE,NONE,2,Mobile,Organic,276,0.18,0,4,1,1
SESS005604,CUST02419,PROD0196,Electronics,25.74,PROD0092,PROD0140,NONE,2,Mobile,Direct,23,0.5,0,28,3,0
SESS005605,CUST02772,PROD0038,Sports,16.51,PROD0112,PROD0170,PROD0069,1,Mobile,Direct,80,0.27,0,21,4,1
SESS005606,CUST00383,PROD0141,Books,64.17,PROD0098,PROD0147,PROD0097,2,Mobile,Organic,255,0.37,0,28,5,1
SESS005607,CUST01412,PROD0105,Sports,19.18,NONE,NONE,NONE,0,Mobile,Social,23,0.11,1,5,1,0
SESS005608,CUST02582,PROD0019,Sports,98.57,PROD0056,PROD0004,PROD0144,1,Desktop,Paid,59,0.44,0,44,6,0
SESS005609,CUST01974,PROD0110,Electronics,41.49,PROD0026,NONE,NONE,3,Desktop,Social,96,0.35,1,44,2,0
SESS005610,CUST02753,PROD0176,Books,37.06,PROD0038,PROD0197,PROD0049,0,Desktop,Organic,290,0.33,0,1,5,0
SESS005611,CUST02165,PROD0081,Books,506.31,PROD0147,PROD0087,PROD0193,2,Mobile,Direct,41,0.56,1,27,6,1
SESS005612,CUST00493,PROD0065,Home,29.18,PROD0050,PROD0199,NONE,2,Mobile,Organic,226,0.79,0,26,3,1
SESS005613,CUST01094,PROD0103,Sports,39.92,PROD0139,PROD0039,NONE,1,Tablet,Social,66,0.78,1,1,3,1
SESS005614,CUST00986,PROD0151,Sports,30.73,PROD0198,NONE,NONE,0,Mobile,Direct,228,0.55,0,3,2,0
SESS005615,CUST01273,PROD0131,Books,50.8,PROD0070,NONE,NONE,0,Tablet,Paid,258,0.29,0,25,2,0
SESS005616,CUST02565,PROD0011,Books,43.18,PROD0008,NONE,NONE,0,Mobile,Organic,277,0.65,0,21,2,0
SESS005617,CUST00673,PROD0123,Home,88.79,PROD0193,PROD0058,NONE,0,Desktop,Social,199,0.26,1,22,3,1
SESS005618,CUST00005,PROD0002,Home,70.47,PROD0171,PROD0132,PROD0112,1,Mobile,Direct,239,0.54,1,24,7,1
SESS005619,CUST02460,PROD0101,Home,57.48,PROD0100,PROD0017,PROD0015,0,Mobile,Paid,257,0.84,1,36,5,0
SESS005620,CUST00479,PROD0196,Electronics,25.74,NONE,NONE,NONE,0,Mobile,Social,166,0.11,1,37,1,0
SESS005621,CUST01586,PROD0129,Clothing,53.37,NONE,NONE,NONE,0,Mobile,Organic,149,0.6,0,35,1,1
SESS005622,CUST00828,PROD0020,Sports,62.62,PROD0021,NONE,NONE,0,Mobile,Paid,125,0.13,0,4,2,0
SESS005623,CUST02738,PROD0050,Sports,48.56,PROD0157,PROD0086,PROD0007,2,Desktop,Direct,294,0.26,1,20,7,0
SESS005624,CUST00197,PROD0017,Clothing,37.74,PROD0097,PROD0136,PROD0015,0,Mobile,Organic,94,0.18,0,24,7,1
SESS005625,CUST02508,PROD0166,Books,34.93,PROD0072,PROD0021,PROD0076,1,Mobile,Email,250,0.33,1,13,7,0
SESS005626,CUST02580,PROD0156,Electronics,101.16,PROD0019,PROD0189,PROD0083,0,Desktop,Organic,98,0.69,0,26,4,0
SESS005627,CUST00223,PROD0117,Books,19.38,PROD0105,PROD0199,PROD0046,0,Mobile,Organic,92,0.85,0,42,5,1
SESS005628,CUST02579,PROD0134,Sports,210.7,PROD0051,PROD0150,PROD0114,3,Desktop,Paid,158,0.79,0,34,5,1
SESS005629,CUST02630,PROD0106,Clothing,11.11,PROD0161,PROD0037,PROD0013,0,Desktop,Paid,88,0.79,1,24,4,1
SESS005630,CUST02990,PROD0095,Sports,86.2,PROD0057,PROD0164,PROD0072,2,Desktop,Paid,263,0.21,0,34,5,1
SESS005631,CUST01107,PROD0005,Clothing,37.69,PROD0127,PROD0113,PROD0114,1,Mobile,Organic,43,0.65,0,26,7,0
SESS005632,CUST02453,PROD0073,Electronics,62.79,NONE,NONE,NONE,2,Mobile,Organic,128,0.19,0,12,1,0
SESS005633,CUST01601,PROD0042,Home,82.32,PROD0015,PROD0183,PROD0115,1,Mobile,Paid,54,0.91,0,1,5,0
SESS005634,CUST00573,PROD0186,Clothing,56.81,NONE,NONE,NONE,0,Mobile,Direct,69,0.37,0,25,1,1
SESS005635,CUST01652,PROD0196,Electronics,25.74,PROD0106,PROD0172,PROD0034,0,Mobile,Organic,220,0.69,1,8,5,0
SESS005636,CUST02443,PROD0036,Books,49.86,PROD0089,PROD0005,NONE,0,Mobile,Social,155,0.87,0,19,3,0
SESS005637,CUST02276,PROD0024,Electronics,60.8,PROD0191,PROD0126,NONE,0,Desktop,Paid,5,0.58,1,41,3,1
SESS005638,CUST02970,PROD0161,Electronics,337.18,PROD0122,PROD0099,PROD0013,2,Mobile,Organic,103,0.12,0,35,5,1
SESS005639,CUST00660,PROD0145,Sports,57.08,PROD0180,NONE,NONE,0,Mobile,Direct,293,0.93,0,23,2,0
SESS005640,CUST02465,PROD0018,Sports,57.59,PROD0197,PROD0200,NONE,0,Mobile,Organic,227,0.97,0,13,3,1
SESS005641,CUST01080,PROD0006,Books,37.62,PROD0102,PROD0135,NONE,2,Mobile,Direct,284,0.92,1,1,3,0
SESS005642,CUST02764,PROD0137,Electronics,42.07,PROD0068,PROD0018,NONE,0,Mobile,Organic,141,0.11,0,40,3,1
SESS005643,CUST00800,PROD0051,Clothing,29.77,PROD0052,PROD0117,NONE,2,Desktop,Paid,194,0.22,0,41,3,0
SESS005644,CUST00951,PROD0023,Sports,22.1,NONE,NONE,NONE,0,Mobile,Paid,64,0.63,1,27,1,0
SESS005645,CUST00544,PROD0081,Books,506.31,PROD0092,NONE,NONE,2,Mobile,Direct,153,0.64,1,22,2,0
SESS005646,CUST02929,PROD0044,Home,44.5,PROD0052,PROD0089,PROD0103,0,Desktop,Social,218,0.77,0,9,4,0
SESS005647,CUST00446,PROD0120,Home,83.07,PROD0140,PROD0021,NONE,1,Desktop,Organic,198,0.38,1,3,3,1
SESS005648,CUST01902,PROD0003,Books,193.13,NONE,NONE,NONE,2,Mobile,Email,109,0.31,0,34,1,1
SESS005649,CUST00840,PROD0043,Sports,97.44,PROD0174,PROD0027,PROD0021,1,Desktop,Email,253,0.97,0,20,5,1
SESS005650,CUST02470,PROD0042,Home,82.32,PROD0001,NONE,NONE,0,Desktop,Organic,175,0.76,0,13,2,1
SESS005651,CUST01556,PROD0029,Electronics,16.34,PROD0057,PROD0193,NONE,0,Mobile,Direct,145,0.93,0,20,3,0
SESS005652,CUST01729,PROD0061,Books,39.13,PROD0132,PROD0172,PROD0082,0,Mobile,Organic,274,0.17,0,42,4,0
SESS005653,CUST00543,PROD0120,Home,83.07,PROD0127,NONE,NONE,0,Mobile,Social,77,0.7,1,13,2,1
SESS005654,CUST02237,PROD0147,Home,37.46,PROD0089,PROD0097,PROD0032,0,Mobile,Direct,262,0.57,0,2,4,0
SESS005655,CUST00780,PROD0056,Sports,178.44,PROD0115,NONE,NONE,0,Mobile,Paid,52,0.59,0,22,2,0
SESS005656,CUST00305,PROD0171,Clothing,20.38,PROD0140,PROD0076,PROD0079,3,Mobile,Organic,199,0.59,0,1,7,1
SESS005657,CUST01084,PROD0152,Home,46.03,PROD0013,PROD0186,PROD0044,0,Mobile,Direct,186,0.42,0,20,6,0
SESS005658,CUST02371,PROD0083,Books,88.73,NONE,NONE,NONE,2,Desktop,Direct,17,0.57,0,41,1,1
SESS005659,CUST00196,PROD0037,Books,35.6,PROD0102,PROD0076,PROD0131,1,Mobile,Direct,88,0.37,0,40,4,0
SESS005660,CUST00177,PROD0025,Electronics,31.77,PROD0111,NONE,NONE,0,Mobile,Social,265,0.17,0,24,2,1
SESS005661,CUST01129,PROD0073,Electronics,62.79,PROD0014,PROD0061,NONE,0,Desktop,Direct,204,0.72,1,28,3,1
SESS005662,CUST01851,PROD0053,Clothing,38.34,PROD0175,PROD0065,PROD0027,0,Desktop,Direct,213,0.97,1,44,4,0
SESS005663,CUST01632,PROD0121,Electronics,256.42,NONE,NONE,NONE,1,Desktop,Direct,40,0.99,1,43,1,1
SESS005664,CUST02189,PROD0028,Clothing,154.92,PROD0037,PROD0119,PROD0190,2,Mobile,Email,242,0.13,1,38,7,0
SESS005665,CUST02047,PROD0171,Clothing,20.38,PROD0132,PROD0044,PROD0048,0,Mobile,Paid,105,0.51,0,9,4,0
SESS005666,CUST00308,PROD0004,Clothing,100.88,PROD0042,PROD0164,PROD0024,3,Mobile,Direct,279,0.52,0,26,5,0
SESS005667,CUST02014,PROD0151,Sports,30.73,PROD0138,PROD0047,NONE,3,Tablet,Organic,30,0.38,0,19,3,0
SESS005668,CUST00420,PROD0161,Electronics,337.18,PROD0050,PROD0067,PROD0133,1,Mobile,Email,62,0.56,0,12,4,1
SESS005669,CUST01720,PROD0044,Home,44.5,PROD0147,PROD0140,PROD0088,0,Tablet,Paid,176,0.21,0,12,7,1
SESS005670,CUST02013,PROD0188,Electronics,37.98,PROD0176,PROD0156,PROD0113,0,Mobile,Organic,119,0.1,0,19,6,1
SESS005671,CUST00958,PROD0195,Home,73.21,PROD0110,PROD0060,PROD0139,1,Desktop,Social,66,0.72,0,35,6,1
SESS005672,CUST00996,PROD0030,Books,131.59,PROD0132,PROD0046,PROD0140,1,Mobile,Social,190,0.84,1,39,7,1
SESS005673,CUST02792,PROD0082,Electronics,53.25,PROD0105,PROD0008,PROD0087,0,Desktop,Social,171,0.4,1,3,6,1
SESS005674,CUST00938,PROD0147,Home,37.46,PROD0193,NONE,NONE,0,Desktop,Organic,243,0.54,0,7,2,0
SESS005675,CUST01842,PROD0190,Books,12.1,PROD0006,PROD0127,NONE,0,Mobile,Email,245,0.53,0,36,3,0
SESS005676,CUST02879,PROD0151,Sports,30.73,PROD0140,NONE,NONE,0,Mobile,Email,234,0.34,0,15,2,0
SESS005677,CUST02946,PROD0163,Home,49.96,PROD0110,PROD0104,PROD0175,0,Mobile,Paid,295,0.95,0,3,6,0
SESS005678,CUST00488,PROD0117,Books,19.38,PROD0123,PROD0180,NONE,0,Mobile,Social,241,0.78,0,16,3,0
SESS005679,CUST00251,PROD0104,Home,77.51,NONE,NONE,NONE,0,Mobile,Paid,45,0.61,1,6,1,0
SESS005680,CUST02034,PROD0061,Books,39.13,PROD0104,PROD0133,NONE,0,Mobile,Social,286,0.91,0,28,3,0
SESS005681,CUST00601,PROD0004,Clothing,100.88,PROD0094,PROD0196,PROD0001,0,Mobile,Paid,206,0.64,0,28,4,0
SESS005682,CUST01541,PROD0139,Electronics,39.29,NONE,NONE,NONE,0,Mobile,Direct,249,0.52,0,36,1,0
SESS005683,CUST00589,PROD0022,Clothing,30.7,PROD0169,PROD0044,PROD0047,1,Mobile,Paid,136,0.57,1,20,5,0
SESS005684,CUST00918,PROD0162,Electronics,75.56,PROD0090,PROD0084,NONE,0,Mobile,Organic,31,0.75,0,34,3,0
SESS005685,CUST02761,PROD0041,Sports,35.74,PROD0023,PROD0101,NONE,0,Mobile,Paid,186,0.23,1,38,3,1
SESS005686,CUST02781,PROD0169,Books,49.49,PROD0094,PROD0004,PROD0199,1,Mobile,Organic,186,0.48,0,24,5,0
SESS005687,CUST01373,PROD0139,Electronics,39.29,PROD0115,PROD0027,PROD0176,2,Mobile,Organic,291,0.87,1,42,6,1
SESS005688,CUST01086,PROD0104,Home,77.51,PROD0146,NONE,NONE,3,Desktop,Organic,143,0.24,1,39,2,1
SESS005689,CUST00616,PROD0188,Electronics,37.98,NONE,NONE,NONE,1,Mobile,Direct,215,0.98,0,28,1,1
SESS005690,CUST00299,PROD0134,Sports,210.7,PROD0167,PROD0198,PROD0045,0,Desktop,Social,86,0.2,1,24,6,1
SESS005691,CUST00298,PROD0147,Home,37.46,NONE,NONE,NONE,1,Desktop,Organic,7,0.13,0,33,1,1
SESS005692,CUST00569,PROD0084,Books,41.3,NONE,NONE,NONE,0,Desktop,Direct,20,0.39,0,36,1,0
SESS005693,CUST02326,PROD0102,Sports,23.05,PROD0117,PROD0194,PROD0153,0,Desktop,Direct,46,0.41,1,21,7,1
SESS005694,CUST00162,PROD0143,Electronics,232.98,PROD0152,PROD0137,PROD0198,1,Mobile,Paid,148,0.33,0,1,6,0
SESS005695,CUST02793,PROD0069,Home,33.75,PROD0061,PROD0111,PROD0160,0,Desktop,Direct,216,0.55,0,3,6,0
SESS005696,CUST02495,PROD0139,Electronics,39.29,PROD0074,PROD0140,NONE,1,Desktop,Social,176,0.82,1,18,3,1
SESS005697,CUST00067,PROD0041,Sports,35.74,NONE,NONE,NONE,1,Mobile,Social,171,0.37,0,33,1,1
SESS005698,CUST00520,PROD0010,Books,53.11,PROD0085,PROD0009,PROD0155,0,Tablet,Social,184,0.76,1,41,6,0
SESS005699,CUST02834,PROD0187,Home,66.75,PROD0059,PROD0170,PROD0139,0,Mobile,Paid,216,0.88,0,21,6,1
