customer_id,recency_days,frequency,monetary_value,avg_order_value,total_events,days_since_last_activity,page_views,product_views,cart_adds,engagement_score,num_support_tickets,avg_satisfaction_score,campaigns_received,email_open_rate,email_click_rate,campaign_conversions,customer_lifetime_value,churn_risk
CUST02855,690.0,1,22.88,22.88,0,690.0,0,0,0,0.0,0,,0,0.0,0.0,0,22.88,High
CUST02856,30.0,4,1615.82,403.96,0,30.0,0,0,0,0.0,0,,0,0.0,0.0,0,1615.82,Low
CUST02857,625.0,5,1500.84,300.17,0,625.0,0,0,0,0.0,0,,0,0.0,0.0,0,1500.84,High
CUST02858,241.0,19,2255.5,118.71,0,241.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,2255.5,High
CUST02859,1308.0,3,493.59,164.53,0,1308.0,0,0,0,0.0,0,,0,0.0,0.0,0,493.59,High
CUST02860,22.0,5,1174.67,234.93,0,22.0,0,0,0,0.0,0,,0,0.0,0.0,0,1174.67,Low
CUST02861,770.0,14,1946.47,139.03,0,770.0,0,0,0,0.0,0,,0,0.0,0.0,0,1946.47,High
CUST02862,395.0,2,230.93,115.46,0,395.0,0,0,0,0.0,0,,0,0.0,0.0,0,230.93,High
CUST02863,133.0,6,2001.0,333.5,0,133.0,0,0,0,0.0,0,,0,0.0,0.0,0,2001.0,Medium
CUST02864,773.0,9,1376.64,152.96,0,773.0,0,0,0,0.0,2,5.0,0,0.0,0.0,0,1376.64,High
CUST02865,987.0,6,1110.97,185.16,0,987.0,0,0,0,0.0,0,,0,0.0,0.0,0,1110.97,High
CUST02866,1796.0,1,17.23,17.23,0,1796.0,0,0,0,0.0,0,,0,0.0,0.0,0,17.23,High
CUST02867,638.0,8,1387.23,173.4,0,638.0,0,0,0,0.0,3,2.5,0,0.0,0.0,0,1387.23,High
CUST02868,722.0,3,197.95,65.98,0,722.0,0,0,0,0.0,0,,0,0.0,0.0,0,197.95,High
CUST02869,1322.0,10,1461.21,146.12,0,1322.0,0,0,0,0.0,0,,0,0.0,0.0,0,1461.21,High
CUST02870,1163.0,4,443.33,110.83,0,1163.0,0,0,0,0.0,0,,0,0.0,0.0,0,443.33,High
CUST02871,604.0,4,516.1,129.02,0,604.0,0,0,0,0.0,0,,0,0.0,0.0,0,516.1,High
CUST02872,84.0,12,2564.24,213.69,0,84.0,0,0,0,0.0,0,,0,0.0,0.0,0,2564.24,Low
CUST02873,842.0,7,448.68,64.1,0,842.0,0,0,0,0.0,0,,0,0.0,0.0,0,448.68,High
CUST02874,136.0,2,533.25,266.62,0,136.0,0,0,0,0.0,0,,0,0.0,0.0,0,533.25,Medium
CUST02875,1307.0,5,1047.54,209.51,0,1307.0,0,0,0,0.0,3,4.5,0,0.0,0.0,0,1047.54,High
CUST02876,579.0,3,197.39,65.8,0,579.0,0,0,0,0.0,2,4.5,0,0.0,0.0,0,197.39,High
CUST02877,953.0,5,1900.94,380.19,0,953.0,0,0,0,0.0,0,,0,0.0,0.0,0,1900.94,High
CUST02878,1961.0,0,0.0,0.0,0,1961.0,0,0,0,0.0,1,,0,0.0,0.0,0,0.0,High
CUST02879,1287.0,5,381.94,76.39,0,1287.0,0,0,0,0.0,0,,0,0.0,0.0,0,381.94,High
CUST02880,866.0,1,36.42,36.42,0,866.0,0,0,0,0.0,2,4.5,0,0.0,0.0,0,36.42,High
CUST02881,1520.0,4,592.17,148.04,0,1520.0,0,0,0,0.0,0,,0,0.0,0.0,0,592.17,High
CUST02882,861.0,5,1293.2,258.64,0,861.0,0,0,0,0.0,0,,0,0.0,0.0,0,1293.2,High
CUST02883,2091.0,0,0.0,0.0,0,2091.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST02884,1089.0,5,631.82,126.36,0,1089.0,0,0,0,0.0,0,,0,0.0,0.0,0,631.82,High
CUST02885,1196.0,1,253.32,253.32,0,1196.0,0,0,0,0.0,0,,0,0.0,0.0,0,253.32,High
CUST02886,789.0,2,110.85,55.42,0,789.0,0,0,0,0.0,3,3.67,0,0.0,0.0,0,110.85,High
CUST02887,634.0,10,915.07,91.51,0,634.0,0,0,0,0.0,1,,0,0.0,0.0,0,915.07,High
CUST02888,1274.0,6,469.44,78.24,0,1274.0,0,0,0,0.0,2,3.5,0,0.0,0.0,0,469.44,High
CUST02889,19.0,4,134.48,33.62,0,19.0,0,0,0,0.0,0,,0,0.0,0.0,0,134.48,Low
CUST02890,1044.0,11,1722.82,156.62,0,1044.0,0,0,0,0.0,0,,0,0.0,0.0,0,1722.82,High
CUST02891,63.0,6,679.33,113.22,0,63.0,0,0,0,0.0,0,,0,0.0,0.0,0,679.33,Low
CUST02892,49.0,3,203.77,67.92,0,49.0,0,0,0,0.0,0,,0,0.0,0.0,0,203.77,Low
CUST02893,488.0,12,1097.4,91.45,0,488.0,0,0,0,0.0,1,,0,0.0,0.0,0,1097.4,High
CUST02894,1360.0,12,2942.1,245.18,0,1360.0,0,0,0,0.0,0,,0,0.0,0.0,0,2942.1,High
CUST02895,1081.0,6,844.66,140.78,0,1081.0,0,0,0,0.0,0,,0,0.0,0.0,0,844.66,High
CUST02896,220.0,12,4583.36,381.95,0,220.0,0,0,0,0.0,2,,0,0.0,0.0,0,4583.36,High
CUST02897,1115.0,12,1917.66,159.8,0,1115.0,0,0,0,0.0,4,3.0,0,0.0,0.0,0,1917.66,High
CUST02898,1250.0,0,0.0,0.0,0,1250.0,0,0,0,0.0,1,5.0,0,0.0,0.0,0,0.0,High
CUST02899,185.0,15,2055.71,137.05,0,185.0,0,0,0,0.0,0,,0,0.0,0.0,0,2055.71,High
CUST02900,1297.0,12,1978.81,164.9,0,1297.0,0,0,0,0.0,0,,0,0.0,0.0,0,1978.81,High
CUST02901,87.0,1,9.94,9.94,0,87.0,0,0,0,0.0,0,,0,0.0,0.0,0,9.94,Low
CUST02902,1255.0,12,2734.54,227.88,0,1255.0,0,0,0,0.0,0,,0,0.0,0.0,0,2734.54,High
CUST02903,1017.0,3,418.49,139.5,0,1017.0,0,0,0,0.0,0,,0,0.0,0.0,0,418.49,High
CUST02904,59.0,1,152.59,152.59,0,59.0,0,0,0,0.0,3,4.5,0,0.0,0.0,0,152.59,Low
CUST02905,71.0,3,208.84,69.61,0,71.0,0,0,0,0.0,1,5.0,0,0.0,0.0,0,208.84,Low
CUST02906,1247.0,9,2407.27,267.47,0,1247.0,0,0,0,0.0,3,1.0,0,0.0,0.0,0,2407.27,High
CUST02907,83.0,12,2498.14,208.18,0,83.0,0,0,0,0.0,0,,0,0.0,0.0,0,2498.14,Low
CUST02908,1470.0,1,51.4,51.4,0,1470.0,0,0,0,0.0,0,,0,0.0,0.0,0,51.4,High
CUST02909,1366.0,1,47.41,47.41,0,1366.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,47.41,High
CUST02910,883.0,7,1528.38,218.34,0,883.0,0,0,0,0.0,0,,0,0.0,0.0,0,1528.38,High
CUST02911,1462.0,7,1905.82,272.26,0,1462.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,1905.82,High
CUST02912,838.0,7,869.59,124.23,0,838.0,0,0,0,0.0,4,3.5,0,0.0,0.0,0,869.59,High
CUST02913,551.0,6,451.57,75.26,0,551.0,0,0,0,0.0,0,,0,0.0,0.0,0,451.57,High
CUST02914,1788.0,0,0.0,0.0,0,1788.0,0,0,0,0.0,2,4.5,0,0.0,0.0,0,0.0,High
CUST02915,773.0,2,523.78,261.89,0,773.0,0,0,0,0.0,1,3.0,0,0.0,0.0,0,523.78,High
CUST02916,41.0,19,2098.96,110.47,0,41.0,0,0,0,0.0,3,3.0,0,0.0,0.0,0,2098.96,Low
CUST02917,1307.0,1,1081.97,1081.97,0,1307.0,0,0,0,0.0,0,,0,0.0,0.0,0,1081.97,High
CUST02918,1051.0,1,161.1,161.1,0,1051.0,0,0,0,0.0,0,,0,0.0,0.0,0,161.1,High
CUST02919,1295.0,7,653.3,93.33,0,1295.0,0,0,0,0.0,0,,0,0.0,0.0,0,653.3,High
CUST02920,542.0,3,347.71,115.9,0,542.0,0,0,0,0.0,0,,0,0.0,0.0,0,347.71,High
CUST02921,516.0,7,696.56,99.51,0,516.0,0,0,0,0.0,0,,0,0.0,0.0,0,696.56,High
CUST02922,1702.0,1,138.3,138.3,0,1702.0,0,0,0,0.0,1,,0,0.0,0.0,0,138.3,High
CUST02923,1019.0,9,1240.1,137.79,0,1019.0,0,0,0,0.0,2,5.0,0,0.0,0.0,0,1240.1,High
CUST02924,182.0,1,1112.32,1112.32,0,182.0,0,0,0,0.0,0,,0,0.0,0.0,0,1112.32,High
CUST02925,1346.0,7,263.44,37.63,0,1346.0,0,0,0,0.0,2,4.5,0,0.0,0.0,0,263.44,High
CUST02926,1609.0,3,1084.5,361.5,0,1609.0,0,0,0,0.0,0,,0,0.0,0.0,0,1084.5,High
CUST02927,41.0,2,88.94,44.47,0,41.0,0,0,0,0.0,0,,0,0.0,0.0,0,88.94,Low
CUST02928,1136.0,4,209.22,52.3,0,1136.0,0,0,0,0.0,0,,0,0.0,0.0,0,209.22,High
CUST02929,15.0,7,674.99,96.43,0,15.0,0,0,0,0.0,0,,0,0.0,0.0,0,674.99,Low
CUST02930,890.0,0,0.0,0.0,0,890.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST02931,502.0,3,195.09,65.03,0,502.0,0,0,0,0.0,1,5.0,0,0.0,0.0,0,195.09,High
CUST02932,1398.0,6,836.28,139.38,0,1398.0,0,0,0,0.0,0,,0,0.0,0.0,0,836.28,High
CUST02933,1204.0,4,235.17,58.79,0,1204.0,0,0,0,0.0,5,4.0,0,0.0,0.0,0,235.17,High
CUST02934,221.0,2,234.42,117.21,0,221.0,0,0,0,0.0,0,,0,0.0,0.0,0,234.42,High
CUST02935,588.0,0,0.0,0.0,0,588.0,0,0,0,0.0,3,4.5,0,0.0,0.0,0,0.0,High
CUST02936,822.0,0,0.0,0.0,0,822.0,0,0,0,0.0,1,3.0,0,0.0,0.0,0,0.0,High
CUST02937,1799.0,1,2298.65,2298.65,0,1799.0,0,0,0,0.0,2,3.0,0,0.0,0.0,0,2298.65,High
CUST02938,583.0,0,0.0,0.0,0,583.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST02939,1596.0,2,975.37,487.68,0,1596.0,0,0,0,0.0,0,,0,0.0,0.0,0,975.37,High
CUST02940,23.0,5,599.64,119.93,0,23.0,0,0,0,0.0,0,,0,0.0,0.0,0,599.64,Low
CUST02941,796.0,9,1698.53,188.73,0,796.0,0,0,0,0.0,1,5.0,0,0.0,0.0,0,1698.53,High
CUST02942,20.0,12,2509.35,209.11,0,20.0,0,0,0,0.0,0,,0,0.0,0.0,0,2509.35,Low
CUST02943,93.0,8,947.67,118.46,0,93.0,0,0,0,0.0,0,,0,0.0,0.0,0,947.67,Medium
CUST02944,856.0,7,552.93,78.99,0,856.0,0,0,0,0.0,0,,0,0.0,0.0,0,552.93,High
CUST02945,1328.0,2,500.24,250.12,0,1328.0,0,0,0,0.0,0,,0,0.0,0.0,0,500.24,High
CUST02946,823.0,3,841.66,280.55,0,823.0,0,0,0,0.0,1,2.0,0,0.0,0.0,0,841.66,High
CUST02947,961.0,1,197.44,197.44,0,961.0,0,0,0,0.0,0,,0,0.0,0.0,0,197.44,High
CUST02948,16.0,1,251.38,251.38,0,16.0,0,0,0,0.0,0,,0,0.0,0.0,0,251.38,Low
CUST02949,542.0,0,0.0,0.0,0,542.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST02950,443.0,5,1869.79,373.96,0,443.0,0,0,0,0.0,0,,0,0.0,0.0,0,1869.79,High
CUST02951,709.0,2,107.99,54.0,0,709.0,0,0,0,0.0,1,3.0,0,0.0,0.0,0,107.99,High
CUST02952,1009.0,7,3070.49,438.64,0,1009.0,0,0,0,0.0,2,,0,0.0,0.0,0,3070.49,High
CUST02953,20.0,3,402.76,134.25,0,20.0,0,0,0,0.0,0,,0,0.0,0.0,0,402.76,Low
CUST02954,1239.0,1,259.42,259.42,0,1239.0,0,0,0,0.0,1,5.0,0,0.0,0.0,0,259.42,High
CUST02955,668.0,2,136.12,68.06,0,668.0,0,0,0,0.0,3,3.5,0,0.0,0.0,0,136.12,High
CUST02956,769.0,6,1782.37,297.06,0,769.0,0,0,0,0.0,0,,0,0.0,0.0,0,1782.37,High
CUST02957,1501.0,0,0.0,0.0,0,1501.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,0.0,High
CUST02958,791.0,5,1191.96,238.39,0,791.0,0,0,0,0.0,0,,0,0.0,0.0,0,1191.96,High
CUST02959,1318.0,3,521.34,173.78,0,1318.0,0,0,0,0.0,4,3.67,0,0.0,0.0,0,521.34,High
CUST02960,110.0,6,462.62,77.1,0,110.0,0,0,0,0.0,0,,0,0.0,0.0,0,462.62,Medium
CUST02961,399.0,0,0.0,0.0,0,399.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST02962,18.0,2,46.33,23.16,0,18.0,0,0,0,0.0,0,,0,0.0,0.0,0,46.33,Low
CUST02963,688.0,8,2351.79,293.97,0,688.0,0,0,0,0.0,0,,0,0.0,0.0,0,2351.79,High
CUST02964,810.0,10,2732.41,273.24,0,810.0,0,0,0,0.0,0,,0,0.0,0.0,0,2732.41,High
CUST02965,516.0,1,61.31,61.31,0,516.0,0,0,0,0.0,1,2.0,0,0.0,0.0,0,61.31,High
CUST02966,266.0,3,1483.91,494.64,0,266.0,0,0,0,0.0,1,5.0,0,0.0,0.0,0,1483.91,High
CUST02967,1031.0,15,2670.4,178.03,0,1031.0,0,0,0,0.0,0,,0,0.0,0.0,0,2670.4,High
CUST02968,97.0,7,2624.92,374.99,0,97.0,0,0,0,0.0,0,,0,0.0,0.0,0,2624.92,Medium
CUST02969,673.0,2,105.59,52.8,0,673.0,0,0,0,0.0,4,3.5,0,0.0,0.0,0,105.59,High
CUST02970,48.0,6,2173.26,362.21,0,48.0,0,0,0,0.0,1,2.0,0,0.0,0.0,0,2173.26,Low
CUST02971,98.0,6,568.72,94.79,0,98.0,0,0,0,0.0,0,,0,0.0,0.0,0,568.72,Medium
CUST02972,862.0,8,2164.97,270.62,0,862.0,0,0,0,0.0,0,,0,0.0,0.0,0,2164.97,High
CUST02973,1107.0,6,293.19,48.86,0,1107.0,0,0,0,0.0,1,3.0,0,0.0,0.0,0,293.19,High
CUST02974,129.0,1,110.36,110.36,0,129.0,0,0,0,0.0,0,,0,0.0,0.0,0,110.36,Medium
CUST02975,486.0,2,204.36,102.18,0,486.0,0,0,0,0.0,2,4.5,0,0.0,0.0,0,204.36,High
CUST02976,57.0,7,1084.13,154.88,0,57.0,0,0,0,0.0,0,,0,0.0,0.0,0,1084.13,Low
CUST02977,115.0,2,120.11,60.06,0,115.0,0,0,0,0.0,0,,0,0.0,0.0,0,120.11,Medium
CUST02978,911.0,0,0.0,0.0,0,911.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST02979,1392.0,9,4364.48,484.94,0,1392.0,0,0,0,0.0,0,,0,0.0,0.0,0,4364.48,High
CUST02980,1405.0,3,255.75,85.25,0,1405.0,0,0,0,0.0,1,2.0,0,0.0,0.0,0,255.75,High
CUST02981,100.0,10,3593.04,359.3,0,100.0,0,0,0,0.0,0,,0,0.0,0.0,0,3593.04,Medium
CUST02982,929.0,8,1677.66,209.71,0,929.0,0,0,0,0.0,0,,0,0.0,0.0,0,1677.66,High
CUST02983,454.0,9,2032.17,225.8,0,454.0,0,0,0,0.0,0,,0,0.0,0.0,0,2032.17,High
CUST02984,113.0,5,422.36,84.47,0,113.0,0,0,0,0.0,3,4.0,0,0.0,0.0,0,422.36,Medium
CUST02985,239.0,8,1578.78,197.35,0,239.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,1578.78,High
CUST02986,1430.0,5,656.93,131.39,0,1430.0,0,0,0,0.0,0,,0,0.0,0.0,0,656.93,High
CUST02987,13.0,10,1724.73,172.47,0,13.0,0,0,0,0.0,0,,0,0.0,0.0,0,1724.73,Low
CUST02988,127.0,8,765.25,95.66,0,127.0,0,0,0,0.0,0,,0,0.0,0.0,0,765.25,Medium
CUST02989,870.0,0,0.0,0.0,0,870.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST02990,38.0,5,1408.35,281.67,0,38.0,0,0,0,0.0,0,,0,0.0,0.0,0,1408.35,Low
CUST02991,207.0,5,623.76,124.75,0,207.0,0,0,0,0.0,0,,0,0.0,0.0,0,623.76,High
CUST02992,939.0,1,393.76,393.76,0,939.0,0,0,0,0.0,1,1.0,0,0.0,0.0,0,393.76,High
CUST02993,110.0,4,592.09,148.02,0,110.0,0,0,0,0.0,4,4.33,0,0.0,0.0,0,592.09,Medium
CUST02994,574.0,1,721.78,721.78,0,574.0,0,0,0,0.0,2,5.0,0,0.0,0.0,0,721.78,High
CUST02995,333.0,3,667.65,222.55,0,333.0,0,0,0,0.0,0,,0,0.0,0.0,0,667.65,High
CUST02996,1195.0,10,1838.16,183.82,0,1195.0,0,0,0,0.0,0,,0,0.0,0.0,0,1838.16,High
CUST02997,1032.0,2,126.68,63.34,0,1032.0,0,0,0,0.0,0,,0,0.0,0.0,0,126.68,High
CUST02998,1482.0,0,0.0,0.0,0,1482.0,0,0,0,0.0,3,4.33,0,0.0,0.0,0,0.0,High
CUST02999,1254.0,1,143.09,143.09,0,1254.0,0,0,0,0.0,0,,0,0.0,0.0,0,143.09,High
CUST03000,25.0,4,558.98,139.74,0,25.0,0,0,0,0.0,0,,0,0.0,0.0,0,558.98,Low
CUST03001,202.0,3,284.09,94.7,0,202.0,0,0,0,0.0,0,,0,0.0,0.0,0,284.09,High
CUST03002,1451.0,12,2342.74,195.23,0,1451.0,0,0,0,0.0,0,,0,0.0,0.0,0,2342.74,High
CUST03003,2.0,4,540.16,135.04,0,2.0,0,0,0,0.0,0,,0,0.0,0.0,0,540.16,Low
CUST03004,1341.0,8,999.49,124.94,0,1341.0,0,0,0,0.0,0,,0,0.0,0.0,0,999.49,High
CUST03005,1154.0,1,33.87,33.87,0,1154.0,0,0,0,0.0,0,,0,0.0,0.0,0,33.87,High
CUST03006,408.0,10,1083.52,108.35,0,408.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,1083.52,High
CUST03007,116.0,4,232.3,58.08,0,116.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,232.3,Medium
CUST03008,301.0,5,154.09,30.82,0,301.0,0,0,0,0.0,1,5.0,0,0.0,0.0,0,154.09,High
CUST03009,7.0,7,1908.05,272.58,0,7.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,1908.05,Low
CUST03010,88.0,6,1633.71,272.29,0,88.0,0,0,0,0.0,0,,0,0.0,0.0,0,1633.71,Low
CUST03011,1966.0,0,0.0,0.0,0,1966.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST03012,522.0,5,1497.69,299.54,0,522.0,0,0,0,0.0,1,5.0,0,0.0,0.0,0,1497.69,High
CUST03013,4.0,14,1697.99,121.28,0,4.0,0,0,0,0.0,0,,0,0.0,0.0,0,1697.99,Low
CUST03014,449.0,5,1486.39,297.28,0,449.0,0,0,0,0.0,0,,0,0.0,0.0,0,1486.39,High
CUST03015,20.0,6,1325.83,220.97,0,20.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,1325.83,Low
CUST03016,1299.0,0,0.0,0.0,0,1299.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST03017,280.0,10,1837.86,183.79,0,280.0,0,0,0,0.0,0,,0,0.0,0.0,0,1837.86,High
CUST03018,1510.0,3,221.25,73.75,0,1510.0,0,0,0,0.0,0,,0,0.0,0.0,0,221.25,High
CUST03019,915.0,8,896.94,112.12,0,915.0,0,0,0,0.0,1,2.0,0,0.0,0.0,0,896.94,High
CUST03020,467.0,6,1852.19,308.7,0,467.0,0,0,0,0.0,2,5.0,0,0.0,0.0,0,1852.19,High
CUST03021,1338.0,9,2347.21,260.8,0,1338.0,0,0,0,0.0,0,,0,0.0,0.0,0,2347.21,High
CUST03022,1530.0,6,926.95,154.49,0,1530.0,0,0,0,0.0,0,,0,0.0,0.0,0,926.95,High
CUST03023,1280.0,2,170.37,85.18,0,1280.0,0,0,0,0.0,2,3.0,0,0.0,0.0,0,170.37,High
CUST03024,1021.0,3,1630.68,543.56,0,1021.0,0,0,0,0.0,0,,0,0.0,0.0,0,1630.68,High
CUST03025,138.0,1,136.03,136.03,0,138.0,0,0,0,0.0,0,,0,0.0,0.0,0,136.03,Medium
CUST03026,1103.0,3,1600.16,533.39,0,1103.0,0,0,0,0.0,0,,0,0.0,0.0,0,1600.16,High
CUST03027,937.0,9,1189.21,132.13,0,937.0,0,0,0,0.0,0,,0,0.0,0.0,0,1189.21,High
CUST03028,61.0,8,576.7,72.09,0,61.0,0,0,0,0.0,3,4.0,0,0.0,0.0,0,576.7,Low
CUST03029,1701.0,1,147.6,147.6,0,1701.0,0,0,0,0.0,1,5.0,0,0.0,0.0,0,147.6,High
CUST03030,193.0,1,86.36,86.36,0,193.0,0,0,0,0.0,0,,0,0.0,0.0,0,86.36,High
CUST03031,558.0,5,559.96,111.99,0,558.0,0,0,0,0.0,0,,0,0.0,0.0,0,559.96,High
CUST03032,838.0,2,536.34,268.17,0,838.0,0,0,0,0.0,0,,0,0.0,0.0,0,536.34,High
CUST03033,279.0,4,352.18,88.04,0,279.0,0,0,0,0.0,0,,0,0.0,0.0,0,352.18,High
CUST03034,281.0,12,1133.49,94.46,0,281.0,0,0,0,0.0,0,,0,0.0,0.0,0,1133.49,High
CUST03035,502.0,8,1725.98,215.75,0,502.0,0,0,0,0.0,0,,0,0.0,0.0,0,1725.98,High
CUST03036,505.0,4,225.31,56.33,0,505.0,0,0,0,0.0,0,,0,0.0,0.0,0,225.31,High
CUST03037,497.0,4,193.54,48.39,0,497.0,0,0,0,0.0,0,,0,0.0,0.0,0,193.54,High
CUST03038,920.0,3,121.44,40.48,0,920.0,0,0,0,0.0,0,,0,0.0,0.0,0,121.44,High
CUST03039,72.0,3,247.88,82.63,0,72.0,0,0,0,0.0,0,,0,0.0,0.0,0,247.88,Low
CUST03040,1162.0,7,956.6,136.66,0,1162.0,0,0,0,0.0,0,,0,0.0,0.0,0,956.6,High
CUST03041,1428.0,19,6030.76,317.41,0,1428.0,0,0,0,0.0,0,,0,0.0,0.0,0,6030.76,High
CUST03042,25.0,5,397.63,79.53,0,25.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,397.63,Low
CUST03043,631.0,20,2379.47,118.97,0,631.0,0,0,0,0.0,0,,0,0.0,0.0,0,2379.47,High
CUST03044,154.0,4,1365.66,341.42,0,154.0,0,0,0,0.0,0,,0,0.0,0.0,0,1365.66,Medium
CUST03045,145.0,2,323.58,161.79,0,145.0,0,0,0,0.0,0,,0,0.0,0.0,0,323.58,Medium
CUST03046,892.0,0,0.0,0.0,0,892.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST03047,79.0,12,4644.75,387.06,0,79.0,0,0,0,0.0,1,5.0,0,0.0,0.0,0,4644.75,Low
CUST03048,337.0,7,1126.4,160.91,0,337.0,0,0,0,0.0,1,5.0,0,0.0,0.0,0,1126.4,High
CUST03049,826.0,7,684.21,97.74,0,826.0,0,0,0,0.0,0,,0,0.0,0.0,0,684.21,High
CUST03050,98.0,10,976.01,97.6,0,98.0,0,0,0,0.0,0,,0,0.0,0.0,0,976.01,Medium
CUST03051,1912.0,1,137.02,137.02,0,1912.0,0,0,0,0.0,0,,0,0.0,0.0,0,137.02,High
CUST03052,513.0,4,426.34,106.58,0,513.0,0,0,0,0.0,0,,0,0.0,0.0,0,426.34,High
CUST03053,94.0,3,338.96,112.99,0,94.0,0,0,0,0.0,0,,0,0.0,0.0,0,338.96,Medium
CUST03054,9.0,4,1348.22,337.06,0,9.0,0,0,0,0.0,0,,0,0.0,0.0,0,1348.22,Low
CUST03055,891.0,4,127.17,31.79,0,891.0,0,0,0,0.0,2,4.0,0,0.0,0.0,0,127.17,High
CUST03056,538.0,2,196.24,98.12,0,538.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,196.24,High
CUST03057,86.0,5,711.85,142.37,0,86.0,0,0,0,0.0,0,,0,0.0,0.0,0,711.85,Low
CUST03058,352.0,3,1474.42,491.47,0,352.0,0,0,0,0.0,4,3.5,0,0.0,0.0,0,1474.42,High
CUST03059,130.0,10,1663.57,166.36,0,130.0,0,0,0,0.0,2,4.0,0,0.0,0.0,0,1663.57,Medium
CUST03060,1159.0,2,598.37,299.18,0,1159.0,0,0,0,0.0,1,5.0,0,0.0,0.0,0,598.37,High
CUST03061,1356.0,4,511.12,127.78,0,1356.0,0,0,0,0.0,0,,0,0.0,0.0,0,511.12,High
CUST03062,1894.0,0,0.0,0.0,0,1894.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST03063,118.0,8,2130.54,266.32,0,118.0,0,0,0,0.0,0,,0,0.0,0.0,0,2130.54,Medium
CUST03064,1280.0,4,375.49,93.87,0,1280.0,0,0,0,0.0,0,,0,0.0,0.0,0,375.49,High
CUST03065,95.0,3,1281.25,427.08,0,95.0,0,0,0,0.0,0,,0,0.0,0.0,0,1281.25,Medium
CUST03066,616.0,1,14.39,14.39,0,616.0,0,0,0,0.0,1,5.0,0,0.0,0.0,0,14.39,High
CUST03067,214.0,12,2444.44,203.7,0,214.0,0,0,0,0.0,0,,0,0.0,0.0,0,2444.44,High
CUST03068,858.0,7,2471.84,353.12,0,858.0,0,0,0,0.0,0,,0,0.0,0.0,0,2471.84,High
CUST03069,248.0,14,3463.86,247.42,0,248.0,0,0,0,0.0,0,,0,0.0,0.0,0,3463.86,High
CUST03070,1164.0,10,1374.04,137.4,0,1164.0,0,0,0,0.0,0,,0,0.0,0.0,0,1374.04,High
CUST03071,369.0,4,1749.05,437.26,0,369.0,0,0,0,0.0,0,,0,0.0,0.0,0,1749.05,High
CUST03072,307.0,5,340.95,68.19,0,307.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,340.95,High
CUST03073,637.0,10,2055.68,205.57,0,637.0,0,0,0,0.0,2,4.0,0,0.0,0.0,0,2055.68,High
CUST03074,388.0,1,167.07,167.07,0,388.0,0,0,0,0.0,0,,0,0.0,0.0,0,167.07,High
CUST03075,997.0,3,230.11,76.7,0,997.0,0,0,0,0.0,2,1.5,0,0.0,0.0,0,230.11,High
CUST03076,1657.0,0,0.0,0.0,0,1657.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST03077,50.0,7,1749.51,249.93,0,50.0,0,0,0,0.0,1,5.0,0,0.0,0.0,0,1749.51,Low
CUST03078,1381.0,1,34.63,34.63,0,1381.0,0,0,0,0.0,0,,0,0.0,0.0,0,34.63,High
CUST03079,22.0,7,1184.15,169.16,0,22.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,1184.15,Low
CUST03080,1102.0,3,319.13,106.38,0,1102.0,0,0,0,0.0,0,,0,0.0,0.0,0,319.13,High
CUST03081,614.0,6,461.76,76.96,0,614.0,0,0,0,0.0,2,2.0,0,0.0,0.0,0,461.76,High
CUST03082,646.0,1,415.68,415.68,0,646.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,415.68,High
CUST03083,635.0,2,218.4,109.2,0,635.0,0,0,0,0.0,0,,0,0.0,0.0,0,218.4,High
CUST03084,659.0,10,1541.45,154.15,0,659.0,0,0,0,0.0,0,,0,0.0,0.0,0,1541.45,High
CUST03085,241.0,2,440.06,220.03,0,241.0,0,0,0,0.0,0,,0,0.0,0.0,0,440.06,High
CUST03086,1172.0,5,683.59,136.72,0,1172.0,0,0,0,0.0,0,,0,0.0,0.0,0,683.59,High
