transaction_id,customer_id,transaction_date,product_id,product_category,product_name,quantity,unit_price,total_amount,payment_method,order_status
TXN009789,CUST01961,04-09-2024,PROD_025,Health & Wellness,Massage Device,1,165.41,165.41,Debit Card,Completed
TXN009790,CUST01961,06-03-2024,PROD_010,Home & Garden,Curtains,2,53.81,107.61,Credit Card,Completed
TXN009791,CUST01961,09-05-2024,PROD_033,Books,Self-Help Book,1,22.51,22.51,Debit Card,Completed
TXN009792,CUST01961,01-06-2025,PROD_037,Beauty & Personal Care,Skincare Set,1,25.44,25.44,Debit Card,Completed
TXN009793,CUST01961,04-08-2024,PROD_036,Clothing,Shorts,1,49.35,49.35,Digital Wallet,Completed
TXN009794,CUST01961,03-05-2024,PROD_015,Health & Wellness,Essential Oils,1,143.61,143.61,Credit Card,Completed
TXN009795,CUST01961,25-08-2024,PROD_015,Health & Wellness,Essential Oils,1,103.18,103.18,Credit Card,Completed
TXN009796,CUST01961,02-06-2024,PROD_053,Sports & Outdoors,Yoga Mat,1,174.05,174.05,Credit Card,Completed
TXN009797,CUST01961,01-05-2025,PROD_038,Electronics,Smartphone,1,639.91,639.91,Credit Card,Completed
TXN009798,CUST01961,22-10-2025,PROD_002,Sports & Outdoors,Bicycle,1,34.32,34.32,Debit Card,Completed
TXN009799,CUST01961,13-12-2024,PROD_013,Sports & Outdoors,Dumbbells,1,383.59,383.59,PayPal,Completed
TXN009800,CUST01961,27-04-2025,PROD_035,Clothing,Shoes,1,164.94,164.94,PayPal,Completed
TXN009801,CUST01961,18-04-2025,PROD_032,Sports & Outdoors,Running Shoes,1,111.26,111.26,Credit Card,Completed
TXN009802,CUST01961,31-05-2025,PROD_027,Beauty & Personal Care,Perfume,1,138.13,138.13,Debit Card,Completed
TXN009803,CUST01961,03-08-2024,PROD_016,Beauty & Personal Care,Face Cream,1,138.52,138.52,Digital Wallet,Completed
TXN009804,CUST01961,10-08-2024,PROD_037,Beauty & Personal Care,Skincare Set,1,98.77,98.77,Credit Card,Completed
TXN009805,CUST01962,12-03-2024,PROD_018,Health & Wellness,Fitness Tracker,1,93.58,93.58,PayPal,Completed
TXN009806,CUST01962,10-03-2023,PROD_048,Toys & Games,Video Game,3,10.12,30.37,Credit Card,Completed
TXN009807,CUST01962,02-11-2024,PROD_046,Books,Textbook,1,48.02,48.02,Credit Card,Completed
TXN009808,CUST01962,20-06-2023,PROD_007,Sports & Outdoors,Camping Tent,2,226.16,452.32,Credit Card,Completed
TXN009809,CUST01962,17-03-2023,PROD_024,Beauty & Personal Care,Makeup Kit,1,54.11,54.11,PayPal,Completed
TXN009810,CUST01963,18-06-2022,PROD_018,Health & Wellness,Fitness Tracker,1,75.71,75.71,Credit Card,Completed
TXN009811,CUST01963,27-05-2023,PROD_003,Books,Biography,2,35.57,71.14,Credit Card,Completed
TXN009812,CUST01963,19-07-2022,PROD_019,Electronics,Headphones,1,1381.13,1381.13,PayPal,Completed
TXN009813,CUST01963,05-11-2022,PROD_044,Electronics,Tablet,1,473.14,473.14,Credit Card,Completed
TXN009814,CUST01963,27-10-2022,PROD_049,Health & Wellness,Vitamins,1,93.64,93.64,Credit Card,Completed
TXN009815,CUST01963,08-10-2021,PROD_012,Clothing,Dress,1,126.34,126.34,Debit Card,Completed
TXN009816,CUST01964,30-10-2024,PROD_029,Health & Wellness,Protein Powder,2,151.39,302.79,Debit Card,Returned
TXN009817,CUST01964,25-04-2024,PROD_013,Sports & Outdoors,Dumbbells,1,359.75,359.75,Debit Card,Completed
TXN009818,CUST01964,10-05-2023,PROD_038,Electronics,Smartphone,1,1387.39,1387.39,Credit Card,Completed
TXN009819,CUST01964,29-12-2022,PROD_030,Toys & Games,Puzzle,1,26.54,26.54,Credit Card,Completed
TXN009820,CUST01964,06-08-2024,PROD_016,Beauty & Personal Care,Face Cream,1,106.91,106.91,Debit Card,Completed
TXN009821,CUST01964,25-03-2023,PROD_041,Electronics,Speaker,1,1272.65,1272.65,Credit Card,Completed
TXN009822,CUST01964,15-05-2024,PROD_025,Health & Wellness,Massage Device,1,154.98,154.98,Debit Card,Completed
TXN009823,CUST01964,26-11-2023,PROD_036,Clothing,Shorts,1,113.35,113.35,Credit Card,Completed
TXN009824,CUST01964,24-02-2024,PROD_016,Beauty & Personal Care,Face Cream,1,147.42,147.42,Digital Wallet,Completed
TXN009825,CUST01964,13-06-2023,PROD_013,Sports & Outdoors,Dumbbells,1,340.18,340.18,Credit Card,Completed
TXN009826,CUST01965,02-10-2023,PROD_031,Home & Garden,Rug,1,241.86,241.86,Debit Card,Completed
TXN009827,CUST01965,12-08-2022,PROD_008,Food & Beverages,Coffee,1,60.29,60.29,Credit Card,Completed
TXN009828,CUST01965,31-12-2023,PROD_010,Home & Garden,Curtains,1,99.69,99.69,Credit Card,Completed
TXN009829,CUST01965,02-01-2024,PROD_042,Clothing,Sweater,1,106.44,106.44,Debit Card,Completed
TXN009830,CUST01965,24-04-2023,PROD_015,Health & Wellness,Essential Oils,1,118.42,118.42,Debit Card,Completed
TXN009831,CUST01965,20-06-2023,PROD_034,Beauty & Personal Care,Shampoo,1,84.2,84.2,Debit Card,Completed
TXN009832,CUST01965,22-05-2022,PROD_014,Toys & Games,Educational Toy,2,73.95,147.91,PayPal,Completed
TXN009833,CUST01966,21-07-2025,PROD_037,Beauty & Personal Care,Skincare Set,1,98.66,98.66,Digital Wallet,Completed
TXN009834,CUST01966,22-07-2024,PROD_037,Beauty & Personal Care,Skincare Set,1,111.64,111.64,Debit Card,Completed
TXN009835,CUST01966,23-08-2024,PROD_049,Health & Wellness,Vitamins,1,60.65,60.65,Credit Card,Completed
TXN009836,CUST01967,06-01-2024,PROD_020,Clothing,Jacket,1,162.96,162.96,Digital Wallet,Completed
TXN009837,CUST01967,15-01-2024,PROD_019,Electronics,Headphones,1,952.87,952.87,Credit Card,Completed
TXN009838,CUST01967,05-10-2023,PROD_016,Beauty & Personal Care,Face Cream,1,116.19,116.19,Debit Card,Completed
TXN009839,CUST01967,28-06-2023,PROD_046,Books,Textbook,1,45.38,45.38,PayPal,Completed
TXN009840,CUST01968,30-09-2022,PROD_001,Toys & Games,Action Figure,1,95.16,95.16,Credit Card,Completed
TXN009841,CUST01968,23-01-2023,PROD_003,Books,Biography,1,43.02,43.02,PayPal,Completed
TXN009842,CUST01968,05-09-2023,PROD_049,Health & Wellness,Vitamins,1,62.62,62.62,Debit Card,Completed
TXN009843,CUST01968,22-06-2023,PROD_007,Sports & Outdoors,Camping Tent,1,191.73,191.73,Credit Card,Completed
TXN009844,CUST01969,01-09-2021,PROD_027,Beauty & Personal Care,Perfume,1,87.7,87.7,Credit Card,Completed
TXN009845,CUST01971,25-01-2023,PROD_030,Toys & Games,Puzzle,1,23.69,23.69,Credit Card,Completed
TXN009846,CUST01971,12-08-2024,PROD_009,Books,Cookbook,1,27.4,27.4,Credit Card,Completed
TXN009847,CUST01972,22-08-2022,PROD_010,Home & Garden,Curtains,1,278,278,Credit Card,Completed
TXN009848,CUST01972,23-09-2021,PROD_030,Toys & Games,Puzzle,1,38.1,38.1,PayPal,Completed
TXN009849,CUST01972,06-02-2022,PROD_051,Sports & Outdoors,Water Bottle,1,350.76,350.76,Credit Card,Completed
TXN009850,CUST01972,02-03-2021,PROD_041,Electronics,Speaker,1,1435.78,1435.78,Credit Card,Completed
TXN009851,CUST01974,25-01-2023,PROD_004,Toys & Games,Board Game,1,96.71,96.71,Debit Card,Completed
TXN009852,CUST01974,18-01-2023,PROD_043,Clothing,T-Shirt,1,151.49,151.49,Credit Card,Completed
TXN009853,CUST01974,19-05-2024,PROD_044,Electronics,Tablet,1,679.4,679.4,PayPal,Completed
TXN009854,CUST01974,26-06-2023,PROD_019,Electronics,Headphones,1,1183.38,1183.38,PayPal,Completed
TXN009855,CUST01974,20-08-2023,PROD_015,Health & Wellness,Essential Oils,1,41.45,41.45,PayPal,Completed
TXN009856,CUST01974,19-06-2024,PROD_031,Home & Garden,Rug,2,252.77,505.55,Debit Card,Completed
TXN009857,CUST01975,29-03-2024,PROD_007,Sports & Outdoors,Camping Tent,1,294.15,294.15,Debit Card,Completed
TXN009858,CUST01975,09-05-2023,PROD_043,Clothing,T-Shirt,1,43.63,43.63,PayPal,Completed
TXN009859,CUST01975,15-04-2023,PROD_053,Sports & Outdoors,Yoga Mat,1,208.85,208.85,Credit Card,Completed
TXN009860,CUST01975,23-09-2023,PROD_014,Toys & Games,Educational Toy,2,27.23,54.47,Digital Wallet,Completed
TXN009861,CUST01975,08-12-2024,PROD_004,Toys & Games,Board Game,1,55.17,55.17,Credit Card,Completed
TXN009862,CUST01975,13-12-2024,PROD_038,Electronics,Smartphone,1,951.37,951.37,PayPal,Completed
TXN009863,CUST01975,24-08-2024,PROD_023,Electronics,Laptop,1,901.39,901.39,Credit Card,Completed
TXN009864,CUST01975,12-09-2024,PROD_018,Health & Wellness,Fitness Tracker,1,67.06,67.06,Credit Card,Completed
TXN009865,CUST01975,21-07-2023,PROD_037,Beauty & Personal Care,Skincare Set,3,55.24,165.71,Debit Card,Completed
TXN009866,CUST01975,11-01-2023,PROD_002,Sports & Outdoors,Bicycle,1,53.61,53.61,PayPal,Completed
TXN009867,CUST01976,04-08-2024,PROD_003,Books,Biography,1,36.15,36.15,Credit Card,Completed
TXN009868,CUST01976,29-08-2025,PROD_031,Home & Garden,Rug,1,276.27,276.27,PayPal,Completed
TXN009869,CUST01976,12-01-2025,PROD_011,Home & Garden,Cushion,2,166.29,332.58,PayPal,Completed
TXN009870,CUST01978,02-08-2025,PROD_020,Clothing,Jacket,1,103.35,103.35,Credit Card,Completed
TXN009871,CUST01978,20-07-2025,PROD_026,Food & Beverages,Organic Food Box,1,45.42,45.42,Digital Wallet,Completed
TXN009872,CUST01978,18-10-2025,PROD_049,Health & Wellness,Vitamins,2,170.18,340.35,Debit Card,Completed
TXN009873,CUST01979,07-09-2021,PROD_045,Food & Beverages,Tea,1,83.33,83.33,Digital Wallet,Completed
TXN009874,CUST01979,15-02-2021,PROD_013,Sports & Outdoors,Dumbbells,1,455.3,455.3,Credit Card,Completed
TXN009875,CUST01979,25-05-2021,PROD_006,Electronics,Camera,2,661.44,1322.88,PayPal,Completed
TXN009876,CUST01979,26-11-2020,PROD_017,Books,Fiction Novel,1,27.02,27.02,Credit Card,Completed
TXN009877,CUST01979,11-07-2020,PROD_030,Toys & Games,Puzzle,1,68.26,68.26,Credit Card,Completed
TXN009878,CUST01979,19-04-2020,PROD_037,Beauty & Personal Care,Skincare Set,1,50.71,50.71,Digital Wallet,Completed
TXN009879,CUST01980,23-08-2023,PROD_024,Beauty & Personal Care,Makeup Kit,1,20.33,20.33,Credit Card,Completed
TXN009880,CUST01981,11-04-2025,PROD_027,Beauty & Personal Care,Perfume,1,98.45,98.45,Credit Card,Completed
TXN009881,CUST01981,19-12-2024,PROD_013,Sports & Outdoors,Dumbbells,1,296.69,296.69,PayPal,Completed
TXN009882,CUST01981,22-11-2024,PROD_001,Toys & Games,Action Figure,2,80.32,160.64,PayPal,Completed
TXN009883,CUST01981,18-04-2024,PROD_002,Sports & Outdoors,Bicycle,2,466.56,933.11,Credit Card,Completed
TXN009884,CUST01981,20-02-2024,PROD_033,Books,Self-Help Book,1,15.63,15.63,Credit Card,Completed
TXN009885,CUST01981,26-02-2024,PROD_008,Food & Beverages,Coffee,1,68.14,68.14,Credit Card,Completed
TXN009886,CUST01981,10-05-2024,PROD_024,Beauty & Personal Care,Makeup Kit,1,110.78,110.78,PayPal,Completed
TXN009887,CUST01982,06-02-2021,PROD_028,Home & Garden,Plant,2,159.61,319.22,Credit Card,Completed
TXN009888,CUST01982,20-06-2022,PROD_019,Electronics,Headphones,1,793.02,793.02,Digital Wallet,Completed
TXN009889,CUST01982,21-10-2021,PROD_045,Food & Beverages,Tea,1,30.17,30.17,Debit Card,Completed
TXN009890,CUST01982,06-02-2022,PROD_018,Health & Wellness,Fitness Tracker,1,32.59,32.59,Debit Card,Completed
TXN009891,CUST01982,18-09-2020,PROD_048,Toys & Games,Video Game,1,11.99,11.99,Credit Card,Completed
TXN009892,CUST01982,19-06-2021,PROD_034,Beauty & Personal Care,Shampoo,1,35.68,35.68,PayPal,Completed
TXN009893,CUST01982,13-06-2021,PROD_045,Food & Beverages,Tea,1,30.14,30.14,Debit Card,Completed
TXN009894,CUST01982,27-12-2021,PROD_020,Clothing,Jacket,1,23.95,23.95,Credit Card,Completed
TXN009895,CUST01982,29-05-2021,PROD_030,Toys & Games,Puzzle,1,78.78,78.78,PayPal,Completed
TXN009896,CUST01982,09-11-2021,PROD_022,Home & Garden,Lamp,1,97.28,97.28,Debit Card,Completed
TXN009897,CUST01982,16-10-2021,PROD_041,Electronics,Speaker,1,82.24,82.24,PayPal,Completed
TXN009898,CUST01982,15-10-2020,PROD_005,Books,Business Book,1,33.63,33.63,PayPal,Completed
TXN009899,CUST01982,14-08-2021,PROD_017,Books,Fiction Novel,1,46.93,46.93,Credit Card,Completed
TXN009900,CUST01982,11-06-2021,PROD_049,Health & Wellness,Vitamins,1,54.28,54.28,Debit Card,Completed
TXN009901,CUST01982,30-12-2021,PROD_014,Toys & Games,Educational Toy,1,63.36,63.36,Credit Card,Completed
TXN009902,CUST01982,21-12-2020,PROD_014,Toys & Games,Educational Toy,2,68,135.99,Debit Card,Completed
TXN009903,CUST01982,06-12-2020,PROD_046,Books,Textbook,1,48.63,48.63,Credit Card,Completed
TXN009904,CUST01982,07-09-2022,PROD_038,Electronics,Smartphone,1,1379.39,1379.39,Credit Card,Completed
TXN009905,CUST01982,21-06-2022,PROD_021,Clothing,Jeans,1,184.2,184.2,Debit Card,Completed
TXN009906,CUST01982,01-09-2022,PROD_023,Electronics,Laptop,1,1120.75,1120.75,Debit Card,Completed
TXN009907,CUST01983,03-01-2021,PROD_018,Health & Wellness,Fitness Tracker,1,27.03,27.03,Digital Wallet,Completed
TXN009908,CUST01984,23-01-2025,PROD_027,Beauty & Personal Care,Perfume,1,128.23,128.23,Debit Card,Completed
TXN009909,CUST01984,20-07-2024,PROD_048,Toys & Games,Video Game,1,29,29,Credit Card,Completed
TXN009910,CUST01984,19-07-2025,PROD_040,Food & Beverages,Snacks,1,55.59,55.59,PayPal,Completed
TXN009911,CUST01984,25-11-2024,PROD_047,Home & Garden,Vase,1,19.73,19.73,PayPal,Completed
TXN009912,CUST01984,31-12-2024,PROD_024,Beauty & Personal Care,Makeup Kit,1,98.39,98.39,Debit Card,Completed
TXN009913,CUST01984,28-10-2024,PROD_038,Electronics,Smartphone,2,198.59,397.17,Debit Card,Completed
TXN009914,CUST01985,02-11-2024,PROD_012,Clothing,Dress,1,178.64,178.64,Credit Card,Completed
TXN009915,CUST01985,07-10-2023,PROD_053,Sports & Outdoors,Yoga Mat,1,433.16,433.16,Credit Card,Completed
TXN009916,CUST01985,10-05-2024,PROD_028,Home & Garden,Plant,1,209.07,209.07,Debit Card,Completed
TXN009917,CUST01985,06-02-2023,PROD_049,Health & Wellness,Vitamins,1,195.83,195.83,Digital Wallet,Completed
TXN009918,CUST01985,01-07-2024,PROD_026,Food & Beverages,Organic Food Box,1,15.28,15.28,PayPal,Completed
TXN009919,CUST01985,09-11-2023,PROD_030,Toys & Games,Puzzle,1,98.47,98.47,Credit Card,Completed
TXN009920,CUST01985,27-08-2023,PROD_033,Books,Self-Help Book,1,47.15,47.15,Debit Card,Completed
TXN009921,CUST01985,05-05-2023,PROD_030,Toys & Games,Puzzle,1,18.68,18.68,Credit Card,Completed
TXN009922,CUST01987,26-03-2022,PROD_024,Beauty & Personal Care,Makeup Kit,1,24.38,24.38,Debit Card,Completed
TXN009923,CUST01988,15-07-2024,PROD_007,Sports & Outdoors,Camping Tent,1,310.3,310.3,Credit Card,Completed
TXN009924,CUST01988,19-08-2023,PROD_042,Clothing,Sweater,1,106.52,106.52,Credit Card,Completed
TXN009925,CUST01988,06-12-2024,PROD_042,Clothing,Sweater,1,20.42,20.42,Credit Card,Completed
TXN009926,CUST01988,17-10-2024,PROD_010,Home & Garden,Curtains,1,39.21,39.21,Digital Wallet,Completed
TXN009927,CUST01988,05-04-2024,PROD_029,Health & Wellness,Protein Powder,1,117.6,117.6,Debit Card,Completed
TXN009928,CUST01990,13-04-2024,PROD_018,Health & Wellness,Fitness Tracker,1,167.86,167.86,Credit Card,Completed
TXN009929,CUST01990,01-01-2023,PROD_014,Toys & Games,Educational Toy,1,21.7,21.7,PayPal,Completed
TXN009930,CUST01992,05-06-2022,PROD_044,Electronics,Tablet,1,634.24,634.24,Credit Card,Completed
TXN009931,CUST01992,04-01-2023,PROD_040,Food & Beverages,Snacks,1,18.52,18.52,Credit Card,Completed
TXN009932,CUST01992,26-05-2023,PROD_044,Electronics,Tablet,1,870.49,870.49,Debit Card,Completed
TXN009933,CUST01993,23-08-2022,PROD_048,Toys & Games,Video Game,1,81.81,81.81,Debit Card,Completed
TXN009934,CUST01993,12-01-2023,PROD_047,Home & Garden,Vase,1,74.24,74.24,Digital Wallet,Completed
TXN009935,CUST01993,16-10-2022,PROD_041,Electronics,Speaker,1,512.22,512.22,PayPal,Completed
TXN009936,CUST01993,23-03-2023,PROD_048,Toys & Games,Video Game,1,67.68,67.68,Debit Card,Completed
TXN009937,CUST01993,16-07-2023,PROD_012,Clothing,Dress,1,117.2,117.2,Credit Card,Completed
TXN009938,CUST01993,11-05-2023,PROD_025,Health & Wellness,Massage Device,2,114.88,229.76,PayPal,Completed
TXN009939,CUST01994,19-05-2022,PROD_013,Sports & Outdoors,Dumbbells,1,268.4,268.4,Credit Card,Completed
TXN009940,CUST01994,12-11-2021,PROD_048,Toys & Games,Video Game,1,14.46,14.46,Debit Card,Completed
TXN009941,CUST01994,11-03-2022,PROD_004,Toys & Games,Board Game,1,39.47,39.47,Credit Card,Completed
TXN009942,CUST01995,13-11-2021,PROD_039,Electronics,Smartwatch,1,99.51,99.51,Credit Card,Completed
TXN009943,CUST01995,04-04-2021,PROD_035,Clothing,Shoes,1,170.19,170.19,Credit Card,Completed
TXN009944,CUST01995,24-10-2020,PROD_010,Home & Garden,Curtains,1,272.73,272.73,Debit Card,Completed
TXN009945,CUST01995,18-10-2021,PROD_029,Health & Wellness,Protein Powder,1,65.65,65.65,PayPal,Completed
TXN009946,CUST01997,21-06-2021,PROD_023,Electronics,Laptop,3,949.61,2848.83,Credit Card,Completed
TXN009947,CUST01997,04-10-2022,PROD_005,Books,Business Book,1,35.22,35.22,Credit Card,Completed
TXN009948,CUST01997,28-09-2021,PROD_026,Food & Beverages,Organic Food Box,1,63.3,63.3,Digital Wallet,Completed
TXN009949,CUST01997,28-10-2021,PROD_011,Home & Garden,Cushion,1,149.46,149.46,Debit Card,Completed
TXN009950,CUST01998,02-07-2022,PROD_004,Toys & Games,Board Game,1,98.74,98.74,Digital Wallet,Completed
TXN009951,CUST01998,06-03-2022,PROD_037,Beauty & Personal Care,Skincare Set,3,87.94,263.83,Credit Card,Completed
TXN009952,CUST01998,18-06-2022,PROD_053,Sports & Outdoors,Yoga Mat,1,408.09,408.09,PayPal,Completed
TXN009953,CUST01998,12-09-2023,PROD_015,Health & Wellness,Essential Oils,1,168.19,168.19,Debit Card,Completed
TXN009954,CUST01998,10-06-2022,PROD_004,Toys & Games,Board Game,1,48.39,48.39,Credit Card,Completed
TXN009955,CUST01999,10-09-2023,PROD_023,Electronics,Laptop,1,227.94,227.94,PayPal,Completed
TXN009956,CUST01999,12-12-2023,PROD_025,Health & Wellness,Massage Device,1,169.5,169.5,Digital Wallet,Completed
TXN009957,CUST01999,14-03-2022,PROD_016,Beauty & Personal Care,Face Cream,1,121.35,121.35,PayPal,Completed
TXN009958,CUST02000,04-02-2024,PROD_046,Books,Textbook,1,21.7,21.7,Debit Card,Completed
TXN009959,CUST02000,15-07-2024,PROD_048,Toys & Games,Video Game,2,68.11,136.21,Debit Card,Completed
TXN009960,CUST02002,20-11-2020,PROD_043,Clothing,T-Shirt,1,123.95,123.95,Digital Wallet,Completed
TXN009961,CUST02002,12-05-2022,PROD_024,Beauty & Personal Care,Makeup Kit,1,70.63,70.63,Credit Card,Completed
TXN009962,CUST02002,30-01-2021,PROD_048,Toys & Games,Video Game,1,41.17,41.17,Credit Card,Completed
TXN009963,CUST02002,23-06-2021,PROD_019,Electronics,Headphones,1,275.98,275.98,Debit Card,Completed
TXN009964,CUST02002,23-10-2020,PROD_039,Electronics,Smartwatch,1,1281.75,1281.75,Debit Card,Completed
TXN009965,CUST02002,22-12-2021,PROD_025,Health & Wellness,Massage Device,1,39.82,39.82,Debit Card,Completed
TXN009966,CUST02002,20-05-2021,PROD_007,Sports & Outdoors,Camping Tent,1,367.09,367.09,Digital Wallet,Completed
TXN009967,CUST02002,05-10-2021,PROD_002,Sports & Outdoors,Bicycle,3,437.43,1312.3,Credit Card,Completed
TXN009968,CUST02003,14-01-2022,PROD_043,Clothing,T-Shirt,1,157.2,157.2,PayPal,Completed
TXN009969,CUST02003,04-07-2023,PROD_025,Health & Wellness,Massage Device,1,21.45,21.45,Credit Card,Completed
TXN009970,CUST02003,08-01-2023,PROD_010,Home & Garden,Curtains,1,219.88,219.88,Debit Card,Completed
TXN009971,CUST02003,12-02-2022,PROD_040,Food & Beverages,Snacks,1,17.57,17.57,Credit Card,Completed
TXN009972,CUST02004,07-03-2022,PROD_035,Clothing,Shoes,2,50.46,100.92,Debit Card,Completed
TXN009973,CUST02004,13-12-2021,PROD_013,Sports & Outdoors,Dumbbells,1,471.43,471.43,Credit Card,Completed
TXN009974,CUST02004,10-01-2021,PROD_029,Health & Wellness,Protein Powder,1,118.98,118.98,Debit Card,Completed
TXN009975,CUST02004,07-04-2022,PROD_002,Sports & Outdoors,Bicycle,1,305.72,305.72,Debit Card,Completed
TXN009976,CUST02004,01-11-2022,PROD_014,Toys & Games,Educational Toy,1,73.19,73.19,Credit Card,Completed
TXN009977,CUST02005,27-01-2023,PROD_030,Toys & Games,Puzzle,1,88.19,88.19,Credit Card,Completed
TXN009978,CUST02005,14-05-2021,PROD_001,Toys & Games,Action Figure,1,70,70,Debit Card,Completed
TXN009979,CUST02005,16-07-2021,PROD_037,Beauty & Personal Care,Skincare Set,1,50.54,50.54,Debit Card,Completed
TXN009980,CUST02005,10-01-2023,PROD_027,Beauty & Personal Care,Perfume,1,83.1,83.1,Debit Card,Completed
TXN009981,CUST02005,04-10-2022,PROD_048,Toys & Games,Video Game,1,81.01,81.01,Digital Wallet,Completed
TXN009982,CUST02005,23-08-2022,PROD_008,Food & Beverages,Coffee,1,77.61,77.61,Credit Card,Completed
TXN009983,CUST02005,26-11-2022,PROD_012,Clothing,Dress,2,31.11,62.21,PayPal,Returned
TXN009984,CUST02005,02-10-2021,PROD_018,Health & Wellness,Fitness Tracker,1,115.4,115.4,Credit Card,Completed
TXN009985,CUST02006,24-01-2025,PROD_026,Food & Beverages,Organic Food Box,1,51.19,51.19,Debit Card,Completed
TXN009986,CUST02006,26-05-2024,PROD_027,Beauty & Personal Care,Perfume,1,104.22,104.22,Credit Card,Completed
TXN009987,CUST02006,27-11-2023,PROD_027,Beauty & Personal Care,Perfume,1,145.15,145.15,Debit Card,Completed
TXN009988,CUST02006,12-04-2024,PROD_042,Clothing,Sweater,1,20.86,20.86,Credit Card,Completed
TXN009989,CUST02006,23-12-2023,PROD_020,Clothing,Jacket,1,149.15,149.15,PayPal,Completed
TXN009990,CUST02006,30-06-2024,PROD_024,Beauty & Personal Care,Makeup Kit,1,64.42,64.42,Credit Card,Completed
TXN009991,CUST02008,21-02-2024,PROD_025,Health & Wellness,Massage Device,1,37.42,37.42,PayPal,Completed
TXN009992,CUST02008,27-06-2025,PROD_019,Electronics,Headphones,1,146.68,146.68,PayPal,Completed
TXN009993,CUST02008,10-12-2023,PROD_037,Beauty & Personal Care,Skincare Set,1,78.17,78.17,Credit Card,Completed
TXN009994,CUST02008,23-06-2024,PROD_043,Clothing,T-Shirt,1,38.88,38.88,Debit Card,Completed
TXN009995,CUST02009,14-11-2024,PROD_002,Sports & Outdoors,Bicycle,1,288.91,288.91,Debit Card,Completed
TXN009996,CUST02009,20-12-2023,PROD_052,Food & Beverages,Wine,1,90.07,90.07,Credit Card,Completed
TXN009997,CUST02009,22-11-2024,PROD_049,Health & Wellness,Vitamins,1,112.98,112.98,Debit Card,Completed
TXN009998,CUST02009,02-05-2024,PROD_013,Sports & Outdoors,Dumbbells,1,84.12,84.12,PayPal,Completed
TXN009999,CUST02009,28-01-2024,PROD_032,Sports & Outdoors,Running Shoes,1,59.85,59.85,Debit Card,Completed
TXN010000,CUST02009,13-12-2023,PROD_039,Electronics,Smartwatch,1,1179.52,1179.52,Debit Card,Completed
TXN010001,CUST02010,07-02-2025,PROD_052,Food & Beverages,Wine,2,26.72,53.44,Credit Card,Completed
TXN010002,CUST02011,11-11-2021,PROD_028,Home & Garden,Plant,3,147.35,442.05,Credit Card,Completed
TXN010003,CUST02011,18-07-2021,PROD_034,Beauty & Personal Care,Shampoo,1,70.47,70.47,Debit Card,Completed
TXN010004,CUST02011,18-08-2020,PROD_049,Health & Wellness,Vitamins,2,170.51,341.02,Credit Card,Completed
TXN010005,CUST02011,30-06-2020,PROD_029,Health & Wellness,Protein Powder,1,160.66,160.66,Debit Card,Completed
TXN010006,CUST02011,23-06-2021,PROD_037,Beauty & Personal Care,Skincare Set,1,102.21,102.21,Debit Card,Completed
TXN010007,CUST02011,09-07-2020,PROD_004,Toys & Games,Board Game,1,98.36,98.36,Debit Card,Completed
TXN010008,CUST02013,03-12-2023,PROD_012,Clothing,Dress,1,194.9,194.9,PayPal,Completed
TXN010009,CUST02016,31-10-2022,PROD_017,Books,Fiction Novel,1,18,18,Debit Card,Completed
TXN010010,CUST02016,14-11-2023,PROD_017,Books,Fiction Novel,1,16.38,16.38,Credit Card,Completed
TXN010011,CUST02016,02-10-2023,PROD_035,Clothing,Shoes,1,77.18,77.18,PayPal,Completed
TXN010012,CUST02016,13-12-2022,PROD_001,Toys & Games,Action Figure,1,37.71,37.71,Credit Card,Completed
TXN010013,CUST02016,20-07-2022,PROD_018,Health & Wellness,Fitness Tracker,1,179.7,179.7,Credit Card,Completed
TXN010014,CUST02016,15-02-2023,PROD_048,Toys & Games,Video Game,1,38.02,38.02,Credit Card,Completed
TXN010015,CUST02016,17-09-2023,PROD_040,Food & Beverages,Snacks,1,32.41,32.41,Debit Card,Completed
TXN010016,CUST02016,17-05-2023,PROD_031,Home & Garden,Rug,1,153.47,153.47,Digital Wallet,Completed
TXN010017,CUST02016,22-10-2022,PROD_050,Home & Garden,Wall Art,1,149.4,149.4,Credit Card,Completed
TXN010018,CUST02016,02-05-2023,PROD_053,Sports & Outdoors,Yoga Mat,1,126.79,126.79,Debit Card,Completed
TXN010019,CUST02017,01-07-2021,PROD_041,Electronics,Speaker,3,204.26,612.79,Debit Card,Completed
TXN010020,CUST02017,18-08-2020,PROD_015,Health & Wellness,Essential Oils,1,144.15,144.15,Digital Wallet,Completed
TXN010021,CUST02017,27-02-2021,PROD_021,Clothing,Jeans,1,107.11,107.11,Credit Card,Completed
TXN010022,CUST02017,16-07-2021,PROD_026,Food & Beverages,Organic Food Box,2,85.95,171.9,Credit Card,Completed
TXN010023,CUST02017,17-11-2021,PROD_049,Health & Wellness,Vitamins,1,190.14,190.14,Digital Wallet,Completed
TXN010024,CUST02017,15-09-2021,PROD_024,Beauty & Personal Care,Makeup Kit,1,63.08,63.08,Credit Card,Completed
TXN010025,CUST02017,05-11-2020,PROD_002,Sports & Outdoors,Bicycle,1,61.17,61.17,Credit Card,Completed
TXN010026,CUST02017,22-11-2020,PROD_050,Home & Garden,Wall Art,1,189.24,189.24,Credit Card,Completed
