customer_id,nps_score,social_shares,purchase_frequency,customer_tenure_months,email_engagement_score,reviews_written,referral_program_aware,customer_support_contacts,loyalty_program_member,avg_order_value,product_category_diversity,mobile_app_user,community_engagement,referral_likelihood_score,did_refer
CUST02491,10,4,2,48,0.92,0,1,0,1,50.53,4,1,0,0.37,1
CUST02492,9,5,4,1,0.96,4,0,1,1,174.76,4,0,0,0.33,0
CUST02493,6,2,6,44,0.34,1,1,2,0,98.59,1,1,0,0.13,0
CUST02494,1,0,11,3,0.32,1,1,0,0,66.16,1,1,0,0.15,0
CUST02495,9,2,1,35,0.8,3,0,0,0,71.27,2,0,0,0.29,1
CUST02496,5,1,4,37,0.06,1,1,0,0,133.69,1,0,0,0.14,1
CUST02497,9,3,1,22,0.85,1,0,0,1,136.28,1,0,0,0.31,0
CUST02498,8,3,13,5,0.81,2,1,0,0,35.16,2,0,0,0.38,1
CUST02499,9,5,3,16,0.43,1,1,0,0,153.69,2,0,0,0.26,0
CUST02500,8,0,3,5,0.82,1,1,0,0,120.15,3,0,0,0.25,0
CUST02501,6,1,2,105,0.03,0,1,3,0,91.66,2,1,0,0.09,0
CUST02502,7,5,5,21,0.62,0,0,0,1,149.8,1,0,0,0.22,0
CUST02503,9,0,9,7,0.66,0,1,0,0,139.4,2,0,0,0.23,0
CUST02504,4,2,3,3,0.13,2,0,0,0,142.8,5,0,0,0.1,0
CUST02505,5,0,4,15,0.15,0,1,0,1,85.87,3,0,0,0.17,0
CUST02506,8,4,3,30,0.56,2,0,0,0,145.89,3,1,1,0.25,1
CUST02507,4,0,3,5,0.21,2,1,0,0,26.56,2,0,0,0.16,1
CUST02508,10,6,1,1,0.94,0,1,0,0,80.53,3,0,1,0.33,0
CUST02509,6,1,8,5,0.36,0,0,0,0,127.1,5,1,1,0.11,1
CUST02510,5,2,7,5,0.42,0,1,0,0,147.72,1,1,0,0.15,0
CUST02511,8,2,5,4,0.53,0,1,0,0,124.43,2,0,1,0.23,0
CUST02512,8,5,1,96,0.74,2,0,0,1,121.72,2,0,0,0.34,0
CUST02513,7,0,2,1,0.66,0,0,1,1,100.8,3,1,0,0.11,0
CUST02514,7,0,7,60,0.25,1,1,1,1,81.86,3,0,1,0.26,0
CUST02515,6,0,4,91,0.16,0,0,0,0,141.67,3,1,0,0.08,0
CUST02516,2,1,1,22,0.22,0,1,0,1,101.22,2,0,0,0.17,0
CUST02517,10,6,2,2,0.59,1,1,1,0,133.02,1,0,0,0.23,1
CUST02518,5,0,2,5,0.25,0,1,0,1,59.37,3,1,0,0.14,0
CUST02519,7,3,1,75,0.81,0,0,0,1,117.79,2,1,0,0.26,0
CUST02520,2,0,1,2,0.46,0,0,0,0,169.04,4,1,0,0.05,0
CUST02521,9,1,3,19,0.66,4,0,0,1,152.73,2,0,0,0.24,0
CUST02522,8,4,6,6,0.8,2,0,0,0,121.91,1,1,1,0.34,0
CUST02523,7,3,2,39,0.54,0,1,0,1,124.9,4,0,0,0.24,0
CUST02524,2,1,2,1,0.15,0,1,1,0,143.09,3,0,0,0.11,0
CUST02525,6,1,9,4,0.29,0,1,0,1,86.17,2,0,0,0.18,0
CUST02526,6,0,4,5,0.19,0,0,1,0,149.07,2,1,0,0.05,0
CUST02527,2,0,9,8,0.19,0,0,0,1,152.39,3,1,0,0.12,0
CUST02528,7,2,10,47,0.82,1,0,0,1,137.91,4,0,0,0.26,0
CUST02529,9,3,4,5,0.48,1,1,0,0,41.45,1,0,1,0.25,0
CUST02530,4,1,2,6,0.21,0,1,1,0,172.52,3,0,0,0.11,0
CUST02531,9,2,6,4,0.93,0,1,0,0,58.96,2,1,0,0.31,1
CUST02532,7,2,5,50,0.63,0,1,3,1,167.96,1,0,0,0.19,1
CUST02533,5,1,1,9,0.25,0,1,1,0,59.33,3,0,0,0.11,0
CUST02534,5,1,18,4,0.3,0,0,0,0,122.44,4,1,0,0.09,0
CUST02535,7,3,2,18,0.78,0,1,1,0,178.42,1,0,0,0.29,0
CUST02536,8,3,3,2,0.72,0,0,0,0,205.6,3,0,0,0.23,0
CUST02537,6,1,7,3,0.27,0,1,1,0,161.56,1,0,0,0.15,0
CUST02538,6,0,1,1,0.24,0,1,0,0,120.14,2,0,0,0.11,0
CUST02539,8,3,6,15,0.78,2,1,0,1,169.84,3,1,0,0.44,0
CUST02540,2,0,9,42,0.24,1,1,2,0,238.55,2,1,0,0.13,0
CUST02541,3,0,3,3,0.59,0,0,3,0,41.59,1,0,1,0.02,0
CUST02542,3,1,1,11,0.11,0,1,0,0,186.0,3,1,1,0.13,0
CUST02543,9,3,8,3,0.87,2,0,2,1,129.63,4,0,0,0.32,0
CUST02544,6,0,5,8,0.34,0,0,1,1,155.29,3,0,0,0.12,0
CUST02545,0,1,4,76,0.04,0,1,1,1,121.68,4,0,0,0.17,0
CUST02546,6,2,2,23,0.32,0,0,2,0,76.51,3,0,1,0.05,0
CUST02547,4,1,4,19,0.48,1,0,1,1,104.65,1,1,0,0.11,1
CUST02548,6,2,4,4,0.28,0,0,3,0,119.72,1,0,0,0.01,0
CUST02549,7,3,1,27,0.46,0,1,0,0,107.48,1,0,0,0.21,0
CUST02550,1,0,2,2,0.37,0,0,3,0,20.0,2,1,0,0.01,0
CUST02551,10,2,4,5,0.73,1,1,0,1,113.93,1,0,0,0.3,1
CUST02552,8,1,1,29,0.79,2,0,1,0,113.05,3,0,0,0.27,0
CUST02553,7,3,2,10,0.79,0,1,0,0,89.65,1,0,1,0.28,0
CUST02554,7,3,4,18,0.8,0,0,0,0,146.84,3,1,0,0.23,0
CUST02555,10,1,1,22,0.52,1,0,3,0,86.34,1,0,1,0.13,0
CUST02556,7,1,2,5,0.55,1,0,3,0,92.62,1,1,0,0.03,0
CUST02557,9,4,3,10,0.66,0,1,0,1,144.66,1,0,1,0.28,0
CUST02558,7,3,2,3,0.83,1,1,0,0,182.26,1,0,1,0.28,0
CUST02559,8,3,6,14,0.8,0,1,1,0,88.68,2,0,0,0.36,0
CUST02560,7,4,3,4,0.97,0,0,3,1,47.02,2,0,0,0.18,0
CUST02561,10,0,1,7,0.54,4,1,1,0,86.08,3,0,0,0.24,0
CUST02562,6,2,3,3,0.3,1,0,2,0,165.1,2,1,0,0.01,0
CUST02563,8,3,2,31,0.82,0,1,0,0,161.79,4,1,0,0.32,0
CUST02564,8,0,5,5,0.76,0,0,1,1,173.02,1,0,1,0.28,1
CUST02565,7,1,4,25,0.77,0,1,1,1,54.14,4,0,0,0.28,0
CUST02566,0,0,6,7,0.25,0,0,0,0,110.07,2,0,1,0.11,0
CUST02567,9,3,9,2,0.49,0,0,0,0,128.51,2,0,0,0.21,0
CUST02568,6,0,5,5,0.3,1,1,1,0,110.15,1,0,0,0.15,0
CUST02569,9,3,1,14,0.87,1,1,3,1,41.39,3,0,0,0.32,1
CUST02570,5,1,9,2,0.06,0,0,0,1,118.52,3,1,0,0.12,0
CUST02571,4,0,7,13,0.34,0,1,0,0,87.04,5,0,0,0.18,0
CUST02572,4,0,2,1,0.15,1,1,0,0,76.71,1,0,0,0.11,0
CUST02573,5,2,1,23,0.4,1,1,0,0,114.83,2,0,0,0.14,0
CUST02574,6,0,1,5,0.2,0,1,2,0,240.32,1,0,0,0.06,0
CUST02575,9,3,4,2,0.54,4,0,2,0,131.73,1,0,0,0.17,0
CUST02576,6,0,7,6,0.21,0,0,1,1,110.05,2,1,0,0.12,1
CUST02577,10,2,15,10,0.39,1,1,0,0,108.62,2,0,0,0.23,0
CUST02578,0,0,3,3,0.43,0,0,0,0,87.23,1,0,0,0.05,0
CUST02579,7,6,7,12,0.9,1,1,0,0,123.5,2,1,0,0.33,1
CUST02580,5,1,6,6,0.18,0,1,2,0,125.16,3,0,0,0.1,0
CUST02581,8,3,2,12,0.78,0,1,1,1,174.09,1,0,0,0.35,0
CUST02582,7,1,3,98,0.48,1,0,1,0,77.08,4,0,1,0.13,1
CUST02583,3,0,5,3,0.21,0,1,1,0,104.97,1,0,0,0.15,0
CUST02584,6,0,8,14,0.42,1,1,3,1,172.43,3,1,0,0.16,0
CUST02585,8,6,3,4,0.66,1,1,0,1,109.17,2,1,0,0.24,0
CUST02586,5,0,5,18,0.3,0,0,0,0,127.01,4,1,0,0.12,0
CUST02587,7,3,4,1,0.46,0,1,0,1,129.21,2,0,1,0.23,0
CUST02588,8,4,1,37,0.88,0,1,1,1,122.6,4,1,0,0.35,0
CUST02589,10,2,4,8,0.71,1,1,0,0,136.79,3,1,1,0.29,0
CUST02590,9,5,10,31,0.69,3,1,0,1,69.81,2,0,0,0.38,0
CUST02591,5,2,6,14,0.7,0,1,1,0,161.79,3,1,0,0.26,0
CUST02592,8,0,2,98,0.67,2,1,1,0,137.09,1,0,0,0.25,0
CUST02593,8,3,4,2,0.77,0,0,0,0,90.46,3,0,0,0.23,0
CUST02594,7,1,6,3,0.81,2,0,0,0,79.76,3,0,0,0.25,1
CUST02595,10,0,4,20,0.67,2,0,1,1,124.72,1,0,0,0.24,0
CUST02596,7,2,6,7,0.69,0,1,0,0,147.16,3,1,0,0.18,0
CUST02597,10,4,1,1,0.35,1,0,0,0,168.55,3,1,0,0.17,0
CUST02598,7,3,15,14,0.82,0,0,0,0,55.39,4,0,0,0.27,0
CUST02599,9,2,4,33,0.77,1,1,0,1,90.03,1,0,0,0.33,1
CUST02600,2,0,4,3,0.46,0,1,0,0,60.47,1,0,0,0.11,1
CUST02601,6,0,2,1,0.22,1,0,0,0,35.69,1,1,0,0.05,0
CUST02602,8,2,4,13,0.7,1,1,2,1,101.04,2,0,0,0.26,0
CUST02603,8,4,3,31,0.85,1,1,0,0,34.21,1,0,0,0.32,0
CUST02604,10,1,7,10,0.72,1,0,1,0,147.78,4,0,0,0.25,0
CUST02605,8,1,2,1,0.82,2,1,2,0,81.16,3,0,0,0.25,1
CUST02606,9,3,1,23,0.9,2,1,1,1,96.82,1,0,0,0.42,0
CUST02607,9,0,2,1,0.51,0,0,0,0,93.48,2,0,0,0.13,0
CUST02608,9,1,8,60,0.74,2,0,1,0,136.66,4,1,0,0.33,0
CUST02609,7,2,23,3,0.66,1,1,1,0,93.86,4,0,1,0.2,1
CUST02610,0,2,1,17,0.13,0,0,0,0,132.7,1,0,1,0.1,0
CUST02611,10,6,6,26,0.9,2,0,1,0,170.78,3,1,0,0.37,1
CUST02612,8,0,3,2,0.72,0,0,2,0,25.03,2,0,0,0.14,0
CUST02613,7,2,2,3,0.84,1,1,2,0,88.55,2,0,1,0.19,0
CUST02614,10,3,2,8,0.81,1,1,1,1,137.79,1,0,0,0.34,0
CUST02615,2,0,2,12,0.25,0,0,1,1,194.17,1,1,0,0.11,0
CUST02616,8,2,5,4,0.78,2,1,0,0,66.6,2,1,1,0.36,0
CUST02617,6,0,20,13,0.33,1,1,1,1,64.78,2,1,1,0.23,1
CUST02618,8,2,3,6,0.72,0,0,0,1,174.02,2,0,0,0.22,0
CUST02619,7,2,2,11,0.82,0,0,3,1,53.13,1,1,0,0.14,0
CUST02620,10,1,1,2,0.75,0,0,0,0,126.0,2,1,0,0.21,0
CUST02621,2,1,1,16,0.49,1,1,0,0,224.43,1,0,0,0.14,0
CUST02622,8,2,1,2,0.51,0,1,0,1,200.69,3,1,0,0.2,0
CUST02623,1,1,7,2,0.22,0,1,0,1,155.39,1,1,1,0.2,0
CUST02624,0,0,3,9,0.38,1,1,0,0,143.82,4,0,0,0.11,0
CUST02625,8,1,7,14,0.26,0,0,2,1,59.84,1,0,1,0.18,0
CUST02626,9,3,3,33,0.56,1,1,0,0,20.0,1,0,0,0.26,0
CUST02627,9,2,1,10,0.9,1,0,1,1,153.95,4,1,0,0.24,0
CUST02628,8,3,1,7,0.44,1,0,0,0,173.56,3,1,0,0.15,0
CUST02629,8,1,7,32,0.85,1,1,0,0,75.25,3,0,0,0.32,0
CUST02630,9,2,1,4,0.33,3,1,2,0,127.65,1,1,1,0.21,1
CUST02631,9,2,6,7,0.58,0,0,0,0,187.67,1,0,0,0.17,1
CUST02632,3,2,1,88,0.27,0,0,1,0,107.57,2,1,0,0.08,0
CUST02633,6,0,6,18,0.38,0,0,2,0,189.66,3,1,0,0.07,0
CUST02634,10,5,3,3,0.74,1,1,0,0,176.87,1,1,1,0.33,0
CUST02635,7,2,1,7,0.94,0,1,0,0,130.12,5,1,0,0.22,0
CUST02636,7,2,1,1,0.5,0,1,3,1,90.3,5,1,0,0.12,0
CUST02637,9,3,11,11,0.44,2,0,1,1,73.35,2,1,1,0.31,0
CUST02638,10,4,12,16,0.96,1,1,1,0,129.35,3,0,0,0.38,0
CUST02639,6,1,1,17,0.32,0,0,0,0,111.58,5,0,0,0.08,0
CUST02640,10,2,1,16,0.6,1,0,0,0,89.53,3,1,1,0.18,0
CUST02641,8,1,3,4,0.66,2,1,2,0,77.52,4,1,0,0.17,0
CUST02642,7,3,3,19,0.77,0,1,0,0,98.07,1,0,0,0.29,0
CUST02643,6,0,4,14,0.34,1,1,2,1,24.42,1,1,0,0.12,1
CUST02644,3,0,1,29,0.39,0,0,1,1,140.14,3,1,0,0.11,0
CUST02645,10,3,2,15,0.85,0,1,0,0,196.68,1,1,1,0.36,0
CUST02646,8,4,5,1,0.61,0,1,1,0,181.23,2,1,0,0.25,0
CUST02647,2,1,1,19,0.2,0,1,3,0,133.67,4,0,1,0.11,0
CUST02648,10,1,6,10,0.8,3,1,0,0,113.41,4,0,0,0.36,1
CUST02649,8,3,10,10,0.71,1,0,0,1,40.29,1,0,0,0.3,1
CUST02650,8,4,1,24,0.8,1,1,0,0,178.91,4,0,0,0.32,0
CUST02651,8,3,11,6,0.6,1,1,3,1,145.18,1,0,0,0.23,0
CUST02652,9,4,7,49,0.8,0,1,1,0,121.89,2,1,0,0.38,1
CUST02653,4,0,2,5,0.1,0,1,3,0,210.45,3,0,0,0.06,0
CUST02654,10,0,3,1,0.66,2,1,1,1,60.4,3,0,0,0.27,1
CUST02655,6,0,2,14,0.09,0,1,0,1,128.5,2,1,0,0.17,0
CUST02656,9,0,21,2,0.72,0,0,3,0,137.19,1,1,1,0.22,0
CUST02657,4,0,4,2,0.19,1,0,2,0,153.83,1,0,1,0.02,0
CUST02658,6,1,3,62,0.37,1,0,0,0,113.74,2,1,0,0.08,0
CUST02659,6,1,5,17,0.59,0,0,0,0,86.13,1,1,0,0.12,0
CUST02660,2,1,16,3,0.38,0,0,1,0,52.85,5,0,0,0.09,0
CUST02661,7,6,1,3,0.8,0,1,1,1,164.12,4,0,0,0.29,0
CUST02662,10,2,6,8,0.59,0,1,2,1,86.83,4,0,1,0.23,0
CUST02663,10,2,6,2,0.89,0,1,1,1,245.85,1,0,1,0.36,0
CUST02664,10,4,2,5,0.32,1,1,1,0,145.01,3,0,0,0.23,1
CUST02665,8,2,2,5,0.66,1,0,1,1,139.06,2,0,0,0.14,0
CUST02666,6,0,3,37,0.26,0,1,1,0,71.23,4,1,0,0.14,0
CUST02667,5,0,2,7,0.24,0,0,0,0,136.6,4,1,0,0.05,0
CUST02668,8,3,8,8,0.65,2,0,0,1,124.51,1,1,0,0.27,1
CUST02669,10,1,5,2,0.72,2,1,0,0,112.26,2,0,0,0.36,0
CUST02670,6,1,13,23,0.47,0,1,1,0,194.56,2,0,0,0.18,1
CUST02671,6,0,2,7,0.12,0,0,1,0,130.1,3,1,0,0.05,0
CUST02672,2,0,8,14,0.07,0,1,0,0,97.64,1,0,0,0.18,1
CUST02673,7,3,1,23,0.83,0,0,0,1,74.81,1,0,0,0.26,0
CUST02674,5,1,3,55,0.08,0,0,0,0,120.93,3,1,0,0.08,0
CUST02675,1,0,8,12,0.32,0,0,2,0,30.11,2,0,0,0.07,0
CUST02676,8,2,1,8,0.57,1,1,1,0,143.59,2,1,0,0.17,0
CUST02677,4,0,7,4,0.21,1,0,1,0,77.68,5,1,1,0.11,0
CUST02678,8,2,1,2,0.55,1,0,0,0,149.8,1,0,1,0.13,0
CUST02679,8,2,1,13,0.69,2,0,0,1,49.57,4,0,0,0.22,0
CUST02680,9,2,8,4,0.93,0,0,2,0,62.88,1,0,0,0.2,0
CUST02681,10,5,7,4,0.5,1,1,1,1,161.89,2,1,0,0.3,0
CUST02682,2,1,6,77,0.38,0,1,1,1,79.43,4,1,0,0.21,1
CUST02683,10,5,4,61,0.7,2,1,0,1,20.0,2,0,0,0.42,0
CUST02684,10,2,4,9,0.82,3,0,1,0,121.71,1,1,0,0.26,0
CUST02685,1,0,6,13,0.08,0,1,0,0,73.64,2,1,0,0.18,0
CUST02686,8,2,2,34,0.75,0,0,0,0,132.22,3,1,0,0.22,0
CUST02687,6,0,2,3,0.23,0,1,1,1,147.57,1,1,0,0.14,0
CUST02688,2,1,3,22,0.28,0,0,0,1,115.76,1,0,0,0.11,0
CUST02689,7,0,12,10,0.84,0,1,0,0,128.92,1,0,1,0.28,0
CUST02690,10,2,1,30,0.89,1,0,1,0,129.41,3,1,0,0.24,0
CUST02691,6,0,6,3,0.23,1,1,2,0,112.21,5,0,0,0.1,0
CUST02692,0,1,21,15,0.13,0,1,0,0,93.29,1,0,0,0.18,0
CUST02693,7,4,3,22,0.72,0,0,1,0,149.16,2,0,0,0.23,0
CUST02694,9,1,9,7,0.63,0,0,1,0,126.43,4,0,0,0.17,0
CUST02695,8,1,1,61,0.81,3,0,1,1,80.98,4,1,0,0.3,0
CUST02696,9,3,4,43,0.84,0,0,0,0,179.27,3,1,1,0.3,0
CUST02697,3,1,4,21,0.05,0,1,0,0,115.98,4,1,0,0.14,0
CUST02698,10,2,1,17,0.75,3,0,0,1,224.43,1,1,1,0.34,1
CUST02699,6,0,1,5,0.6,1,1,0,1,116.53,1,0,0,0.14,0
CUST02700,7,2,5,5,0.51,2,1,0,0,50.99,3,1,1,0.25,0
CUST02701,7,2,13,6,0.66,0,1,2,0,144.21,1,1,1,0.15,0
CUST02702,2,2,2,43,0.53,0,0,0,0,182.36,4,0,0,0.08,0
CUST02703,9,3,3,11,0.6,0,0,1,1,104.6,1,0,0,0.2,0
CUST02704,9,0,9,4,0.7,2,1,3,0,87.82,2,1,1,0.33,1
CUST02705,8,2,2,3,0.84,0,1,0,0,155.28,3,1,1,0.27,1
CUST02706,8,2,16,54,0.69,1,1,0,0,129.26,3,0,0,0.24,0
CUST02707,10,1,1,49,0.61,2,0,3,1,166.49,2,1,0,0.19,0
CUST02708,7,2,1,6,0.68,0,0,1,0,135.81,2,0,0,0.08,0
CUST02709,10,2,10,2,0.49,2,1,0,0,20.0,1,0,0,0.28,0
CUST02710,2,1,3,8,0.21,1,0,0,0,168.03,3,1,0,0.05,0
CUST02711,8,1,7,29,0.45,2,1,2,0,82.92,1,0,0,0.24,0
CUST02712,2,0,3,37,0.73,0,1,0,0,102.02,1,0,0,0.22,0
CUST02713,10,6,2,11,0.59,4,0,0,0,160.66,1,0,0,0.22,1
CUST02714,4,0,1,4,0.38,0,1,0,1,66.24,1,0,0,0.14,0
CUST02715,8,3,8,1,0.95,2,1,1,1,172.9,2,0,0,0.41,0
CUST02716,9,2,2,5,0.78,1,1,1,0,49.15,3,0,0,0.27,1
CUST02717,9,2,2,11,0.77,1,0,0,1,122.8,3,1,1,0.26,0
CUST02718,8,1,5,19,0.61,1,0,0,1,121.8,2,0,0,0.21,1
CUST02719,8,4,3,2,0.67,1,0,0,0,133.2,3,0,0,0.15,0
CUST02720,7,4,4,20,0.69,0,0,0,0,64.75,4,1,1,0.17,0
CUST02721,9,0,3,2,0.68,1,0,0,0,110.99,5,0,0,0.13,0
CUST02722,9,5,4,22,0.91,1,0,0,1,187.74,3,0,0,0.31,0
CUST02723,8,1,11,37,0.55,1,1,1,1,86.48,2,1,0,0.27,0
CUST02724,10,4,2,10,0.81,0,1,3,0,107.19,1,1,0,0.26,0
CUST02725,6,0,1,23,0.27,0,0,0,0,141.68,4,1,0,0.08,0
CUST02726,7,2,4,38,0.85,1,1,1,0,107.53,2,1,0,0.25,0
CUST02727,7,1,9,19,0.61,1,1,0,0,176.42,4,0,0,0.21,1
CUST02728,7,6,11,29,0.87,0,1,0,0,50.98,1,1,0,0.33,0
CUST02729,1,0,1,14,0.56,1,0,2,1,114.6,2,1,0,0.06,0
CUST02730,6,0,1,11,0.33,0,1,0,0,114.31,3,1,0,0.11,0
CUST02731,10,3,1,3,0.72,0,0,2,1,67.2,3,0,0,0.23,0
CUST02732,5,0,1,4,0.2,1,0,0,1,93.46,2,0,1,0.1,0
CUST02733,10,3,1,40,0.64,1,1,1,0,205.82,4,0,1,0.28,0
CUST02734,5,1,3,7,0.46,2,1,2,0,124.49,1,0,1,0.13,0
CUST02735,9,3,1,14,0.9,0,1,1,1,119.1,1,0,0,0.37,0
CUST02736,10,3,1,19,0.94,2,0,0,0,33.74,4,0,1,0.35,1
CUST02737,1,0,5,2,0.31,0,1,1,1,139.29,1,0,1,0.2,0
CUST02738,8,1,3,4,0.76,2,1,1,0,135.46,4,0,0,0.3,1
CUST02739,7,4,1,14,0.99,1,0,1,0,104.96,1,1,1,0.25,0
CUST02740,5,0,1,7,0.22,0,1,0,1,162.87,2,0,0,0.14,1
CUST02741,7,1,7,4,0.83,0,1,0,0,232.63,1,1,0,0.26,0
CUST02742,10,2,2,225,0.65,0,1,1,1,83.81,3,1,0,0.25,1
CUST02743,8,2,8,4,0.53,2,0,0,0,87.97,5,0,0,0.2,0
CUST02744,5,0,1,16,0.14,0,1,1,0,111.09,1,0,0,0.14,0
CUST02745,8,3,1,4,0.67,2,0,1,0,171.41,3,1,0,0.2,0
CUST02746,8,3,7,3,0.88,1,1,0,0,199.65,3,0,1,0.35,1
CUST02747,1,0,2,1,0.26,1,1,0,0,200.78,1,0,1,0.13,0
CUST02748,7,3,4,20,0.93,0,0,0,1,111.37,2,1,0,0.26,0
CUST02749,7,1,1,18,0.84,0,0,1,0,132.65,2,1,0,0.19,0
CUST02750,9,2,2,6,0.75,2,0,0,0,20.0,3,0,1,0.28,0
CUST02751,3,3,6,9,0.52,1,1,0,1,109.15,3,0,1,0.24,0
CUST02752,8,5,3,8,0.85,1,1,0,0,169.24,3,0,0,0.29,1
CUST02753,7,2,4,8,0.65,0,1,2,0,126.39,2,1,0,0.09,0
CUST02754,9,1,6,2,0.71,0,0,2,0,196.32,1,1,0,0.2,0
CUST02755,5,0,20,11,0.23,0,0,0,0,49.86,1,1,1,0.11,0
CUST02756,7,5,5,18,1.0,0,1,0,0,74.89,1,0,1,0.35,1
CUST02757,1,0,1,24,0.2,0,0,0,0,133.44,2,0,0,0.08,0
CUST02758,2,0,1,34,0.27,0,0,2,1,189.36,2,1,0,0.06,0
CUST02759,6,0,3,14,0.54,0,1,1,1,121.43,3,1,0,0.17,1
CUST02760,0,0,2,1,0.12,0,0,0,1,82.87,1,1,0,0.08,0
CUST02761,7,5,1,4,0.57,1,0,1,0,175.81,3,0,1,0.14,0
CUST02762,8,3,1,15,0.74,0,1,1,0,62.89,1,0,0,0.32,0
CUST02763,8,2,8,3,0.7,1,1,1,0,125.57,1,1,0,0.29,0
CUST02764,10,2,1,3,0.49,1,0,0,0,118.89,2,0,0,0.13,0
CUST02765,3,0,1,17,0.04,0,0,1,0,198.24,2,0,0,0.08,0
CUST02766,1,1,1,9,0.33,0,1,1,0,60.69,1,1,1,0.13,0
CUST02767,10,4,3,4,0.78,1,1,1,1,111.56,3,0,0,0.34,0
CUST02768,8,2,3,2,0.41,4,0,0,1,115.89,2,0,0,0.19,0
CUST02769,10,2,6,10,0.41,1,1,0,0,100.18,2,0,1,0.25,0
CUST02770,6,3,1,4,0.47,0,0,0,0,131.71,4,0,0,0.09,0
CUST02771,2,0,1,5,0.31,0,0,0,0,127.39,1,0,0,0.05,0
CUST02772,7,3,4,22,0.8,0,0,1,1,129.01,3,0,0,0.26,0
CUST02773,7,2,2,29,0.89,0,1,0,0,105.99,1,1,0,0.25,0
CUST02774,1,0,1,50,0.11,0,1,1,0,143.2,4,1,0,0.14,0
CUST02775,1,0,1,2,0.16,0,0,0,0,111.21,4,0,1,0.07,0
CUST02776,9,4,12,3,0.84,1,1,0,0,125.07,1,1,0,0.35,0
CUST02777,9,1,2,3,0.9,5,0,2,1,55.29,2,0,0,0.24,0
CUST02778,7,2,1,10,0.68,0,1,1,0,116.45,3,0,0,0.14,0
CUST02779,10,5,7,2,0.77,1,0,0,0,116.77,1,1,0,0.29,1
CUST02780,8,4,6,15,0.46,1,1,0,0,164.53,4,1,0,0.28,0
CUST02781,5,0,3,20,0.13,0,1,3,0,200.87,2,1,0,0.09,0
CUST02782,8,2,3,11,0.68,1,1,0,0,191.23,1,0,1,0.19,0
CUST02783,3,0,3,1,0.11,0,1,1,1,95.31,2,1,0,0.14,0
CUST02784,4,0,1,10,0.32,0,1,0,0,97.21,3,0,0,0.11,1
CUST02785,4,2,4,21,0.16,0,0,0,1,123.06,1,1,0,0.11,0
CUST02786,2,0,1,13,0.23,0,0,0,0,134.14,4,0,1,0.1,0
CUST02787,9,2,7,2,0.97,1,0,0,0,144.28,1,1,0,0.25,1
CUST02788,6,0,4,4,0.22,0,1,2,0,170.13,3,0,0,0.06,0
CUST02789,8,5,3,28,0.81,1,0,0,0,154.76,2,0,0,0.26,1
CUST02790,7,3,2,1,0.83,0,1,1,0,159.44,2,1,0,0.26,0
CUST02791,8,1,2,39,0.85,4,1,0,1,92.89,4,0,0,0.36,0
CUST02792,8,3,1,10,0.83,1,0,1,1,125.44,3,0,0,0.26,0
CUST02793,9,1,1,14,0.6,2,1,0,0,58.08,2,1,0,0.27,0
CUST02794,5,0,3,9,0.49,1,0,2,1,144.51,2,0,0,0.03,0
CUST02795,3,0,3,37,0.27,0,1,2,1,127.48,1,0,0,0.12,0
CUST02796,9,1,11,21,0.82,1,1,1,0,132.05,3,1,1,0.36,0
CUST02797,4,0,19,42,0.2,0,0,1,0,133.38,4,0,0,0.12,0
CUST02798,10,3,7,14,0.55,2,0,3,1,83.02,1,0,1,0.29,1
CUST02799,9,3,2,1,0.7,0,0,2,0,44.77,1,0,0,0.2,0
CUST02800,8,1,5,4,0.74,0,1,0,0,97.9,4,0,1,0.31,1
CUST02801,6,0,1,9,0.28,0,1,1,0,20.0,1,0,0,0.11,0
CUST02802,8,3,1,2,0.78,2,1,1,1,125.19,2,1,0,0.37,0
CUST02803,9,1,1,14,0.61,0,0,0,0,132.57,4,0,0,0.16,0
CUST02804,8,2,5,7,0.49,2,0,0,0,123.39,3,0,0,0.2,0
CUST02805,4,1,1,11,0.16,0,1,1,1,128.05,1,0,1,0.16,0
CUST02806,9,3,3,22,0.61,1,0,0,0,96.74,2,1,0,0.2,0
CUST02807,7,0,6,9,0.76,1,1,1,0,49.23,4,1,0,0.26,0
CUST02808,8,0,1,12,0.84,3,0,2,1,163.31,2,0,0,0.25,0
CUST02809,10,0,4,44,0.79,0,1,2,0,137.45,5,1,0,0.25,0
CUST02810,4,0,13,10,0.37,0,1,0,0,101.1,2,0,1,0.17,1
CUST02811,6,1,1,25,0.23,1,0,1,1,165.9,2,1,1,0.13,0
CUST02812,5,0,12,5,0.02,1,0,0,1,97.4,2,1,0,0.12,1
CUST02813,5,1,4,2,0.42,0,0,1,0,144.79,3,0,1,0.07,0
CUST02814,8,4,20,16,0.35,1,0,1,1,145.9,2,0,0,0.25,0
CUST02815,10,0,1,1,0.67,1,1,0,0,154.04,3,1,0,0.19,0
CUST02816,9,0,7,24,0.9,2,0,1,1,166.04,2,0,0,0.36,1
CUST02817,2,1,5,22,0.32,0,1,0,0,132.85,5,1,0,0.18,0
CUST02818,7,2,15,17,0.42,1,1,2,0,153.28,2,0,0,0.16,0
CUST02819,6,0,3,18,0.22,0,0,1,1,81.27,4,1,1,0.13,0
CUST02820,0,0,9,1,0.59,0,0,0,1,113.05,1,0,0,0.12,1
